statut_color,statut,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,intervention_type
⬛,4,4: pas de résultats postés ni publiés,NCT02869126,,,2015,"Study of the Concordance Between a Traditional Protocol of Stress and Rest Myocardial Tomoscintigraphy Using 99mTc-sestamibi and a Double Isotope Protocol Using Thallium-201 and 99mTc-sestamibi, With a Semiconductor Camera",D-SPECT BIS,PROCEDURE
🟥,3,3: résultats postés ou publiés après les 36 mois,NCT02430805,,,2015,"Genetics and Genomics of Hypertension Associated With Microinflammation, Oxydative Stress, Chronic Renal Disease and Heart Failure (A2-B2-B3)",Hypercare,OTHER
🟥,3,3: résultats postés ou publiés après les 36 mois,NCT01716819,,,2015,Role of the Renin Angiotensin Aldosterone System and Remodeling of the Matrix Cardiac Extra Cellular in the Mechanisms of Transition to Heart Failure in Abdominal Obesity: Prospective Longitudinal Study R2C2 II,R2C2-II,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT02894632,,,2016,MR Compatible Accelerometer for Respiratory MOTion Measurement,MARMOT,DEVICE
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT01367743,2009-017081-23,,2016,Optimizing the Use of Vasopressor After Coronary Reperfusion in Cardiogenic Shock Secondary to Myocardial Infarction. Pathophysiological Study Comparing the Efficacy and Cardio-circulatory Tolerability of Epinephrine and Norepinephrine,OptimaCC,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT02634099,,,2016,Hemoglobin Monitoring During High Bleeding Risk Surgery in Pediatric Patients: Equivalence Study of Hemoglobin Transcutaneous Saturation and Hemocue With Total Serum Hemoglobin,Hemoped,DEVICE
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT02285712,,,2017,Contribution of Ultrasound for Peripheral Intravenous Catheter Placement by Intensive Care Nurses,IDECHO,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT02556502,,,2017,18F-Florbetaben PET Amyloid Imaging in Case of Intermediate CSF Biology for the Diagnosis of Alzheimer's Disease : a Pilot Study,MAF,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT03136315,,,2017,Renal Function Evaluation in an Ultra Endurance Race: On the Interest of Monitoring Specific Biomarkers to Asses Renal Risk.,INFERNAL,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT02873949,,,2017,Analysis of Soluble TREM (Triggering Receptor Expressed on Myeloid Cells)-1 and -2 in Crevicular Fluid and Associated Bacterial Flora in Patients Affected by Periodontitis,TREM,BIOLOGICAL
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT02940847,,,2017,"The Effectiveness of Ultrasound-guided Technique Compared to Blind Technique in Medial Brachial Cutaneous Nerve Block and Intercostobrachial Nerve Block, in the Axilla",ECHO_NCMB,PROCEDURE
⬛,4,4: pas de résultats postés ni publiés,NCT03306290,,,2018,An Evaluation of Serum Concentration of CEFOxitin Used for Antibiotic Prophylaxis in Severely and Morbidly Obese Patients Undergoing BARiatric Surgery (CEFOBAR),CEFOBAR,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT02820376,,,2018,Assessment of Differential Renal Function by CT in Living Donors - The DOVISCAN Study,DOVISCAN,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT02869321,,,2018,Evaluation of Analgesic Efficacy of Transmucosal Fentanyl for Breakthrough Pain Caused by Interventional Gastrostomy,ANTALGIP,PROCEDURE
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT02116868,,,2018,"Usefulness of Pupillary Reflex on Remifentanil and Morphine Consumption During Laparoscopic Surgery. A Bicentric, Prospective, Randomized, Controlled Trial.",,DEVICE
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT02864680,,,2019,Electrophysiological Study of the Functioning of Magnocellular Visual Pathway in Regular Cannabis Users,CAUSA MAP,OTHER
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT02754193,,,2019,Effects of Induced Moderate HYPOthermia on Mortality in Cardiogenic Shock Patients Rescued by Veno-arterial ExtraCorporeal Membrane Oxygenation (ECMO),HYPO-ECMO,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT03356301,,,2019,Study of the Remodeling of the Ascending Aorta During the Sports Season in Long Distance Triathletes Versus Controls,CoATri,DEVICE
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT04562571,,,2019,Impact of a Public Commitment Charter Associated With Patient Information Leaflets on Antibiotics Prescribed by General Practitioners,,OTHER
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT02261870,,,2020,"""Detection of Acute Rejection in Heart Transplant Patients by Mean of T2 Quantification With MRI"" Open Transversal Clinical Trial With Repeated Measures",DRAGET,DEVICE
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT03125447,,,2020,Posture and Mobility Influence on Attention Capacity in Former Premature Children at 6 Years of Age.,PAM,OTHER
⬛,4,4: pas de résultats postés ni publiés,,2009-012817-23,,2020,Utilisation d’un surfactant exogène chez des nouveau-nés grands prématurés présentant une détresse respiratoire sévère en prévention de la dysplasie bronchopulmonaire,Etude CURDYS,
⬛,4,4: pas de résultats postés ni publiés,NCT03980418,,,2020,Comparative Study of DaTSCAN ™ Cerebral SPECT Recorded by Conventional Anger Cameras and Semiconductor Camera (VERITON-CT ™),VERIDAT,PROCEDURE
⬛,4,4: pas de résultats postés ni publiés,NCT02765009,,,2020,Effects of Fluid Balance Control in Critically Ill Patients: A Multicenter Randomized Study,POINCARE,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT02640287,,,2020,Expression of Ku70/XRCC6 and Others NHEJ Components in Waldenström's Macroglobulinemia in Comparison With Others B-cell Lymphoproliferative Disorders and Normal B Cells.,WAL-KU,BIOLOGICAL
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT01109225,,,2020,Multiparametric Study of Cardiac Remodeling After Myocardial Infarction Revascularized in Acute Phase : Relation With the Serum Concentrations in Aldosterone,REMI,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT04448769,,,2020,Epidemiological Study of Seroprevalence Against the SARS-CoV-2 Virus (COVID-19) in the Population of the Grand Nancy Metropolitan Area,COVAL-NANCY,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT02268071,,,2020,Arrêt du Traitement Antihypertenseur Chez Les Patients Hypertendus Suivis en Médecine Générale / Stopping Antihypertensive Treatment amOng Hypertensive Patients in Primary Care: The STOP-Trial,,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT03345290,,,2020,Impact of the Central Blood Pressure Level in Cerebral Metabolic Aging: a 18F-FDG PET Study.,PACTEP,DEVICE
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT04373707,2020-001709-21,,2021,Effectiveness of Weight-adjusted Prophylactic Low Molecular Weight Heparin Doses Compared With Lower Fixed Prophylactic Doses to Prevent Venous Thromboembolism in COVID-2019. The Multicenter Randomized Controlled Open-label Trial COVI-DOSE,COVI-DOSE,DRUG
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT04625738,2020-002772-12,,2021,Efficacy of Infusions of Mesenchymal Stem Cells From Wharton Jelly in the Moderate to Severe SARS-Cov-2 Related Acute Respiratory Distress Syndrome (COVID-19): A Phase IIa Double-blind Randomized Controlled Trial,MSC-COVID19,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT03465098,,,2021,Evaluation of a Low-Carbohydrate Diet to Highlight Easily Infective Endocarditis by 18F-FDG PET,TEPEIR,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT04354610,,,2021,Prediction of Acute Heart or Kidney Injury With Cardiovascular-renal Biomarkers in Patients Hospitalised for Severe or Critical Covid-19 Infection,Nancy-CovH-AKI,PROCEDURE
⬛,4,4: pas de résultats postés ni publiés,NCT02879825,,,2021,Myocardial Characterization of Arrhythmogenic Mitral Valve Prolapse,STAMP,DEVICE
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT03342014,,,2022,First Trimester Screening for Preeclampsia and Intrauterine Growth RestrIction Using Three Dimensional Doppler Angiography (SPIRIT): A Prospective Study in Nulliparous Pregnant Women,SPIRIT,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT05308433,,,2022,Cybersickness imAgiNg Olfactory Evocation,CANOE,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT02976545,,,2022,VECU EMOTIONNEL CHEZ LES PATIENTES SOUFFRANT DE CRISES NON EPILEPTIQUES PSYCHOGENES : ETUDE EN IMAGERIE PAR RESONANCE MAGNETIQUE FONCTIONNELLE-ETUDE EMOCRISES,EMOCRISES,BEHAVIORAL
⬛,4,4: pas de résultats postés ni publiés,NCT03370809,,,2022,Assessment of Positron Emission Tomography to Early Detect Frailty in Onco-geriatry,FOGTEP,RADIATION
⬛,4,4: pas de résultats postés ni publiés,NCT02887053,,,2022,Développement Méthodologique de l'Imagerie Par Résonance Magnétique (IRM),METHODO,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT03327493,,,2022,Impact of Adrenoreceptor Expressions on Inflammatory Pattern in Refractory Cardiogenic Shock Patients Treated by Veno-arterial Extra-Corporeal Membrane Oxygenation,ADRECMO,DIAGNOSTIC_TEST
⬛,4,4: pas de résultats postés ni publiés,NCT03348306,,,2022,Assessement of a Multi-organ Screening Procedure for the Detection of Pre-clinical Ischaemia in Antiphospholipid Syndrome The COBRA Study (CardiO-Brain Renal Involvement in Antiphospholipid Syndrome),COBRA,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT04467567,,,2023,"Optimization for Clinical Routine of a Dosimetry Protocol Using the Large Field of View VERITON-CT CZT Camera in Patients Treated With LUTATHERA® [177Lu- [DOTA0, Tyr3] -Octreotate",EVADOVE177Lu,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT04764721,,,2023,Characterization in 18F-FDG PET-CT of Brain and Lung Lesions in Young Subjects With Sequelae Psycho-cognitive Disorders in the Aftermath of Severe Covid-19,TEP-COV,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT04937582,,,2023,Long Term Cognitive and Psychological Disorders After Severe COVID-19 Infection in Young Patients,NEUROCOG-COVID,DIAGNOSTIC_TEST
⬛,4,4: pas de résultats postés ni publiés,NCT03347760,,,2023,Monocentric Interventionnal Pilot Study Pilot Study Evaluating Somatostatin Receptor's PET Imaging to Detect Inflammatory Phases of Myocarditis,DOTAMIR,BIOLOGICAL
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT04348929,,,2023,Birth Experience During COVID-19 Confinement (Confinement and Fostering Intrapartum Care),CONFINE,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT05910424,,,2024,Characterisation of the Oral Microbiota and Oral Status of a Population of Adult Patients With Autism Spectrum Disorders: a Pilot Study,MICAA,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT04275895,,,2024,Interdependency Between Cognitive and Postural Activities in Prematurely Born Children,COGNIPOST,BEHAVIORAL
⬛,4,4: pas de résultats postés ni publiés,NCT03432182,,,2024,Characterization of Movements Occurring During Sleep in Very Premature Neonates: Relationship With Neurodevelopmental Outcome,DODOPREMA,DIAGNOSTIC_TEST
⬛,4,4: pas de résultats postés ni publiés,NCT05183555,,,2024,Early Feasibility Study of Somatostatin Receptors PET Imaging (68Ga-DOTATOC PET/CT) for the Diagnosis of Infective Endocarditis,DOTENDO,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT01253252,,,,Endoprosthesis Treatment Effects on Human Abdominal Aorta Aneurysms(AAA)Metabolic Activity,AAAendo,RADIATION
