statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results
🟥,NCT00843440,,2012,Efficacy and Safety of Bevacizumab for the Treatment Hemorrhagic Hereditary Telangiectasia (HHT) Associated With Severe Hepatic Vascular Malformations. Phase II Study.,METAFORE,False,False,True
🟥,NCT00198367,,2012,"Three Modalities of Treatment in Operable and Resectable Stage IIIA (T1-3, N2) NSCLC. Randomized Phase II Study",,False,False,True
🟩,NCT01170767,,2012,French Evaluation Group Avastin Versus Lucentis,GEFAL,True,True,True
🟧,NCT00861172,,2012,"Longitudinal (Weekly) Follow-up of Active Plaques in Multiple Sclerosis With 3 Teslas Multi-modality MRI Using Diffusion, Perfusion, Venography and Proton Spectroscopy",IRM 3T-SEP,False,True,True
🟥,NCT00144898,,2012,"A Randomized, Phase III Clinical Trial GF-GS 01 to Compare Conventional Axillary Dissection Versus Sentinel Node Resection (GS) in Clinically Node-negative Operable Breast Cancer Unifocal N0 Patients",,False,False,True
🟥,NCT00809172,,2012,Multicenter Randomised Study of Methotrexate Efficacy Versus Cyclosporine in Moderate to Severe Atopic Dermatitis Patients,METHODA,False,False,True
🟥,NCT01567176,,2012,"Circulating Expression Measurement of a Sirtuin Protein Isoform, Sirt6, as an Early Marker of Aging Quality",Sirt6,False,False,True
🟧,NCT01483755,,2012,Delayed Angioplasty Postconditioning in STEMI Patients,PRIME,False,True,True
🟥,NCT01455298,,2012,Research of Infra Clinical Liver Injuries in Adult Patients Presented With Alpha-1 AT Deficiency,LIDIA-A1AT,False,False,True
🟧,NCT01639820,,2012,Comparison of Pelvic Lymphadenectomy Versus Isolated Sentinel Lymph Node Biopsy Procedure for Early Stages of Cervical Cancers : a Randomized Multicenter Study With Evaluation of Medico-economic Impacts,SENTICOL2,False,True,True
🟧,NCT01005550,,2012,Determining the Minimum Effective Ropivacaine Dose for Unilateral Hypobaric Spinal Anaesthesia During Traumatic Femoral Neck Surgery in the Aged Person: Prospective Comparative Randomized Study,,False,True,True
🟥,NCT01648478,,2012,"Evaluation of Plasma IRAP Secreted Protein as a New Insulin Sensitivity Biomarker, Using Hyperinsulinemic Euglycemic Clamp",IRAP,False,False,False
🟥,NCT01963559,,2013,Cutaneous Microcirculation and Diabetic Foot,M2P2,False,False,False
🟥,NCT01796600,,2013,Assessment of Distal Limbs Fractures With Cone-Beam CT Newtom 5G,FRADICOBE,False,False,True
🟧,NCT01294618,,2013,"""Phase II Multicenter Study Evaluating the Efficacy and the Safety of a Combination of Nilotinib Plus Pegylated Interferon Alpha 2a for de Novo Chronic Phase Chronic Myelogenous Leukemia Patients""",NILOPEG,False,True,True
🟥,NCT00498043,,2013,"Randomized Phase II Study of Two Associations of Rituximab and Chemotherapy, With a PET -Driven Strategy, in Patients From 18 to 59 With DLBCL CD20+ Lymphoma and 2 or 3 Adverse Prognostic Factors of the Age-adjusted IPI",LNH2007-3B,False,False,True
🟥,NCT02892552,,2013,Cone Beam CT Versus Multislice CT: Radiologic Diagnostic Agreement in the Postoperative Assessment of Cochlear Implantation,COCOBE,False,False,True
🟥,NCT01611844,,2013,Optimization of Tuberculosis Intradermal Skin Test: TB Dermatest WP 3.1,TB Dermatest,False,False,False
🟧,NCT01150292,,2013,Intake of Low Dose of Docosahexaenoic Acid: Effects on Platelet Functions and Redox Status in Diabetic Patients,,False,True,True
🟥,NCT01595958,,2013,CYclosporine A in Non-shockable Out-of-hospital Cardiac Arrest ResUScitation,CYRUS,False,False,True
🟥,NCT02857985,,2013,Evaluation of Infarct Size With 3D Rotational Angiography,EVATIAR,False,False,False
🟧,NCT01317732,,2013,Calibration and Validation of MOTIONPOD(TM) for Physical Activity Evaluation in Free-living Adults,MOTIONPOD(TM),False,True,True
🟧,NCT01527240,,2013,Cyclosporin A Combined to Intravenous Thrombolysis. Multicenter Randomized Placebo-controlled,CsAStroke,False,True,True
🟥,NCT02860403,,2013,Motor Imagery for Reach-to-grasp Rehabilitation After Tetraplegia,,False,False,True
🟥,NCT01532323,,2013,Oral Sphere: Salivary Markers and Food. A Prospective Study in Children Expressing Oral Disorders,ORALISENS,False,False,True
🟥,NCT00488007,,2013,"Clinical Trial on Cognitive, Behavioural, Quality of Life and Medico-economic Benefits of Hearing Aids in Alzheimer Disease Patients Suffering From Presbycusis",,False,False,True
🟧,NCT01284894,,2013,Diagnostic Yield of Esophageal High Resolution Manometry in Patients With Unexplained Dysphagia,,False,True,True
🟥,NCT01560533,,2013,Representation of the Body and Treatment of Peritoneal Cancer by Cytoreductive Surgery and Hyperthermic Intraperitoneal Chemotherapy (HIPEC) - A Collaborative Approach Between Professionals of Health / Patients / Researchers,CORCAN,False,False,True
🟥,NCT01551966,,2013,Evaluation of Wireless Capsule Endoscopy for the Detection and the Control of the Esophageal Varices in Children,PREVOCAP,False,False,True
🟥,NCT01744444,,2013,,,False,False,False
🟥,NCT00841022,,2013,Effects of Comics on Anaesthesia's Anxiety in Paediatrics: A Randomized Controlled Trial,,False,False,True
🟧,NCT02832609,,2013,Mechanisms of Orthopnea in Stable Obese Patients,OBAIRWAY,False,True,True
🟥,NCT01771393,,2013,"Performance of Cone-beam Computed Tomography (CT) Compared to Multidetector CT for Arthrography of the Wrist, Ankle, Elbow and Knee",ARCOBE,False,False,False
🟥,NCT01737775,,2013,Comparative Ultrasonic Study of Post Operative Diaphragmatic Dysfunction in Abdominal and Head and Neck Surgery,Under the Dome,False,False,False
🟩,NCT00466674,,2013,Treatment of Myeloma in Patients <= 65 Years Old With Response >= 50% After HSC Autotransplant by Allogenic Transplant Genoidentical or Phenoidentical After Reduced Intensity Conditioning (IFM 2005-03),IFM 2005-03,True,True,True
🟥,NCT01639859,,2013,Assessment of Supersonic Imagine Aixplorer for the Detection and Localisation of Prostate Cancer Foci,PROSTATE SSI,False,False,True
🟥,NCT03235583,,2013,"Validation of MotionPODTM a Device for Measuring Physical Activity, in Free-living Conditions",,False,False,False
🟥,,2007-000699-18,2013,"Randomized phase II study of two associations of rituximab and chemotherapy, with a pet-driven strategy, in patients from 18 to 59 with DLBCL CD20+ lymphoma and 2 or 3 adverse prognostic factors of the age-adjusted IPI",LNH2007-3B,False,False,False
🟥,NCT00859703,,2013,"Randomized, Double-blinded, Placebo Controlled Study to Assess Efficacy of Oral 35 mg Per Week Risedronate in Preventing Bone Loss in Postmenopausal Women With Aromatase Inhibitor Therapy for Breast Cancer.",RISAROS,False,False,False
🟥,NCT00708188,,2013,"Evaluation of Multidetector Raw Computerized Tomography in the Etiological Analysis of Acute Ischemic Stroke: the ""COCASE"" Protocol.",COCASE,False,False,True
🟩,NCT00859417,,2013,PERIGEE :Randomized Study Evaluating the Effectiveness of the Use of Prosthesis With Trans-obturator Way for the Correction of Anterior Prolapse.,,True,True,True
🟥,NCT01367288,,2014,Comparative Study of Neoadjuvant Chemotherapy With and Without Zometa for Management of Locally Advanced Breast Cancers,NEOZOL,False,False,True
🟧,NCT01780012,,2014,Secondary Prevention of Osteoporosis in Women Over 50 Years Old After Low Intensity Fracture of the Upper Limb: Evaluation of an Intervention Focused on the Patient.,PREVOST,False,True,True
🟥,NCT02627638,,2014,Cancer Patient Perceptions of the Osteopathy Treatment: a Qualitative Study,,False,False,True
🟥,NCT01857037,,2014,Detection and Localization of Prostate Cancer Local Recurrences After Radiation Therapy Using Histoscanning™ and Multiparametric MRI,HISTO-RAD,False,False,False
🟥,NCT01536808,,2014,Premature Aging and Type 2 Diabetes Mellitus: an Increased Risk of Cardiomyopathy?,R2D2,False,False,False
🟥,NCT02055521,,2014,Search Tolerance Signature in Vascularised Composite Allograft,BIOCTA,False,False,False
🟧,NCT02192710,,2014,Reduction of Preoperative Anxiety in Children: Electronic Tab vs Midazolam,IPAD,False,True,True
🟧,NCT01604304,,2014,"Flexible urétéroscopy Versus Extracorporeal Shockwave Lithotripsy in 5 to 20 mm Renal Calculi, Efficacity Prospective Randomized Trial",CALIX-1,False,True,True
🟥,NCT01082744,,2014,Thoracic Paravertebral Block: a Comparative Study of Ropivacaine With Ropivacaine and Sufentanil for Treating Pain After Video-assisted Thoracic Surgery.,PARAVI,False,False,True
🟥,NCT01546506,,2014,Confirmation of the Antiviral Effects of Midodrine Identified With a Gene Expression Signature-based Screening of Inluenza A Virus Infected Cells,FLUMED,False,False,False
🟩,NCT00697736,,2014,Cardiac Repercussion of Systemic Sclerodermias : Detection of Infra-clinical Abnormalities by Analysis of the Myocardic Regional Function Using Myocardial Tissular Doppler Mode.,HTAP-SCLERO,True,True,True
🟥,NCT01729442,,2014,Transrectal Prostate Cancer High-Intensity Focused Ultrasound Ablation: Assessment of Tissue Destruction With Shear-wave Ultrasound Elastography,IDITOP-1,False,False,False
🟧,NCT01162070,,2014,Uveitis: Medico-economical and Clinical Evaluation of a Standardized Strategy for an Etiological Diagnosis,ULISSE,False,True,True
🟥,NCT02385006,,2014,Thromboelastographic Profile During Simultaneous Pancreas-kidney Transplantation,TEG-PKT,False,False,False
🟥,NCT01771341,,2014,Evaluation of Synchrony in the Post-operative Patient (NAVA vs Pressure Support),SYNCHRONY,False,False,False
🟧,NCT01710579,,2014,"Ano-rectal 3D High Resolution Manometry: Normal Values and Comparison With Ultrasound Examination in Healthy Volunteers, Patients With Fecal Incontinence and Patients With Constipation",NOMAD,False,True,True
🟧,NCT00799370,,2014,Prospective Study on Postoperative Weight Bearing After Opening Wedge High Tibial Osteotomy (HTO): Early Weight Bearing Versus Delayed. Open Labelled Randomized Clinical Study,,False,True,True
🟥,NCT01910974,,2014,TRESTIS: Multicentric Study With a Curative Endoscopic Treatment of Superficial Neoplasia of a Digestive Tract by Endoscopic Submucosal Dissection: Evaluation of a New Water Jet System Injecting Glycerol Mix,,False,False,False
🟥,NCT00716573,,2014,"COREV : A Multi-center, Randomized, Open-label Study Evaluating the Efficacy on Renal Function of Everolimus in Heart Transplant Recipients With Established Chronic Renal Failure",COREV,False,False,False
🟧,NCT00782925,,2014,"An Educational and Exercise Program as Secondary Prevention of Recurrent Lower Back Pain in Healthcare Workers: A Randomized, Controlled, 2-year Follow-up Study.",PRESLO,False,True,True
🟥,NCT01551940,,2014,Evaluation of Efficacy of Botulinum Toxin Type A in the Treatment of Sialorrhea in the Patient Affected by Amyotrophic Lateral Sclerosis (ALS),ALS-TOX,False,False,False
🟧,NCT01868100,,2014,Preliminary Study of Financial Distress and Quality of Life in Patients With Advanced Cancer,DIFIC,False,True,True
🟥,NCT01072708,,2014,Determination of the Predictive Factors in the Reversibility or the Aggravation in the Disorders of the Glucose Metabolism in Cystic Fibrosis Patients (Study DIAMUCO),DIAMUCO,False,False,True
🟥,NCT00841347,,2014,Sleep and Obesity in Teenagers: Impact of Sleep Length and Quality on Obesity and Diabetes Risks in Teenagers.,,False,False,False
🟧,NCT01913223,,2014,Endoscopic Sub-mucosal Dissection With the Nestis® Jet Injector System With a Bi-functional Catheter: First Prospective Trial.,NESTIS,False,True,True
🟥,NCT01997554,,2014,Validation of a New TSH Test for Early Screening of Hypothyroidism,,False,False,False
🟥,NCT00133887,,2014,"Efficacy of Rapamycin in Secondary Prevention of Skin Cancers in Kidney Transplant Recipients - Multicentric Randomized, Open-label Study of Rapamycin vs Calcineurin Inhibitors",,False,False,True
🟩,NCT01502774,2009-013713-99,2015,Does Cyclosporine ImpRove Clinical oUtcome in ST Elevation Myocardial Infarction Patients,CIRCUS,True,True,True
🟥,NCT03072420,,2015,Characterization of Fingertips Using MRI Images : Development of Mechanically Faithful Models Dedicated to Manipulation.,,False,False,False
🟥,NCT02830009,,2015,,PH1,False,False,False
🟥,NCT02365779,,2015,Dynamic Real-time in Vivo Confocal Laser Endomicroscopy Cellvizio® of the Fallopian Tube During Laparoscopy,FALLOPTIC,False,False,False
🟧,NCT01788267,,2015,Evaluation of the Bone Microarchitecture in a Young Cystic Fibrosis Patients Using High-Resolution Peripheral Quantitative Computed Tomography,,False,True,True
🟥,,2006-005745-11,2015,Efficacité du minoxidil chez les enfants atteints du syndrome de Williams et Beuren : un essai clinique randomisé,,False,False,False
🟥,NCT02795403,,2015,Hepatitis C Virus Particles-bound Human Proteins : Identification in Clinical Samples and Implication in the Viral Life Cycle,,False,False,False
🟥,NCT02843295,,2015,Catalytic Antibodies to Predict Uninvasively Late Transplant Failure,CATAPULT,False,False,False
🟥,NCT01457690,,2015,Study of the Absorption of Vitamin E Water-soluble Form (Pegylated) in the Familial Hypocholesterolemia With Chylomicron Retention,VEDROP,False,False,False
🟥,NCT02382367,,2015,,DysA,False,False,False
🟥,,2009-009457-13,2015,A Phase I/II study of clofarabine in combination with cytarabine and liposomal daunorubicin in children with relapsed/refractory pediatric AML,CLARA-DNX,False,False,True
🟥,NCT02896673,,2015,Evaluation of the Diagnostic Performance of Electrical Impedance Tomography (EIT) to Detect Situations at Risk of Lesions Induced by Conventional Mechanical Ventilation in Acute Respiratory Distress Syndrome (ARDS),,False,False,False
🟧,NCT01950845,,2015,"Per Operative Fluid Optimisation Comparison of an Automated Closed-Loop System Versus Current Practice in High Risk Abdominal Surgical Patient. A Prospective, Randomized Clinical Trial.",CL vs CP,False,True,True
🟥,NCT02569970,,2015,Efficacy of Fluoxetine Against Seizure-induced Central Apneas : a Randomized Placebo-controled Double-blind Trial.,FLUOXETINE,False,False,False
🟩,NCT01963637,,2015,Evolution of Gastric Volume Measured by Gastric Tomodensitometry With Gas After Gastric Bypass Surgery or Sleeve Gastrectomy. Research for a Correlation With Weight Evolution : Pilot Study.,VOLUSCAN,True,True,True
🟥,NCT01948414,,2015,Cognitive Processes Study in Obese Women With and Without Eating Disorders : Research of Electro-physiological Similarity With Addiction,P300,False,False,False
🟥,NCT02902705,,2015,Morphological and Functional Changes in White Adipose Tissue in Nondiabetic Chronic Kidney Disease Patients,MODAIR,False,False,False
🟥,NCT02823782,,2015,MRI Investigations in Attention Deficit Hyperactivity Disorder (ADHD) and High Potential (HP) Children for a Better Therapeutic Approach,HP,False,False,False
🟥,NCT02441478,,2015,Co-operative Behavior and Decision-making in Frontal Lobe Epilepsy,,False,False,False
🟥,NCT01440075,,2015,Prevalence and Early Markers of Atherosclerosis in Adults With a History of Kawasaki Disease,Kawasaki,False,False,False
🟥,NCT01482026,,2015,Sensitivity of ADHD-IV Rating Scale in the Evaluation of the Evolution of Attention Disorders Associated With Childhood Epilepsy : a Validation Study,,False,False,False
🟥,NCT02835586,,2015,STREAMER : Stent Restenosis and Medicaments Release : Does Local Delivery of Paclitaxel be Safe and Efficient in Stenting of TransAtlantic InterSociety Consensus (TASC) Class C and D Femoropopliteal Artery Lesions,STREAMER,False,False,False
🟥,NCT02198638,,2015,Influenza Vaccination of HCW and Hospital Acquired Influenza in Patients,,False,False,True
🟥,NCT01866891,,2015,Effects of Regular Perdialytic Physical Activity on the Peripheral Microcirculation in Chronic Hemodialysis Patients,ACTIVDIAL,False,False,False
🟥,NCT02133729,,2015,IMAGE (Metabolic Risk During Gestation) : Prospective Study of Women With Gestational Diabetes,IMAGE,False,False,False
🟥,NCT00876200,,2015,The Efficacy of Minoxidil in Children With Williams-Beuren Syndrome: a Randomized Clinical Trial.,Williams,False,False,True
🟥,NCT02168738,,2015,"Bioavailability of DHA-TG (Docosahexaenoic Triglyceride), DHA-PC (Docosahexaenoic Phosphatidylcholine) and AcedoPC (1-acetyl-2-docosahexaenoic-glycerophosphocholine) in Human",AceDoPC,False,False,False
🟥,NCT02146339,,2015,Impact of Milk Polar Lipids Content in a Test Meal on Lipid Composition of Ileostomy Fluid and Consequences on Postprandial Dietary Cholesterol and Fatty Acid Metabolism.,VALOBAB-D,False,False,True
🟥,NCT01560559,,2015,Peroral Endoscopic Myotomy for Primary Esophageal Achalasia,TAMEO,False,False,False
🟥,NCT02038608,,2015,Pathophysiology of Non Motor Signs and Compensatory Mechanisms in Parkinson's Disease: Role of the Serotoninergic and Dopaminergic Lesions Studied by PET,CompensationPD,False,False,False
🟥,NCT01500564,,2015,Functional Interest of Non Invasive Brain Stimulation During Physiotherapy at a Subacute Phase Post Stroke (Anodal Protocol).,ReSTIM,False,False,True
🟥,NCT02584348,,2015,Ultrasound Assessment of Gastric Contents : the Way to Best Induce Children for Emergency Surgery,ECHOGASTRO,False,False,False
🟧,NCT02352181,,2016,Management of Coagulopathy During Orthotopic Liver Transplantation. Comparison Between ROTEM-based Management and Standard Biological Assessment.,,False,True,True
🟥,NCT02425995,,2016,Prevalence and Diagnosis of Hidden Lesions of the Posterior Horn of the Medial Meniscus in Pediatric Anterior Cruciate Ligament (ACL) Lesions : Interest of Arthroscopic Intercondylar and Posteromedial Portals,,False,False,False
🟥,NCT02473380,,2016,Fluorescence Spectroscopy Guided Surgery for Brain Tumors Resection: a Feasibility Study in Human,GLIOSPECT,False,False,False
🟥,,2008-000668-18,2016,A  Randomized Phase II Study of  Clofarabine / Intermediate-Dose Cytarabine (CLARA) versus  High-Dose Cytarabine (HDAC)  as Consolidation in Younger Patients  with Newly-Diagnosed Acute Myeloid Leukemia (AML).,CLARA,False,False,False
🟥,NCT03124173,,2016,Cognitive Control of Language and Frontal Cortex,LANGUAGE,False,False,False
🟥,NCT02770495,,2016,Dynamics of Regulatory and Effector T Lymphocyte Subsets in Patients With Crohn's Disease During Postoperative Recurrence : Implications for Identifying Patients at High Risk of Relapse.,PREDICT,False,False,False
🟧,NCT02695251,,2016,"Renal Hemodynamic, Functional and Metabolic Changes After AGEs (Advanced Glycation End Products) Load by Positron Emission Tomography (PET) and Blood Oxygen Level-Dependent (BOLD) - MRI. The AGE- Functional Reserve Study.",AGE-FR,False,True,True
🟩,NCT02421133,,2016,Impact of a Transitional Care Program Involving an Advanced Practice Nurse on 30-Day Hospital Readmissions for Elderly Patients Discharged From a Short Stay Geriatric Ward (PROUST Study),PROUST,True,True,True
🟥,NCT01926405,,2016,Evaluation of Excessive Diurnal Sleepiness by the Expression and Activity of Salivary Amylase in Children With Hypersomnia.,Amylase,False,False,False
🟥,NCT02533648,,2016,Involvement of Reactive Oxygen Species Produced by the Xanthine Oxidase in Mitochondrial Alterations in Skeletal Muscle of Type 2 Diabetic Patients,DIAXO,False,False,False
🟧,NCT01796483,,2016,Exploration électroencéphalographie et Pharmacologique Des Dysfonctionnements exécutifs Induits Par la Stimulation cérébrale Profonde du Noyau Sous-thalamique Dans la Maladie de Parkinson,EEGDBSNAd,False,True,True
🟥,NCT02602678,,2016,Prone Position Effects on Work of Breathing and Intrinsic PEEP in Children With Severe Acute Viral Bronchiolitis,BRONCHIO-DV,False,False,True
🟥,NCT02784314,,2016,Medico-economic Evaluation of Robotic-assisted Radical Prostatectomy Versus Laparoscopic Radical Prostatectomy,ROBOTCAP,False,False,False
🟥,NCT02904187,,2016,Cerebral Activation and Bilateral Stimulation by Cochlear Implantation in Bilateral Deaf Adults,,False,False,False
🟥,NCT02824172,,2016,Treatment of the Osgood Schlatter Disease by Immobilization ( Ankle Cruro Resin ) Versus Sporting Rest ( Reference Treatment ) : Randomized Controlled Study,OSGOOD,False,False,False
🟥,NCT02654574,,2016,Comparison of Two Modes of Administration of the IADL Questionnaire,IADL,False,False,True
🟥,NCT00932412,,2016,A Randomized Phase II Study of Clofarabine / Intermediate-Dose Cytarabine (CLARA)Versus High-Dose Cytarabine (HDAC) as Consolidation in Younger Patients With Newly-Diagnosed Acute Myeloid Leukemia (AML).,CLARA,False,False,True
🟥,NCT02369718,,2016,Consequences of Aging and Dirtying of Microphones on the Performances of Cochlear Implants. Influence of Signal Coding,,False,False,False
🟥,NCT02440438,,2016,Factors Associated With Relapses in Patients Suffering From Clostridium Difficile Infection: Immune Response,ICD,False,False,False
🟥,NCT02368496,,2016,Parenteral Nutrition and Bone Trophicity,,False,False,False
🟥,NCT02791984,,2016,Respiratory Variability in Aortic Blood Velocity Measured by Suprasternal View as an Indicator of Fluid Responsiveness,SUPRA-PAM,False,False,False
🟥,NCT02885194,,2016,Impact of Subthalamic Nucleus Deep Brain Stimulation on Pain in Parkinson Disease : Clinical and Neurophysiological Study,,False,False,False
🟧,NCT02485379,,2016,Improvement in the Detection of Aggressive Prostate Cancer by Targeted Biopsies Using Multiparametric MRI Findings,MRI-FIRST01,False,True,True
🟥,NCT02541656,,2016,Dynamic Preload Dependence Indices in Laparoscopic Surgery,VPP Coelio,False,False,False
🟥,NCT02847156,,2016,Clinical and Microbiological Impact of Respiratory Viral Infections in the Short and Medium Term in Infants (<24 Months) With Cystic Fibrosis.,PREVIMUC,False,False,False
🟥,NCT02525016,,2016,Safety Profile of IntRAvenous Lidocaine Use in Coelioscopic Bariatric Surgery,SPIRAL,False,False,True
🟥,NCT02466191,,2016,Treatment of Pendular Nystagmus With Gabapentin and Memantine in Patients With Oculopalatal Tremor: a Controled Open-label Study,,False,False,False
🟥,NCT02819167,,2016,Neuro-anatomical Correlates on Volumetric MRI on the Impact of Brain Reserve and Cognitive Reserve on Ischemic Strokes in Elderly,BCN,False,False,False
🟥,NCT02798497,,2016,Panton Valentine Leucocidin : Independent Severity Factor of Staphylococcus Aureus Pneumonias,PVL,False,False,False
🟩,NCT01992666,,2016,GENetic & Immunologic Abnomalies in Systemic Lupus Erythematosus,GENIAL,True,True,True
🟥,NCT02099032,,2016,"Influence of Milk Polar Lipids Intake on Lipid Metabolism, Body Composition, Inflammation and Intestinal Microbiota in Menopausal Women",VALOBAB-C,False,False,True
🟥,NCT02543788,,2016,CHRONIC OPTIC NEUROPATHY IN MULTIPLE SCLEROSIS: DEMYELINATING AND/OR PRIMARY DEGENERATIVE PATHOPHYSIOLOGY?,,False,False,False
🟥,NCT01720823,,2016,Diagnostic Characteristics of a Home Polysomnograph for the Diagnosis of Patients With Obstructive Sleep Apnea Syndrome - A Pilot Study,GETEMED,False,False,False
🟥,NCT01832623,,2016,"Are Bone, Nutritional and Cardiovascular Status of French Children and Adolescents, Correlated With Their Vitamin D Status?",VITADOS,False,False,False
🟥,NCT02849834,,2016,Study of Sensory-motor Cortex Plasticity After Motor Cortex Stimulation in Healthy Subject and Chronic Pain Patients,,False,False,False
🟥,,2015-001772-22,2016,"Mesures des modifications hémodynamiques, fonctionnelles et métaboliques rénales par TEP et BOLD- IRM en lien avec la modification des apports en AGE dans l’alimentation, ou avec sevelamer. ETUDE AGE- FR (Functional Reserve) 
 
 
 Mesures des modifications hémodynamiques, fonctionnelles et métaboliques rénales par TEP et BOLD- IRM en lien avec la modification des apports en AGE dans l’alimentation, ou avec sevelamer. ETUDE AGE- FR (Functional Reserve)","AGE-FR 
 
 
 AGE-FR",False,False,False
🟥,NCT02323243,,2016,"Clinical Interest of the Temporary Urethral Stent Allium "" Bulbar Urethral Stent "" in the Treatment of Detrusor Sphincter Dyssynergia",ALLIUM,False,False,False
🟥,NCT02792010,,2016,Feasibility and Reproducibility of T1 Rho MRI in the Evaluation of Hip Cartilage,CARHAT02,False,False,False
🟥,NCT02652858,,2016,Central and Peripheral Arterial Pressure Decoupling In Cardio-Pulmonary Bypass,CAPD-CPB,False,False,False
🟥,NCT01170910,,2016,Interest of Pulsatile Perfusion Preservation on Outcomes in Kidney Transplantation From Expanded Criteria Donors,IMPULSION,False,False,False
🟥,NCT02662673,,2017,Evaluation of Focal Treatments of Localized Prostate Cancers With High Intensity Focused Ultrasound Using the Focal One® Device,IDITOP-3,False,False,False
🟥,NCT02759068,,2017,Beneficial Effects of Preference on Behavior,COGNICOMA,False,False,False
🟥,NCT03100227,,2017,(18)F-FDG PET Database of Adult Healthy Individuals for Clinical Studies in Epileptic Patients,BDD-FDG,False,False,False
🟥,NCT02823886,,2017,Inflammatory Response in Myocardial Infarction Evaluated by MRI and Biomarkers of Inflammation,RIFIFI,False,False,False
🟥,NCT02146716,,2017,Assessment of Energetic Resonance by Cutaneous Stimulation on Withdrawal Alcohol Symptoms.,RESC,False,False,False
🟥,NCT02282644,,2017,Individual Phenotype Analysis in Patients With Castration-Resistant Prostate Cancer With CellSearch® and Flow Cytometry,PROMET II,False,False,False
🟥,NCT03119870,,2017,Structure-function Relationships Within the Cingulate Cortex,EEG-Feedback,False,False,False
🟥,NCT02787096,,2017,Dynamic Knee Laxity Measurement Coupled to MRI in Cases of Suspected Partial Anterior Cruciate Ligament Tear,LaxIRM,False,False,False
