statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results
🟩,NCT01251666,,2012,"Comparison of Performances of Two Automated Immunochemical Faecal Occult Blood Tests in Colorectal Cancer Screening, in Reference to Usual Care Guaiac Test",HeMO,True,True,True
🟥,NCT01212211,,2012,Hyponatremia in the Elderly: Benefit From a Change in Drug Therapy?,NATRIPHAR,False,False,False
🟥,NCT01200134,,2012,Hypoxia Diagnosis and Evaluation Using F-MISO PET and Biomarkers in Brain Tumors,HYPONCO,False,False,False
🟥,NCT01518075,,2012,Breathing-swallowing Interaction in Chronic Obstructive Pulmonary Disease (COPD) Patients Hospitalized in Intensive Care Unit for an Acute Exacerbation: Impact of Non Invasive Ventilation. Physiological Evaluation,,False,False,False
🟥,NCT01231828,,2012,Method of Assessment of Driving Ability in Patients Suffering From Wakefulness Pathologies. Impact of Lactulose and Carnitine Treatment.,AutoSop-Foie,False,False,False
🟥,NCT01022697,,2012,Randomized Control Study : Evaluation of the Benefits of Glucose Drinks During Childbirth,SOLISO,False,False,False
🟥,NCT02514317,,2013,Ultrasound-assisted Percutaneous Release of Carpal Tunnel Syndrome,ECHOCARPE,False,False,False
🟥,NCT01535716,,2013,Does Goal-directed Hemodynamic Therapy Driven by Endotracheal Cardiac Output Monitoring System During Surgical Intervention Reduce Hospital Stay and Major Adverse Cardiac Events Following Cardiac Surgery?,ECOMIII,False,False,False
🟥,NCT02525315,,2013,,TMS HALLU,False,False,False
🟥,NCT01466439,,2013,Evaluation of Effect of Low and High-frequencies of Repetitive Transcranial Magnetic Stimulation (rTMS) by the Suppression of P50 Evoked Potential Component (rTMS-P50),rTMS-P50,False,False,False
🟥,NCT02510521,,2014,,ELECTRODIAB,False,False,False
🟥,NCT02517190,,2014,,COSI@PFC,False,False,False
🟥,NCT02517138,,2014,,DROITDEVANT,False,False,False
🟥,NCT02563262,,2014,,HYDRONAUT,False,False,False
🟥,NCT02563236,,2014,Evaluation of 3D Selection Tasks in Parabolic Flight Conditions: Pointing Task in Augmented Reality User Interfaces,3DPICK,False,False,False
🟥,NCT02510755,,2015,Stress and Emotional Memory : Functional Neuroanatomy of Post-traumatic Stress Disorder in Adolescents,SEME,False,False,False
🟥,NCT02517736,,2015,,O-Mel-Sora,False,False,False
🟧,NCT01564745,,2015,Cough Determinants in Mechanically Ventilated Patients: a Physiological Study,Extu-Cough,False,True,True
🟩,NCT02524574,,2015,,TEP-READ,True,True,True
🟥,NCT01636089,,2015,,HYDRAREA,False,False,False
🟥,NCT01022489,,2015,Evaluation of Repetitive Transcranial Magnetic Stimulation (rTMS) at High Frequency With Neuronavigation in the Treatment of Auditory Hallucinations : A Randomized Multicentric Controlled Study,TMS-Hz,False,False,False
🟩,NCT01479153,,2015,"Comparison of Subclavian, Femoral and Internal Jugular Venous Catheterization in Term of Complications in the Intensive Care Unit: a Randomized Controlled Trial",3SITES,True,True,True
🟥,,2014-000457-36,2016,"A comparative dynamic study of myocardial perfusion reserve explored by cardiac WATER labelled O-15 -PET vs Tc99mibi D-SPECT in coronAry arterY disease. Protocol WATER -DAY 
 
 
 Evaluation de la réserve Coronaire par la TEP à l’H215O et la coronarographie chez les patients coronariens : Etude comparative avec la caméra SPECTRUM-DYNAMICS au 99mTc-mibi. Protocol WATER -DAY.","WATER-DAY 
 
 
 WATER-DAY",False,False,True
🟥,NCT02128945,,2016,Dosimetry and Biodistribution of [18F]-Fludarabine in Lymphoid Malignancies,FLUDATEP,False,False,False
🟩,NCT02343601,,2016,Perioperative Hemodynamic Optimization Using the Photoplethysmography in Colorectal Surgery : A Randomized Controlled Study,PANEX3,True,True,False
🟥,NCT02847806,,2016,,STEROSENS,False,False,False
🟥,NCT02510703,,2016,,D-TEP,False,False,False
🟥,NCT02910479,,2016,Phase 1 Study Evaluating the Relevance and Reliability of Gastrointestinal Temperature Measurements From a New Device (E-celsius),e-TEMP,False,False,False
🟧,NCT03087825,,2017,Effect of Preoxygenation With Spontaneous Breathing or Noninvasive Positive Pressure Ventilation With or Without a Calibrated Leak. An Experimental Study in Healthy Volunteers,,False,True,True
🟥,NCT02000414,,2017,Pharmacokinetics Study of Intraperitoneal Administration of Daptomycin in Patients With Peritoneal Dialysis and Peritoneal Infection,DAPTODP,False,False,False
🟩,NCT02207296,,2017,Operative Hemodynamic Optimization Using the Plethysmographic Variability Index During Orthopedic Surgery : a Multicentric Prospective Randomized Controlled Study,OPVI,True,True,False
🟥,NCT02510677,,2017,,FAST DOGS,False,False,False
🟥,NCT04191759,,2018,Reliability of the Passive Properties of the Calf Muscles in Healthy Subjects Assessed Using Isokinetic Device,ISOSTIFF,False,False,False
🟩,NCT02773719,,2018,"Effect of the Intervention of Biofields Therapy on Warts of the Hands and Feet in Adults: a Prospective, Randomized, Double-blind Trial",MAGNETIK,True,True,False
🟩,NCT02292316,,2018,Falls With Fracture : Role of Cognitive Disorders and Comparison With Bone Fragility,CFC,True,True,True
🟥,NCT03407209,,2018,Compared Efficacy of Patient-controlled Epidural Analgesia With or Without Automatic Boluses,FREE BOLI,False,False,False
🟥,,2017-001474-41,2018,Bénéfices de la perfusion continue de lidocaïne intraveineuse en chirurgie bariatrique : une étude randomisée prospective contre placebo,XYLOBAR,False,False,False
🟥,NCT03567070,,2018,Pregnancy and Use of Psychoactive Substances: The Influence of Representations of Care on Care.,ADDGEST,False,False,False
🟥,NCT03941847,,2019,Musinduc : Impact of Music During the Period of Anaesthetic Induction - a Randomized Controlled Clinical Trial,MUSINDUC,False,False,False
🟩,NCT02751021,,2019,Sleep Apnea Diagnosis Using a Novel Pacemaker Algorithm and Link With Aldosterone Plasma Level in Patients Presenting With Diastolic Dysfunction: SAPAAD Study,SAPAAD,True,True,True
🟥,NCT03978026,,2019,"Evaluation de l'efficacité Sur la Vigilance et Les Performances de Conduite simulée d'Une Sieste effectuée Dans Des Environnements différents, Dont le Module SOMBOX",SOMBOX,False,False,False
🟥,NCT02789007,,2019,Effects of Parabolic Flight on Spatial Cognition and Hippocampal Plasticity,HypoCampus,False,False,False
🟥,NCT04061616,,2019,Transcultural Validation of the Physical Activity Scale for Individuals With Physical Disabilities (PASIPD) in French: The PASIPD-Fr,PASIPD-Fr,False,False,False
🟥,NCT03725111,,2019,Haemodynamics Variations of Transcutaneous Oxygen in Patient With Arterio-venous Leg Ulcers Under Venous Compression (COMPULCE Study),,False,False,False
🟧,NCT03029897,,2019,Impact of E-reporting by Patients With Relapsing-remitting Multiple Sclerosis on the Reporting of Adverse Drug Reactions in France: a Randomized Controlled Trial.,VigiP-SEP,False,True,True
🟥,NCT02799511,,2019,Biomarkers for the Diagnosis of Transient Ischemic Attack,MAESTRO,False,False,False
🟥,NCT02832349,,2019,Impact of Educational Actions on the Quality Of Life of Epileptic Patients,EQOLE,False,False,False
🟥,NCT05036200,,2020,"Efficacy, Tolerance and Acceptability of Pulsed Dye Laser on Telangiectasias of the Face and Neckline in Systemic Scleroderma: a Prospective Single-center Open-label Study of 21 Patients",PDL,False,False,False
🟥,NCT05971615,,2020,Evaluate the Relevance of the Use of Peripheral Venous Blood Gases for the Care of Patients in the S.A.U.V (Vital Emergency Rooms) of the CHU de Caen,GDS,False,False,False
🟩,NCT03539185,,2020,Airtraq Versus Fiberoptic for Awake Tracheal Intubation : A Randomised Non-inferiority Trial,,True,True,True
🟥,NCT01805336,,2020,Assessment of Attentional and Executive Disorders in Multiple Sclerosis Using Techniques of Virtual Reality,SEPREV,False,False,False
🟥,NCT04602234,,2020,"Diagnosis of Lower Respiratory Tract Infection by Lung Ultrasonography in General Practice : a Prospective, Interventional and Multicentric Study",AmbuLUS,False,False,False
🟥,NCT03963856,,2020,MULTI-SYSTEM PHYSIOLOGIC RESPONSE TO VARYING LEVELS OF PARTIAL GRAVITY,GRAVIDOSE,False,False,False
🟥,NCT04352283,,2020,Does Preprocedural Ultrasound Exam of Lumbar Spine Increase the First-pass Success Rate of Epidural Space Identification Among Obese Parturients: A Randomized Controlled Open Trial,,False,False,True
🟥,NCT05629247,,2020,Pediatric Intensive Care Unit and Primary Immune Deficiency,PICUPID,False,False,False
🟥,NCT04168983,,2021,Study of the Impact of Sophrology on the Pain Felt During a Bone Marrow Aspiration and Biopsy,BOM-ZEN,False,False,False
🟥,NCT04244448,,2021,A Study of Bioequivalence When Administering Biktarvy® (TAF/FTC/BIC) in the Form of a Solid/Crushed/Dissolved Tablet to Healthy Volunteers - SOLUBIC Study,SOLUBIC,False,False,False
🟥,NCT04238572,,2021,Evaluation of an Immersive Audiovisual Distraction Device Impact on Peroperative Opioid Consumption. A Prospective Randomized Controlled Study,AmbuCineView,False,False,True
🟩,NCT04685512,,2021,Effect of Tenofovir/Emtricitabine Short Course on Viral Clearance in Patients Recently Infected With SARS-COV2 (Covid-19) Not Requiring Hospitalization: a Phase IIB/III Multicenter Open-label Randomized Controlled Trial,AR0-CORONA,True,True,True
🟥,NCT04879290,,2021,Comparison of Two FiO2 (1 or 0.5) for Tracheal Extubation in Post-anesthesia Care Unit : a Monocentric Randomized Trial,EXTUBO2,False,False,False
🟥,NCT04434300,,2021,Comparison of the Pharmacokinetic and the Safety of Daptomycin Administered Subcutaneously Compared to the Intravenous Route : a Cross-over Study,DAPTOSC,False,False,False
🟥,NCT05603780,,2022,"Cognitive, Emotional, Physiological, Chronobiological and Genetic Effects of a Time Underground Isolation",DEEPTIME,False,False,False
🟥,NCT04006093,,2022,Pharmacokinetics of Apixaban in Subjects With End-stage Renal Disease Treated With Peritoneal Dialysis: the ApiDP Study,ApiDP,False,False,False
🟥,NCT04020107,,2022,Validity of Somatosensori Remediation for Postural Control in the Treatment of Ehlers-Danlos Syndrome Hypermobility Type (hEDS),VITALISED,False,False,False
🟥,NCT05963750,,2022,Assessment of the Impact of Virtual Reality on Patient Anxiety During Dental Avulsions Under Local Anesthesia,REVIDEN,False,False,False
🟩,NCT01638949,,2022,Study of the Predictive Markers and the Pathophysiological Mechanisms of Alzheimer's Disease: Transverse and Longitudinal Approach in Anatomical and Functional Multimodal Imaging,IMAP+,True,True,True
🟥,NCT03843580,,2022,Transnasal Humidified Rapid-Insufflation Ventilatory Exchange (THRIVE) Could Decrease the Incidence of Oxygen Desaturation During Suspension Laryngoscopy: a Randomized Controlled Trial,optilaryngo,False,False,False
🟥,NCT02157480,,2022,ELECTRODIAB2: Effect of an Outpatient Program of Bi-quadricipital Electrostimulation on Glucose Profile of Sedentary Patients With Type 2 Diabetes.,ELECTRODIAB2,False,False,False
🟥,NCT05538442,,2022,Kinetics of the Determinants of Performance During an Ultra-trail,,False,False,False
🟥,NCT04927949,,2023,Evaluation of Myocardial Reperfusion and Residual Thrombotic Burden After Primary PCI for STEMI in Patients With High on Ticagrelor Platelet Reactivity Treated by IV Cangrelor Versus Ticagrelor Alone,ERMIT,False,False,False
🟥,NCT05966402,,2023,"Evaluation of Immersion in Virtual Reality in the Management of Anxiety, Then Pain, of Patients in Interventional Imaging.",IRVARI,False,False,False
🟥,NCT05717283,,2023,"Follow-up of the Nasal Microbiome and Viral Infections in Newborns Hospitalised in Neonatology in the University Hospital of Caen, France : Metatranscriptomics Approach by Next Generation Sequencing From Nasal Swabs.",NEOBIOME,False,False,False
🟥,NCT06442683,,2023,Efficacy of Simulation-based Neonatal Echocardiography Training: a Randomized Controlled Trial,SimuEchoNeo,False,False,False
🟥,NCT03677063,,2023,Usefulness of Sterile Adhesive Dressing at the Exit-site of Peritoneal Dialysis Catheter: a Pilot Study,PANCADIPE,False,False,False
🟥,NCT04187170,,2023,Longitudinal Analysis of Right Ventricular Remodeling in Response to Prolonged Strength Training Using 3D-echocardiography,FORCE-VD,False,False,False
🟥,NCT05419258,,2023,Feasibility and Evaluation Study of the UPLUG Hemodialysis Connection Device,UPLUG-SAFE,False,False,False
🟥,,2020-003621-36,2023,"Evaluation de la reperfusion myocardique et de la masse thrombotique endocoronaire après angioplastie primaire pour infarctus du myocarde sous cangrelor en intraveineux en plus du ticagrelor per os comparé au ticagrelor per os seul en cas de réactivité plaquettaire élevée. 
 
 
 Evaluation de la reperfusion myocardique et de la masse thrombotique endocoronaire après angioplastie primaire pour infarctus du myocarde sous cangrelor en intraveineux en plus du ticagrelor per os comparé au ticagrelor per os seul en cas de réactivité plaquettaire élevée.","ERMIT 
 
 
 ERMIT",False,False,False
🟥,NCT02518880,,,,DYMCO,False,False,False
🟥,NCT02524535,,,,IPSI2,False,False,False
🟥,NCT02515812,,,,ADRECARD,False,False,False
🟥,NCT02524600,,,,IQSCINTIMYOC,False,False,False
🟥,NCT02510872,,,,TEPVAD,False,False,False
🟥,NCT02516787,,,,CORTICOG,False,False,False
🟥,NCT02510859,,,,NUQUE2,False,False,False
🟥,NCT02517177,,,,AUTOCARD,False,False,False
🟥,NCT01211236,,,Maggot Therapy for Wound Debridement: a Randomized Multicentric Double-blind Trial,MAGGOT,False,False,True
🟥,,2015-005804-27,,"Essai randomisé, contrôlé, en double aveugle, de l'anakinra contre placebo, en adjonction à la corticothérapie dans l'artérite à cellules géantes. 
 
 
 Essai randomisé, contrôlé, en double aveugle, de l'anakinra contre placebo, en adjonction à la corticothérapie dans l'artérite à cellules géantes.","GiAnT 
 
 
 GiAnT",False,False,False
