S,NCTId,eudraCT,study_completion_year,title,acronym,has_results_or_publications_within_1y,has_results_or_publications_within_3y
🟥,NCT02133222,,2016,Circulating Cell-free DNA in Metastatic Melanoma Patient: Mutational Analyses in Consecutive Measurement Before and After Chemotherapy.,AMMAM,False,False
🟥,NCT01544725,,2016,"Ketamine-propofol Versus Ketamine Alone for Procedural Sedation in Adults : a Blinded, Randomized Controlled Trial",,False,False
🟥,NCT02539316,,2016,Pilot Study: Hepatoprotective Role of SMOFlipid® Used in Short-term Parenteral Nutrition in an Onco-Hematology Pediatric Population,SMOFPILOT,False,False
🟥,NCT01954368,,2016,Acute Severe Traumatic Pain in the ED : Can we Improve Time to Pain-relief With a Single Dose of Intranasal Sufentanil Given at Triage ? A Randomized Double-blinded Placebo Controlled Study (InSPEED Study),InSPEED,False,False
🟩,NCT02820285,,2016,Characterization of Immune Semaphorin in Non Alcoholic Fatty Liver Disease and NASH,,True,True
🟥,NCT02008643,,2016,Health Related Quality of Life in Children With Food Allergy: Comparison to Healthy Children and Children With Other Chronic Diseases,,False,False
🟧,NCT02276573,,2016,Study of Inflammatory Role of Epstein-Barr Virus (EBV) in Atrophic and Erosive Forms of Oral Lichen Planus,LICHENVIR,False,True
🟥,NCT02486185,,2016,"Evaluation of the SARC-F Questionnaire, a New Screening Tool for Sarcopenia in People 65-year Old and Older in the Community",SARCORSICA,False,False
🟧,NCT01538342,,2016,Role of Tyrosine Kinase Lyn and Cleaved Form by Caspases in Psoriasis,,False,True
🟥,NCT02011009,,2016,"Evaluation of Therapeutic Management in ESBL-infected Patients or Carriers by Providing and Sharing a Free Tool - the ""ESBL toolKIT"" and Interventional Study of a Prospective Cohort of HIV+ Patients Searching for Possible Sexual Transmission Factors in ESBL (Extended-spectrum ß-lacatamase-producing Bacteria) Carriers",Calires,False,False
🟥,,2015-001614-94,2016,"Hepatoprotective role of SMOFlipid® used in short-term parenteral nutrition in an Onco-Hematology Pediatric Population, pilot study 
 
 
 Etude pilote du rôle hépatoprotecteur des SMOFlipid® en nutrition parentérale de courte durée chez des enfants suivis en Onco-Hématologie.",SMOFPILOT,False,False
🟥,NCT02561858,,2016,Toxicity of Perirenal Fat in Overweight or Obese Subjects: A Pathophysiological Link Between Uric Acid Stones and Renal Ammonium Formation,,False,False
🟥,NCT01143285,,2016,Chimiodiet Study:Impact of Early and Active Nutritional and Dietary Management on grade3 or More Toxicities Induced by Chemotherapy and Targeted Therapies Administered to Patients as First Intention for Non Surgical Metastatic Colorectal Cancer.,CHIMIODIET,False,False
🟥,NCT02518243,,2017,,SaFEE2,False,False
🟥,NCT02052583,,2017,Evaluation de l'oxymétrie cérébrale à Deux Niveaux d'Hypothermie thérapeutique après arrêt Cardiaque Extra-hospitalier,CARBOXHYD,False,False
🟩,NCT02007928,,2017,Assessment of Incidence of Adverse Events in a Naive Pediatric Population Treated With an (Typical and Atypical) Antipsychotic Drug Over 12 Months Follow-up,,True,True
🟥,NCT02527551,,2017,Efficacy of Deep Haptic Massage in Fibromyalgia : Preliminary Study,FEM,False,False
🟥,NCT02108665,,2017,Magnetic Resonance Imaging Hysterosalpingography Versus Radiographic Hysterosalpingography in Female Infertility,,False,False
🟥,NCT02834156,,2017,Impact Assessment of Positioning on Pain Sensitivity During a Lumbar Puncture in Children,PHIPA-PEPL,False,False
🟥,NCT01338389,,2017,Influence of Oral Treatment With Citicoline for the Prevention of Radiation Optic Neuropathy in Patients Treated for Uveal Melanomas With Proton Beam Therapy,,False,False
🟥,NCT02432534,,2017,Atorvastatin in Active Vitiligo: a Bicentric Prospective Randomized Trial,,False,False
🟥,NCT01969968,,2017,Lipophilic Organic Polluants and Morbid Obesity: Kinetic of the Release and Impact on the Metabolic Syndrome Before and After Bariatric Surgery,POLOB,False,False
🟥,NCT02288221,,2017,SafEE : Safe & Easy Environment at Home for Patients Presenting a Frail Syndrome,SafEE,False,False
🟥,NCT01870960,,2017,Maxillary Sinus Floor Augmentation With Bioss® and Enamel Matrix Derivative: Evaluation of Osteogenic Properties,EMDOGAIM,False,False
🟥,NCT01807169,,2017,"Recto Colonic Endoscopic Mucosal Resection and Polypectomy Under Clopidogrel: the ""MEDOC""Study.",MEDOC,False,False
🟥,NCT02557464,,2018,Identification of Early Semantic Markers of Alzheimer's Disease by Using Eye Tracking in Reading Neutral and Predictable Sentences,ADAL,False,False
🟥,NCT02660723,,2018,To Investigate the Impact of Aging on Cytokine and Chemokine Production by Peripheral Blood Immune Cells,Cytokinage,False,False
🟥,NCT03124914,,2018,"Relationship Between Neuromuscular Fatigue, Perceived Tiredness and Level Of Physical Activity of Patients Living With HIV",ACT PHY HIV,False,False
🟥,NCT03246360,,2018,"Pharmacological Comparison of Continuous and Intermittent Infusions of Cloxacillin During Bone and Joint Infections: a Prospective, Randomized, Open-label, Monocentric Crossover Study.",CLOXA Continue,False,False
🟩,NCT01897961,,2018,Phospholipase A2 Receptor (PLA2R1) Autoantibodies in Membranous Nephropathy in Kidney Transplantation,PRAM-KT,True,True
🟥,NCT00909805,,2018,"Interest of 2-octyl-cyanoacrylate (Dermabond®) in Closing Surgical Incisions in Children Before Acquisition of Continence. Randomised, Prospective, Non-inferiority Study.",,False,False
🟧,NCT03179176,,2018,Evaluation of the Interest of Ultra-high Frequency Doppler Ultrasound (UFDU) in the Surgical Management of Patients Operated in an Awake Condition for a Cerebral Tumor,EUHF_PRC,False,True
🟥,NCT01805362,,2018,RAS Blockade at Bedtime Versus on Awakening for the Prevention of Aldosterone Breakthrough,IRAB2,False,False
🟥,NCT02494115,,2018,Comfort Subcutaneous Drainage: a Descriptive Study Among Palliative Care Cancer Patients Presenting Severe Refractory Lower Limbs Lymphedema,,False,False
🟥,NCT01776385,,2018,Detection and Characterization of Circulating Tumor Cells in Patients With Malignant Pleural Mesothelioma: Towards a New Phase in the Understanding of the Natural History of This Cancer?,,False,False
🟥,NCT03437122,,2019,Project A3sc - An Atlas of Airways at a Single Cell Level,AAAsc,False,False
🟥,NCT02022059,,2019,Prospective Monocentric Study on the Efficacy of Lidocain Spray for Patient Comfort During Nasogastric Tube Insertion in Enteral Nutrition: the Xylonut Trial,Xylonut,False,False
🟥,NCT02734511,,2019,Efficiency and Safety of a Procedural Sedation by Propofol Administered by Trained Doctors Who Are Not Anesthesiologists on Terminally Ill Patients With Refractory Pain Hospitalized in a Palliative Care Unit,PROPOPAL2,False,False
🟧,NCT03167502,,2019,Performance in Walking in Osteoarthritis Patients: the Role of Fatigue and the Effect of an Eccentric Muscle Building Program,EX-ART,False,True
🟥,NCT03877445,,2019,"Study of the Influence of Blue Light Emitted by Computer / Television Screens on Melasma Single-center, Interventional, Randomized, Single-blind Study (Masked Investigator) MELABLUE Study",MELABLUE,False,False
🟥,NCT04377217,,2019,Computerized Facial Recognition for Automated Diagnosis of the Facio-Scapulo-Humeral Muscular Dystrophy (FSMHD): Pilot Study,CV4DIAGNOSIS,False,False
🟥,,2015-003944-38,2019,Treatment of the oral aphtose récidivante and idiopathique of the adult by probiotics Double-blind randomized interventional study versus placebo,Aphtose,False,False
🟥,NCT03270358,,2019,OStéopontin as a Marker Of StenoSIS - OSMOSIS,OSMOSIS,False,False
🟥,NCT02372448,,2019,Multicenter Validation of the Sensitivity of Theranostic ALK Rearrangement Detection by FISH Analysis and Prevalence of Escaping Mutations in Circulating Tumor Cells for the Non-invasive Management of Lung Cancer Patients,STALKLUNG01,False,False
🟥,NCT03584360,,2019,"Study Role of the Local Treatments on the Microbiome Modulation in the Psoriatic Skin. Study Monocentric, Interventional, Randomized and Single-blind",Microbiome&Pso,False,False
🟥,NCT01089465,,2019,Cimex Lectularius or Bed Bugs : Vector of Infectious Agents and Pathogenic Role,,False,False
🟩,NCT03036995,,2019,Repigmentation Using Apremilast and Phototherapy In Diffuse VITILIGO RAPID VITILIGO,Rapid Vitiligo,True,True
🟥,NCT02746718,,2019,Frequency of Pompe's Disease and Neuromuscular Etiologies in Patients With Restrictive Respiratory Failure Associated With Signs of Muscle Weakness,POPS3,False,False
🟥,NCT02660320,,2019,"Comparison of the Efficacy of Micro-holes vs. Laser-assisted Dermabrasion, for Repigmenting in Vitiligo Skin",Dermabrasion,False,False
🟥,NCT03179384,,2019,Impact on the Intestinal Microbiota of Treatment With Ceftriaxone in Women's Acute Community Pyelonephritis,CEFIMPACT,False,False
🟥,NCT03520738,,2019,Arterial Calcifications: Role of Tissue-nonspecific Alkaline Phosphatase in Phosphate and Pyrophosphate Homeostasis. PIPAL Study.,PIPAL,False,False
🟥,NCT02557074,,2019,TREg Activation in the Treatment of the PELADE (Alopecia Areata). Double Blind Randomized Placebo Controlled Comparative Study Using Low Doses of IL2,TreatPelade,False,False
🟩,NCT03503110,,2019,"Anatomo-functional Study of the Brain Cortical and Sub-cortical Connectivity Using Diffusion MRI, Electrocorticography and Direct Electrical Stimulation",,True,True
🟥,NCT02830620,,2019,Study at the Man of the Profile of Chimiokines in the Anorexia Bound to the Cancerous Cachexy.,CHIMIOKINES,False,False
🟥,NCT02049827,,2019,Evaluation of a Predictive Immunovirological Test Occurrence of BK Virus Nephropathy in Renal Transplant,,False,False
🟥,NCT03607032,,2020,Evaluation of the Efficacy and Safety of the Use of the RespIn PAD in the Bronchial De-enclosure of Elderly Patients Who Cannot Benefit From Respiratory Physiotherapy,RESPINPAD,False,False
🟥,NCT02789605,,2020,"Treatment of Idiopathic and Recurrent Aphthous Stomatitis by a Probiotic, the Lactobacillus Rhamnosus Lcr35® : a Randomized, Double Blind and Placebo-controlled Trial",Aphtose,False,False
🟥,NCT03462238,,2020,Determinants of Vascular Calcification in Chronic Renal Failure : Impact of Pyrophosphate Levels After Renal Transplantation,PyroCal-greffe,False,False
🟥,NCT02754375,,2020,Cerebral Functional Modifications After Low Frequency Repetitive Transcranial Magnetic Stimulation in Refractory Depression. Assessment With 18F-FDG-PET Imaging.,SMTr-METAB,False,False
🟥,NCT03006016,,2020,"Impact of Preoperative 4-week Supplementation With Omega-3 Polyunsaturated Fatty Acids on Liver Volume and Steatosis to Facilitate Bariatric Surgery in Morbdly Obese Patients : the "" Omegaobese Study "".",Omegobese,False,False
🟥,NCT03404492,,2020,Effects of Cardiorespiratory Rehabilitation on the Right Ventricle in Pulmonary Hypertension,Rehab-HTP,False,False
🟥,NCT03299335,,2020,Molecular Profile of the Evolution of Inclusion Body Myositis,IBM-RNAseq,False,False
🟥,NCT03290261,,2020,Hypnosis as a Therapeutic Tool in Patients With Reccurent Cystitis,HYPNOCYST,False,False
🟥,NCT01787929,,2020,Cemented Versus Uncemented Hemiarthroplasty for Displaced Femoral Neck Fracture in Elderly Patient : a Randomized Prospective Trial,PIH,False,False
🟥,NCT03783494,,2020,Target-controlled Infusion With Propofol in the Emergency Department : a Prospective Study on 45 Adult Patients,SIVOC,False,False
🟥,NCT03216252,,2020,IMPLEMENTING A SINGLE MUSCLE FIBER DNA QUANTIFICATION TECHNIQUE AS A INTERPRETATION TOOL FOR THE VARIANTS OF UNKNOWN SERVICE IN MITOCHONDRIAL DISEASES,,False,False
🟥,NCT03325452,,2020,"A Pilot Study Evaluating the PROgnostic Contribution of Venous Lactate for the Recovery of Spontaneous Cardiac Activity, Following an Extra-hospital Cardiac Arrest ""PROLAC Study""",PROLAC,False,False
🟥,NCT03171844,,2020,Early Skin to Skin in Neonatal reanimation_Risk Assessment in the Newborn With an Umbilical Venous Catheter,PA2PRéaNice,False,False
🟩,NCT02500693,,2020,Circulating Tumor Cells and Early Diagnosis of Lung Cancer in Patients With Chronic Obstructive Pulmonary Disease,AIR,True,True
🟩,NCT03162016,,2020,Treatment of Multiple Gingival Recession Defects Using a Xenogenic Acellular Dermal Matrix Compared to Connective Tissue Graft: a Randomized Controlled Clinical Study,MUCODERM,True,True
🟥,NCT02723721,,2020,Prospective Study of Ingenol Mebutate for Non-invasive Lentigo Melanoma of the Face - Study PICAMEL,PICAMEL,False,False
🟥,NCT02650167,,2020,,COLOSTRUM,False,False
🟥,NCT03576859,,2020,Pyrophosphate Homeostasis and Hepatic Expression of ABCC6. Pilot Study in Liver Transplantation,Pyro-TH,False,False
🟥,NCT02768948,,2020,Telmisartan Promotes the Differentiation of Monocytes Into Macrophages M2 in Diabetic Nephropathy?,,False,False
🟥,NCT02721134,,2020,Diagnostic Performance of a New Bio-marker During Bacterial Sepsis,BACTIDIAG,False,False
🟩,NCT02199145,,2020,Indication and Response to Immunosuppressive Treatment in Membranous Nephropathy : Role of Anti-mouse PLA2R1 ELISA,SOURIS,True,True
🟥,NCT03941808,,2020,Gastroprotected Superoxide Dismutase in Combination With UVB vs Placebo and UVB for Treating Vitiligo. A Randomized Double Blind Placebo Controlled Monocentric Study,Vitisod,False,False
🟥,NCT03878433,,2020,Oral Superoxide Dismutase (GLISODin) to Decrease Melasma Severity. A Prospective Randomized Placebo-controlled Study,Glisodin,False,False
🟧,NCT02531581,,2020,Comparing a Diuretic Vascular Filling in the Initial Management of Acute Pulmonary Embolism With Right Ventricular Dysfunction Normotensive,,False,True
🟩,NCT02799901,,2021,Nivolumab in Combination With High Dose Radiotherapy at Varied Tumor Sites in Advanced Melanoma and no Prior Antitumoral Treatment,NIRVANA,True,True
🟥,NCT04635358,,2021,"Feasibility Study of Smoking Cessation for the Staff of a Hospital Center Through a Treatment Proposal Combining Nicotine Substitutes, Psychological Support, Nutritional Assistance and Hypnosis.",Je_Respire,False,False
🟥,NCT03303898,,2021,"ASYMPTOMATIC CARRIER OF LEISHMANIA INFANTUM, MEDISERRANEAN VISCERAL LEISHMANIOSIS AGENT: STUDY OF IMMUNE RESPONSE - POSTULATE PRIOR TO HUMAN VACCINAL TRIALS Immune Response of Asymptomatic Carriers to L. Infantum",Asymptoleish,False,False
🟥,NCT04694456,,2021,Pro-inflammatory Cytokines as Potential Therapeutic Target in Type 1 Facioscapulohumeral Muscular Dystrophy: Pilot Study,CYTOKINE-FSH,False,False
🟥,NCT02587195,,2021,"A National, Multi-center Study to Evaluate the Safety of Long Term Treatment With Teriflunomide 14 mg Once Daily in Patients With a First Clinical Episode Suggestive of Multiple Sclerosis in a Long-term Extension Period",TERICIS,False,False
🟥,NCT04204291,,2021,Project A4sc - An Atlas of Airways at a Single Cell Level,A4sc,False,False
🟥,NCT04371510,,2021,Blood Innate Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Chronic Haemodialysis Patients,PredictCovid-D,False,False
🟥,NCT02768935,,2021,Macrophage Phenotype in Type 2 Diabetics After Myocardial Infarction and the Potential Role of miRNAs Secreted,,False,False
🟥,NCT03175874,,2021,AVP Study: Autophagy and Pathological Aging Human Study in Osteoporosis With or Without Dementia of Alzheimer's Type,AVP,False,False
🟥,NCT04369456,,2021,Blood Innate Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Kidney Transplant Patients,PredictCovidT,False,False
🟥,NCT02204254,,2021,"Prospective, Open Label, Randomized Study Comparing Bipolar Radiofrequency Potentiated by Infrared Light to Doxycycline in Patient With Papulopustular Rosacea",Rosac-RF,False,False
🟩,NCT04573712,,2021,FAME 1: The Effects of Apathy on Different Forms of Fatigue,FAME1,True,True
🟥,NCT02401581,,2021,Study ¨PRECOCE Feasibility Study of Photovaporisation of Prostate With a Limitated Length of Catheterization of 3 Hours,PRECOCE,False,False
🟥,NCT04142489,,2021,Clinical Study of In Vivo Damage Induced bu UV in the Epidermis of the Scalp,,False,False
🟥,NCT03630562,,2021,Assay of Pro-angiogenic Cytokines in Exudative Age-Related Macular Degeneration,TARMAC-1,False,False
🟥,NCT04570813,,2021,Art'Health: Effects of Artistic and Participative Workshops at the MAMAC of Nice on the Health of Seniors,Art'Health,False,False
🟥,NCT02728817,,2021,Evaluation of the Radial Artery Deviation And Reimplantation Technique for Primary Hemodialysis Access Creation: a Multicenter Randomized Controlled Trial,RADAR,False,False
🟥,NCT03008733,,2021,"Descriptive Analysis of Morphological Aspects of Nerve by Ultra-high Frequency Ultrasound (30-50MHZ) in Demyelinating Neuropathies: Inflammatory Demyelinating Polyneuropathy Chronic (IPDC), Neuropathy Multifocal Motor Block of Conducting (NMMBC) and Neuropathy With Antibody A MAG",EchoNerf,False,False
🟥,NCT04629924,,2022,Comparison of Intraosseous Anesthesia Osteocentral With Electronic Assistance to Injection to a Conventional Anaesthesia by Infiltration on Temporary Molars,SLEEPER-ONE,False,False
🟥,NCT04573985,,2022,Impact of the Eurékoi Serious Game on Family Caregivers of Patients With a Major Neurocognitive Disorder,,False,False
🟩,NCT03546166,,2022,"Open, Prospective, Single-center Study Evaluating the Efficacy and Safety of 0.05% Ingenol Mebutate (Picato® 500) in the Treatment of Basal Cell Carcinoma",PICABAS,True,True
🟥,NCT04418206,,2022,Validating an ELISpot for Early Detection of an Active Immune Response Against COVID-19,EliSpot,False,False
🟥,NCT04152421,,2022,"Acceptability and Clinical, Cognitive and Brain Efficacy of the Pilot of a Computerized Psychotherapy Program Based on Behavioural and Cognitive Techniques in the Depressed Patient",STOP DEPRESS,False,False
🟥,NCT02690402,,2022,Fragility Multidisciplinary Evaluation and Adapted Physical Activity,,False,False
🟥,NCT04497272,,2022,Assesment of the Metabolomic Signature in COVID-19 Patients (SignCov Study),SignCov,False,False
🟥,NCT04573829,,2022,PsyDoMa :Non-drug Approaches at Home for Alzheimer's Patients With Psycho-behavioural Disorders and Psycho-education for the Caregivers,PSYDOMA,False,False
🟥,NCT04041089,,2022,Development and Evaluation of the Effectiveness of Rehabilitation Tools for Neurovisual Disorders in Patients With Posterior Cortical Atrophy (PCA),REEDUC-ACP,False,False
🟥,NCT04829578,,2022,A Prospective Study of Hypnosis for Chronic Idiopathic Pruritus,,False,False
🟥,NCT05199207,,2022,Sarcopenia Physical Activity and Metabolomic,SPAM,False,False
🟥,NCT04355351,,2022,Study of Immune Response During SARS-CoV-2 Infection,CovImmune,False,False
🟥,NCT04806022,,2022,Effects of Different Forms of Fatigue on Double-Task Performance in the Elderly,,False,False
🟥,NCT04080063,,2022,"Biological Markers of Functional Effects of Physical Activity : Aging, Immunometabolism and Frailty Project (VIF-APAS)",BIO-APAS,False,False
🟥,NCT04566315,,2022,SYMPTOMATIC EFFECTIVENESS OF MICROPARTICLE ARTERIAL EMBOLIZATION IN PATIENTS WITH TOTAL KNEE PROSTHESIS WITH PAIN RESISTANT TO MEDICAL TREATMENT,,False,False
🟥,NCT04983836,,2022,Comparison of Analgesic Efficiency Between Serratus Block and Paravertebral Block in Video-assisted Thoracic Surgery. Double-blind Randomized Comparative Non-inferiority Study,BSBP,False,False
🟥,NCT03122652,,2022,"Multi-center, Randomized, Double-blinded Study of Teriflunomide® in Radiologically Isolated Syndrome (RIS) The TERIS Study",TERIS,False,False
🟥,NCT04614519,,2022,Appendectomy by Low Impact Laparoscopy vs Routine Laparoscopy : a Randomized Prospective Monocentric Trial,LIL-APP,False,False
🟥,NCT04196543,,2022,Interest of a Post-operative Ultrasound With Systematic Use of Ultrasonic Contrast in the Follow-up of Aortic Endoprosthesis: Prospective Study at the University Hospital of Nice,Ultra_Evar,False,False
🟥,NCT04934033,,2022,"Nice Healthy Brain - Cohort of Healthy People in Brain MRI, Together With a Language and Cognitive Assessment at the University Hospital of Nice",NHB,False,False
🟩,NCT04385017,,2022,Role of Inflammasomes in COVID-19 Disease,CoVInnate,True,True
