statut_color,statut,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,intervention_type
⬛,4,4: pas de résultats postés ni publiés,NCT02931825,,,2019,Identification of High Risk People for Colorectal Cancer in Indre-et-Loire (France) and Evaluation of a Specific Surveillance System : a Randomized Trial Assessing the Efficacy of a Letter Encouraging People to Perform Colonoscopy Screening,ISIRECC,BEHAVIORAL
⬛,4,4: pas de résultats postés ni publiés,NCT03000920,,,2019,Multicenter Randomized Controlled Trial Evaluating the Effectiveness and Cost-effectiveness of the Use of Short Message Service (SMS) in the Screening Invitation Strategy for Breast Cancer.,USIMaPI,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT02917473,,,2019,"Written Advice to Improve Compliance With Early Detection of Melanoma in First-degree Relatives: a Multicenter, Cluster-randomized Intervention Trial to Evaluate the Impact of Specific Incentives and Study Psychological Determinants of Early Melanoma Detection Behavior in First-degree Relatives",FADEMELA,BEHAVIORAL
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT04359875,,,2020,Does a Systematic Phone-call by a Medical Student/General Practitioner Team in Patients Suffering From a Chronic Condition During the COVID-19 Containment Period Impact One-month Hospitalization's Rate in France? A Cluster Randomized Trial,COVIQuest,BEHAVIORAL
⬛,4,4: pas de résultats postés ni publiés,NCT03002142,,,2020,Auditory Rehabilitation With Hearing Aids and Cognition in Alzheimer Patients,RACO-MA,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT01962753,,,2020,Depression in the Elderly and Cerebral Amyloid Plaques: Characterization by [18F] AV-45 Affectives Symptoms and Amyloïd Plaques (ASAP),ASAP,DRUG
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT02990286,,,2020,Evaluation of Efficacy and Safety of Rituximab in Association With Mycophenolate Mofetil Versus Mycophenolate Mofetil Alone in Patients With Interstitial Lung Diseases (ILD) Non-responders to a First-line Immunosuppressive Treatment,EvER-ILD,DRUG
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT02517489,,,2020,Effects of Low-dose Corticosteroids on Survival of Severe Community-acquired Pneumonia,CAPE_COD,DRUG
🟧,2,2: résultats postés ou publiés entre 12 et 36 mois,NCT03024229,,,2020,The Importance of Metabolomics in Assessing the Quality of Kidney Transplants Retained on a LifePort® Perfusion Machine Before Renal Transplantation,RENALIFE,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT03927729,,,2020,Use of Methoxyflurane (Penthrox) as an Antalgic in Hospital Trauma,UMATH,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT02809222,,,2021,Kinetics of the Plasmatic Concentration of L-Ascorbic Acid in Patient With Myelodysplastic Syndromes and Control Subjects,PLASMYC,OTHER
⬛,4,4: pas de résultats postés ni publiés,NCT04879277,,,2021,Etude de l'INflammation systémique de Bas GRade Chez Les Patients Adultes Atteints de PHénylcétonurie,INGRAPH,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT03118193,,,2021,Biomarkers of Antidepressant Resistance - BIORESA,BIORESA,BIOLOGICAL
⬛,4,4: pas de résultats postés ni publiés,NCT02455284,,,2021,In Vivo and ex Vivo Validation of MR Tractography of Brain White Matter Tracts - FIBRATLAS II-III,FIBRATLAS,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT04199143,,,2021,Cerebrovascular Reactivity to Nitrous Oxyde in Resistant Depression: the PROTOBRAIN Pilote Study,,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT03856684,,,2021,Randomized Trial Evaluating Women's Behavior Not Participating in Cervical Cancer Screening Facing Three Strategies for Optimizing Home Sending by Post of Vaginal Self-sampling Kit,APACHE-4,BEHAVIORAL
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT04358939,,,2021,Evaluation of Prone Position in Conscious Patients on Nasal High-flow Oxygen Therapy for COVID-19 Disease Induced Acute Respiratory Distress Syndrome,,OTHER
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT03149640,,,2021,Double-blinded Multicenter Randomized Controlled Trial Comparing Inhaled Amikacin Versus Placebo to Prevent Ventilator Associated Pneumonia,AMIKINHAL,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT02900053,,,2021,Post-traumatic Stress Disorder Treatment Using Transcranial Direct Current Stimulation (tDCS) Enhancement of Trauma-focused Therapy : a Two-arm Randomized Controlled Multicentric Study - T-TREAt,T-TREAt,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT03924180,,,2022,Glytactin EfficiEncy in Non or Insufficiently Treated Adult PHENylketonuria Patients,GLEEPHEN,DIETARY_SUPPLEMENT
⬛,4,4: pas de résultats postés ni publiés,NCT04725786,,,2022,Pertinence Clinique de l'échographie Thoracique Pour le Diagnostic précoce de la Pneumopathie Interstitielle Diffuse de la sclérodermie systémique - Etude Pilote,PRECOSS,OTHER
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT02229123,,,2022,Levetiracetam Efficacy and Safety as First-line Treatment of Neonatal Seizures Occuring in Hypoxic-ischemic Encephalopathy Context,LEVNEONAT-1,DRUG
⬛,4,4: pas de résultats postés ni publiés,NCT03458975,,,2022,Targeted Delivery of Chemotherapy With Ultrasound and Microbubbles,SONCHIMIO,RADIATION
⬛,4,4: pas de résultats postés ni publiés,NCT06119971,,,2023,"Effect of Acupressure on the ""Yin-Tang"" and ""Shen-Men"" Points on Pre and Postoperative Anxiety in Elective Caesarean Section: a Prospective, Single-blind, Randomised, Controlled Trial",ACUCESAR,DEVICE
⬛,4,4: pas de résultats postés ni publiés,NCT04953286,,,2023,Tear Fluid and Ocular Surface Metabolomics and Lipidomics in Lateral Amyotrophic Sclerosis: a Prospective Comparative Study,LARMOMIQUE,OTHER
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT03970499,,,2023,Evaluation de l'intérêt de l'élastographie Ultrasonore et du Doppler Ultrasensible peropératoires Dans la Prise en Charge Chirurgicale Des Tumeurs cérébrales,ELASTOGLI,PROCEDURE
⬛,4,4: pas de résultats postés ni publiés,NCT04570202,,,2023,"Symptoms of Depression, Stress and Burnout, and Long-term Psychological Impact in Health Care Professionals Exposed to the Novel Coronavirus Disease 2019 Outbreak (HARD-COVID-19 - Health cAre woRkers exposeD to covID-19)",HARD-COVID19,BEHAVIORAL
🟩,1,1: résultats postés ou publiés dans les 12 mois,NCT03680963,,,2023,"Early Versus Differed Arterial Catheterization in Critically Ill Patients With Acute Circulatory Failure: A Multicentre, Open-label, Pragmatic, Randomised, Non-inferiority Controlled Trial (EVERDAC Trial)",EVERDAC,PROCEDURE
