ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT02861222;;MYOCET;clinical_trials;;913.0;2106.0;;13.0;Actual;;;;True;;False;False;False;Drug;No;;Central Hospital, Nancy, France;academique;France;"CHU, Hôpital d'Enfants de la Timone;CHU, Hôpital d'Enfants;Centre Léon Bérard;Centre Oscar Lambret;Institut Gustave-Roussy;Unité d'Hémato-Oncologie, CHU, Hôpital des enfants;Institut Curie";;Treatment;;;;;;2022-11-28;Completed;Completed;2013-04-28T00:00:00;Actual;2013.0;2016-08-03T00:00:00;2016-08-05T00:00:00;2010-10-28T00:00:00;;2010.0;Interventional;after_completion;;Myocet® in Children With Relapsed or Refractory Non-brainstem Malignant Glioma
;NCT03818971;;ERICA;clinical_trials;;679.0;-123.0;Non-Randomized;60.0;Actual;;;;True;;False;False;False;Other;No;;Centre Psychothérapique de Nancy;industriel;France;Centre Psychothérapique de Nancy;;Basic Science;;;;;;2022-11-28;Completed;Completed;2021-03-22T00:00:00;Actual;2021.0;2019-01-10T00:00:00;2019-01-25T00:00:00;2019-05-13T00:00:00;Actual;2019.0;Interventional;before_start;;Study of Retinal Function Using Electroretinogram in Regular Alcohol Users
;NCT04625738;;MSC-COVID19;clinical_trials;;299.0;-2.0;Randomized;30.0;Actual;;;;True;;False;False;False;Biological;No;;Central Hospital, Nancy, France;academique;France;Nancy University Hospital;;Treatment;;;;;;2022-11-28;Completed;Completed;2021-09-01T00:00:00;Actual;2021.0;2020-11-04T00:00:00;2020-11-10T00:00:00;2020-11-06T00:00:00;Actual;2020.0;Interventional;before_start;;Efficacy of Infusions of Mesenchymal Stem Cells From Wharton Jelly in the Moderate to Severe SARS-Cov-2 Related Acute Respiratory Distress Syndrome (COVID-19): A Phase IIa Double-blind Randomized Controlled Trial
;NCT01963221;;FICTEP;clinical_trials;;1339.0;1347.0;;30.0;Actual;;;;True;;True;False;True;Radiation;;;Central Hospital, Nancy, France;academique;France;University Hospital of Nancy;;Diagnostic;;10.1007/s12603-015-0574-0;;;;2022-11-28;Completed;Completed;2013-09-28T00:00:00;Actual;2013.0;2013-10-06T00:00:00;2013-10-13T00:00:00;2010-01-28T00:00:00;;2010.0;Interventional;after_completion;;RELATIONSHIP BETWEEN THORACIC AORTIC STRUCTURE ASSESSED BY PET/CT SCAN AND ARTERIAL STIFFNESS IN ELDERLY PATIENTS: FICTEP STUDY
;NCT03980418;;VERIDAT;clinical_trials;;364.0;-91.0;;96.0;Actual;;;;True;;False;False;False;Procedure;;;Central Hospital, Nancy, France;academique;France;CHRU of Nancy;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2020-09-03T00:00:00;Actual;2020.0;2019-06-06T00:00:00;2019-06-06T00:00:00;2019-09-05T00:00:00;Actual;2019.0;Interventional;before_start;;Comparative Study of DaTSCAN ™ Cerebral SPECT Recorded by Conventional Anger Cameras and Semiconductor Camera (VERITON-CT ™)
;NCT03345290;;PACTEP;clinical_trials;;829.0;-263.0;;92.0;Actual;;;;True;;False;False;False;Other;Undecided;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;Prevention;;;;;;2022-11-28;Completed;Completed;2020-11-06T00:00:00;Actual;2020.0;2017-11-10T00:00:00;2017-11-15T00:00:00;2018-07-31T00:00:00;Actual;2018.0;Interventional;before_start;;Impact of the Central Blood Pressure Level in Cerebral Metabolic Aging: a 18F-FDG PET Study.
;NCT02879825;;STAMP;clinical_trials;;1623.0;-119.0;Non-Randomized;239.0;Actual;;;;True;;False;False;False;Device;;;Central Hospital, Nancy, France;academique;France;Nancy University Hospital, Department of Cardiology;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2021-05-31T00:00:00;Actual;2021.0;2016-08-23T00:00:00;2016-08-25T00:00:00;2016-12-20T00:00:00;Actual;2016.0;Interventional;before_start;;Myocardial Characterization of Arrhythmogenic Mitral Valve Prolapse
;NCT02640287;;WAL-KU;clinical_trials;;1585.0;-68.0;Non-Randomized;55.0;Actual;;;;True;;False;False;False;Biological;No;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;Other;;;;;;2022-11-28;Completed;Completed;2020-07-01T00:00:00;Actual;2020.0;2015-12-22T00:00:00;2015-12-24T00:00:00;2016-02-28T00:00:00;;2016.0;Interventional;before_start;;Expression of Ku70/XRCC6 and Others NHEJ Components in Waldenström's Macroglobulinemia in Comparison With Others B-cell Lymphoproliferative Disorders and Normal B Cells.
;NCT04373707;;COVI-DOSE;clinical_trials;;489.0;-12.0;Randomized;1000.0;Actual;;;;True;;True;False;True;Drug;No;;Central Hospital, Nancy, France;academique;France;"Brest Academic Hospital;St Etienne Academic Hospital;Metz-Thionville Regional Hospital;Montpellier Academic Hospital;Toulouse Academic Hospital;Civil Hospital;Besançon Academic Hospital;Kremlin Bicêtre Academic Hospital;Nancy Academic Hospital;Amiens Academic Hospital;George Pompidou European Hospital;Lariboisière Academic Hospital;Dijon Academic Hospital;Emile Muller Hospital;Groupe Hospitalier Unéos;Strasbourg Academic Hospital;Lille Academic Hospital";;Prevention;;10.1002/14651858.cd013739.pub2;;;;2022-11-28;Completed;Completed;2021-09-14T00:00:00;Actual;2021.0;2020-05-01T00:00:00;2020-05-01T00:00:00;2020-05-13T00:00:00;Actual;2020.0;Interventional;before_start;;Effectiveness of Weight-adjusted Prophylactic Low Molecular Weight Heparin Doses Compared With Lower Fixed Prophylactic Doses to Prevent Venous Thromboembolism in COVID-2019. The Multicenter Randomized Controlled Open-label Trial COVI-DOSE
;NCT02430805;;Hypercare;clinical_trials;;2283.0;434.0;;60.0;Actual;;;;True;;True;False;True;Other;;;Central Hospital, Nancy, France;academique;France;"Centre D'Investigation Clinique de Strasbourg;Hopital Brabois adulte";;;;10.3389/fcvm.2021.803567;;;;2022-11-28;Completed;Completed;2015-02-28T00:00:00;Actual;2015.0;2010-02-05T00:00:00;2015-04-27T00:00:00;2008-11-28T00:00:00;;2008.0;Interventional;during_study;;Genetics and Genomics of Hypertension Associated With Microinflammation, Oxydative Stress, Chronic Renal Disease and Heart Failure (A2-B2-B3)
;NCT02874196;;PLIDET;clinical_trials;;1157.0;1481.0;;66.0;Actual;;;;True;;False;False;False;Procedure;No;;Central Hospital, Nancy, France;academique;France;"SINCAL;CHU de Nancy";;Diagnostic;;;;;;2022-11-28;Completed;Completed;2015-09-28T00:00:00;Actual;2015.0;2016-08-17T00:00:00;2016-08-17T00:00:00;2012-07-28T00:00:00;;2012.0;Interventional;after_completion;;Study of Diagnostic Performances of Dual Energy Imaging With Flat Detectors and Tomosynthesis in Identification of Loosening of Painful Hip Prosthesis
;NCT02869321;;ANTALGIP;clinical_trials;;1096.0;438.0;Randomized;20.0;Actual;;;;True;;False;False;False;Procedure;No;;Central Hospital, Nancy, France;academique;France;Service ORL - CHU NANCY;;Supportive Care;;;;;;2022-11-28;Completed;Completed;2018-05-28T00:00:00;Actual;2018.0;2016-08-08T00:00:00;2016-08-11T00:00:00;2015-05-28T00:00:00;Actual;2015.0;Interventional;during_study;;Evaluation of Analgesic Efficacy of Transmucosal Fentanyl for Breakthrough Pain Caused by Interventional Gastrostomy
;NCT02864680;;CAUSA MAP;clinical_trials;;1946.0;887.0;Non-Randomized;163.0;Actual;;;;True;;True;False;True;Other;No;;Central Hospital, Nancy, France;academique;France;Maison des Addictions - CHU de Nancy, Hôpital St Julien;;Other;;10.1016/j.schres.2021.11.049;;;;2022-11-28;Completed;Completed;2019-06-28T00:00:00;Actual;2019.0;2016-08-03T00:00:00;2016-08-09T00:00:00;2014-02-28T00:00:00;Actual;2014.0;Interventional;during_study;;Electrophysiological Study of the Functioning of Magnocellular Visual Pathway in Regular Cannabis Users
;NCT02858167;;BDD TEP FDG;clinical_trials;;1461.0;2708.0;;100.0;Actual;;;;True;;False;False;False;Device;No;;Central Hospital, Nancy, France;academique;France;Service de Médecine Nucléaire, Hôpital Central;;;;;;;;2022-11-28;Completed;Completed;2013-02-28T00:00:00;Actual;2013.0;2016-07-29T00:00:00;2016-08-03T00:00:00;2009-02-28T00:00:00;;2009.0;Interventional;after_completion;;Creation of a Normal Database for FluoroDeoxyGlucose-Positron Emission Tomography (FDG-PET) Neurological Examinations: Study of Principal Inter-individual Variation Factors
;NCT02851576;;CTL-ADV;clinical_trials;;1308.0;1796.0;;14.0;Actual;;;;True;;True;False;True;Other;No;;Central Hospital, Nancy, France;academique;France;Centre Hospitalier Universitaire de Nancy;;Treatment;;10.1186/s13045-017-0469-0;;;;2022-11-28;Completed;Completed;2015-03-28T00:00:00;Actual;2015.0;2016-07-28T00:00:00;2016-07-28T00:00:00;2011-08-28T00:00:00;;2011.0;Interventional;after_completion;;Generation of Clinical Grade Adenovirus Specific T Cells for Adoptive Immunotherapy After Allogeneic Stem Cell Transplantation : Clinical Trial
