ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT04528043;;EB3REA;clinical_trials;;1004.0;1241.0;;179.0;Actual;;;;True;;False;False;False;;No;;Central Hospital, Nancy, France;academique;France;Emmanuel NOVY;;;;;;;;2022-11-28;Completed;Completed;2019-12-31T00:00:00;Actual;2019.0;2020-08-24T00:00:00;2020-08-24T00:00:00;2017-04-01T00:00:00;Actual;2017.0;Observational;after_completion;Retrospective;Infections and Colonization With the Third Group of Enterobacteriaceae in the Intensive Care Impact on the Mortality and Morbidity
;NCT04501835;;;clinical_trials;;427.0;355.0;;184.0;Actual;;;;True;;False;False;False;Other;Yes;Anonymous individual datas for baseline characteristcs and clinical outcomes would be available;Central Hospital, Nancy, France;academique;France;De Ciancio;;;;;;;;2022-11-28;Completed;Completed;2020-09-30T00:00:00;Actual;2020.0;2020-07-20T00:00:00;2020-08-03T00:00:00;2019-07-31T00:00:00;Actual;2019.0;Observational;during_study;Retrospective;Assessment of Diagnostic and Therapeutic Practices for Cardiac Implantable Electronic Devices Suspected Infections in Nancy University Hospital
;NCT04493827;;;clinical_trials;;3256.0;3440.0;;114.0;Actual;;;;True;;False;False;False;;;;Central Hospital, Nancy, France;academique;France;Centre Hospitalier Régional Universitaire;;;;;;;;2022-11-28;Completed;Completed;2019-12-28T00:00:00;Actual;2019.0;2020-06-29T00:00:00;2020-07-27T00:00:00;2011-01-28T00:00:00;Actual;2011.0;Observational;after_completion;Retrospective;Distribution and Prognostic Impact of Oncogenic Drivers in Metastatic Lung Adenocarcinoma : a Retrospective Monocentric Study in Nancy University Hospital Center
;NCT04446546;;RAVASC;clinical_trials;;2341.0;2358.0;;120.0;Actual;;;;True;;False;False;False;Procedure;No;;Central Hospital, Nancy, France;academique;France;Departement of Vascular Surgery Nancy University Hospital;;;;;;;;2022-11-28;Completed;Completed;2020-05-30T00:00:00;Actual;2020.0;2020-06-16T00:00:00;2020-06-23T00:00:00;2014-01-01T00:00:00;Actual;2014.0;Observational;after_completion;Retrospective;Long Term Outcomes of Cold Stored Venous Allografts in Vascular Access for Hemodialysis
;NCT04413448;;;clinical_trials;;0.0;127.0;;260.0;Actual;;;;True;;False;False;False;;No;;Central Hospital, Nancy, France;academique;France;University Hospital Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-01-01T00:00:00;Actual;2020.0;2020-05-07T00:00:00;2020-05-28T00:00:00;2020-01-01T00:00:00;Actual;2020.0;Observational;after_completion;Retrospective;Performance of CT Parameters (SBAC-L1, Fractal Analysis) Compared to BMD (Gold Standard) to Detect Vertebral Fractures in rheumatoïd Arthritis
;NCT04407169;;CRITICoVid;clinical_trials;;169.0;-48.0;;617.0;Actual;;;;True;False;True;False;True;Other;No;;Central Hospital, Nancy, France;academique;France;Valentin Simon;;;;10.1056/nejmoa2002032;;;;2022-11-28;Completed;Completed;2020-11-17T00:00:00;Actual;2020.0;2020-04-14T00:00:00;2020-05-28T00:00:00;2020-06-01T00:00:00;Actual;2020.0;Observational;before_start;Retrospective;Evaluation of the Prevalence of Critical Forms of CoVid-19 in Patients With Chronic Respiratory Disease Hospitalized for Severe Forms
;NCT04386369;;APRV-COVID19;clinical_trials;;47.0;-1.0;;17.0;Actual;;;;True;;False;False;False;Other;No;;Central Hospital, Nancy, France;academique;France;Centre Hospitalier Régional Universitaire de Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-06-01T00:00:00;Actual;2020.0;2020-04-14T00:00:00;2020-05-12T00:00:00;2020-04-15T00:00:00;Actual;2020.0;Observational;before_start;Retrospective;Evaluation of Airway Pressure Release Ventilation on Oxygenation in Acute Respiratory Distress Syndrome in Adult Patients With COVID-19 Pneumonia
;NCT04355377;;;clinical_trials;;211.0;168.0;;500.0;Actual;;;;True;;False;False;False;Other;No;;Central Hospital, Nancy, France;academique;France;CHRU de Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-05-30T00:00:00;Actual;2020.0;2020-04-17T00:00:00;2020-04-20T00:00:00;2019-11-01T00:00:00;Actual;2019.0;Observational;during_study;Retrospective;Hepatic Artery From Origin to Segmental Branching: a 500 Case CT Study
;NCT04015934;;;clinical_trials;;306.0;425.0;;54.0;Actual;;;;True;;False;False;False;;No;;Central Hospital, Nancy, France;academique;France;Central Hospital;;;;;;;;2022-11-28;Completed;Completed;2019-02-01T00:00:00;Actual;2019.0;2019-05-31T00:00:00;2019-07-10T00:00:00;2018-04-01T00:00:00;Actual;2018.0;Observational;after_completion;Retrospective;Predictive Factors Identification of Long-term Outcome in Multifocal Motor Neuropathy (MMN) Treated With Intravenous Immunoglobulin (IVIG)
;NCT03973645;;PERISCORE;clinical_trials;;213.0;818.0;;33.0;Actual;;;;True;;False;False;False;Other;;;Central Hospital, Nancy, France;academique;France;CHRU De Nancy;;;;;;;;2022-11-28;Completed;Completed;2017-09-30T00:00:00;Actual;2017.0;2019-05-28T00:00:00;2019-06-03T00:00:00;2017-03-01T00:00:00;Actual;2017.0;Observational;after_completion;Retrospective;Performance of Clinical and Biological Diagnostic Tests in Reference to the Recommended Tests for the Management of Fungal Peritonitis in Intensive Care
;NCT03937089;;ASEPAF;clinical_trials;;221.0;319.0;;300.0;Actual;;;;True;;False;False;False;Other;;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;;;;;;;2022-11-28;Completed;Completed;2018-12-31T00:00:00;Actual;2018.0;2019-04-08T00:00:00;2019-05-02T00:00:00;2018-05-24T00:00:00;Actual;2018.0;Observational;after_completion;Retrospective;Analysis of the Endocavitary Electrical Signal and Surface Electrocardiogram to Determine Relevant Features for an Accurate Prediction of Ablation Outcome for Patients in Persistent Atrial Fibrillation
;NCT03910062;;;clinical_trials;;427.0;7.0;;40.0;Actual;;;;True;;True;False;True;Procedure;No;;Central Hospital, Nancy, France;academique;France;CHU de Nancy;;;;10.1186/s13054-021-03703-5;;;;2022-11-28;Completed;Completed;2020-06-01T00:00:00;Actual;2020.0;2019-04-08T00:00:00;2019-04-09T00:00:00;2019-04-01T00:00:00;Actual;2019.0;Observational;during_study;Prospective;Lower Limb Surveillance During VA-ECLS: Evaluation of Angiography Through the Reperfusion Cannula at VA-ECMO Implantation and of Near Infrared Spectroscopy (NIRS) Monitoring
;NCT03899896;;FemVoc;clinical_trials;;371.0;32.0;;77.0;Actual;;;;True;;False;False;False;;No;;Central Hospital, Nancy, France;academique;France;University Hospital Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-03-05T00:00:00;Actual;2020.0;2019-04-01T00:00:00;2019-04-01T00:00:00;2019-02-28T00:00:00;Actual;2019.0;Observational;during_study;Prospective;Voice Feminisation in Transgender Women
;NCT03836027;;PaFer;clinical_trials;;726.0;-73.0;;100.0;Actual;;;;True;;False;False;False;Other;Yes;;Central Hospital, Nancy, France;academique;France;University Hospital of Nancy;;;;;;;;2022-11-28;Completed;Completed;2021-04-06T00:00:00;Actual;2021.0;2019-01-28T00:00:00;2019-02-08T00:00:00;2019-04-11T00:00:00;Actual;2019.0;Observational;before_start;Prospective;Fertility Preservation and Reproductive Needs of Transgender People: Desires, Attitude and Knowledge of Subjects With Gender Dysphoria
;NCT03608384;;TOXIPO;clinical_trials;;188.0;-8.0;;58.0;Actual;;;;True;;False;False;False;;Undecided;;Central Hospital, Nancy, France;academique;France;CHRU De Nancy;;;;;;;;2022-11-28;Completed;Completed;2019-02-05T00:00:00;Actual;2019.0;2018-07-24T00:00:00;2018-07-30T00:00:00;2018-08-01T00:00:00;Actual;2018.0;Observational;before_start;Retrospective;Characteristic of Drug Users Chronic Wound
;NCT03525067;;;clinical_trials;;425.0;449.0;;46.0;Actual;;;;True;;False;False;False;Other;;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;;;;;;;2022-11-28;Completed;Completed;2018-04-02T00:00:00;Actual;2018.0;2018-04-26T00:00:00;2018-05-14T00:00:00;2017-02-01T00:00:00;Actual;2017.0;Observational;after_completion;Prospective;Colonization of Bile Ducts and Postoperative Infectious Complications of Pancreaticoduodenectomies
;NCT03308422;;ECRENFANT;clinical_trials;;39.0;224.0;;1096.0;Actual;;;;True;;False;False;False;Behavioral;;;Central Hospital, Nancy, France;academique;France;Dulong;;;;;;;;2022-11-28;Completed;Completed;2017-04-07T00:00:00;Actual;2017.0;2017-10-09T00:00:00;2017-10-09T00:00:00;2017-02-27T00:00:00;Actual;2017.0;Observational;after_completion;Cross-Sectional;Parental Representations of the Impact of the Use of Screens on Their Preschool Children Health and Development. An Opinion Survey of Parents of 1096 2-6-years-old Children
;NCT03301285;;ZOMETA;clinical_trials;;89.0;263.0;;60.0;Actual;;;;True;;False;False;False;Drug;No;;Central Hospital, Nancy, France;academique;France;Children's Hospital - CHRU de Nancy;;;;;;;;2022-11-28;Completed;Completed;2017-03-31T00:00:00;Actual;2017.0;2017-09-21T00:00:00;2017-09-28T00:00:00;2017-01-01T00:00:00;Actual;2017.0;Observational;after_completion;Retrospective;Study of Efficacy of Zoledronic Acid in the Management of Osteoporosis in Children With Multiple Disabilities
;NCT03295760;;COENZYME;clinical_trials;;242.0;294.0;;15.0;Actual;;;;True;;False;False;False;Drug;No;;Central Hospital, Nancy, France;academique;France;Children's Hospital - CHRU de Nancy;;;;;;;;2022-11-28;Completed;Completed;2017-07-31T00:00:00;Actual;2017.0;2017-09-21T00:00:00;2017-09-25T00:00:00;2016-12-01T00:00:00;Actual;2016.0;Observational;after_completion;Retrospective;Analysis of Q10 Coenzyme Efficacy for Long-term Treatment of Cyclic Vomiting Syndrome in Children
;NCT03295123;;DENIGRO;clinical_trials;;120.0;85.0;;41.0;Actual;;;;True;;False;False;False;Other;;;Central Hospital, Nancy, France;academique;France;Maternity Hospital CHRU;;;;;;;;2022-11-28;Completed;Completed;2017-08-31T00:00:00;Actual;2017.0;2017-07-27T00:00:00;2017-09-22T00:00:00;2017-05-03T00:00:00;Actual;2017.0;Observational;during_study;Prospective;Outcome Children Born After Pregnancy Denial
;NCT03276650;;Still-ICU;clinical_trials;;334.0;-7.0;;45.0;Actual;;;;True;;False;False;False;Other;No;;Central Hospital, Nancy, France;academique;France;CHRU;;;;;;;;2022-11-28;Completed;Completed;2018-08-01T00:00:00;Actual;2018.0;2017-08-25T00:00:00;2017-09-07T00:00:00;2017-09-01T00:00:00;Actual;2017.0;Observational;before_start;Retrospective;Admission of Adult-onset Still Disease Patients in the ICU: a French Retrospective Multicentric Study
;NCT03232606;;Asthmeact;clinical_trials;;46.0;-90.0;;90.0;Actual;;;;True;;False;False;False;;No;;Central Hospital, Nancy, France;academique;France;Chru Nancy;;;;;;;;2022-11-28;Completed;Completed;2017-11-10T00:00:00;Actual;2017.0;2017-06-27T00:00:00;2017-07-27T00:00:00;2017-09-25T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Physical Activity of Asthmatic School Children and Teenagers: Evaluation and Perspectives
;NCT02889068;;NGS-DI;clinical_trials;;552.0;400.0;;40.0;Actual;;;;True;;False;False;False;Other;No;;Central Hospital, Nancy, France;academique;France;Chru Nancy;;;;;;;;2022-11-28;Completed;Completed;2017-01-30T00:00:00;Actual;2017.0;2016-08-31T00:00:00;2016-08-31T00:00:00;2015-07-28T00:00:00;Actual;2015.0;Observational;during_study;Cross-Sectional;Targeted Next Generation Sequencing and Intellectual Disability
;NCT02818231;;ADK-FO;clinical_trials;;273.0;-36.0;;28.0;Actual;;;;True;;False;False;False;Other;No;;Central Hospital, Nancy, France;academique;France;Service ORL-CHRU NANCY;;;;;;;;2022-11-28;Completed;Completed;2017-03-28T00:00:00;Actual;2017.0;2016-05-23T00:00:00;2016-06-27T00:00:00;2016-06-28T00:00:00;;2016.0;Observational;before_start;Prospective;Mechanisms of Cancerogenesis for Woodworkers Adenocarcinomas: Transcriptional Study of Olfactory Cleft Cells of Patients Exposed or Not to Wood Dust
;NCT02638844;;ARDStrain;clinical_trials;;609.0;-12.0;;49.0;Actual;;;;True;;True;False;True;;No;;Central Hospital, Nancy, France;academique;France;Lemarie Jeremie;;;;10.1186/s13613-020-0636-2;;;;2022-11-28;Completed;Completed;2017-08-28T00:00:00;Actual;2017.0;2015-12-16T00:00:00;2015-12-21T00:00:00;2015-12-28T00:00:00;;2015.0;Observational;before_start;Prospective;ARDStrain : Assessment of Right Ventricular 2d-strain in Acute Respiratory Distress Syndrome
;NCT00901355;;PARTAGE;clinical_trials;;2526.0;835.0;;1130.0;Actual;;;;False;;True;False;True;;;;Central Hospital, Nancy, France;academique;"France;Italy";"Civil hospital Maggiore (Geriatrics);Hospital of Cesena;Hôpital La Grave;Hôpital Broca;University hospital of Nancy;University hospital of Dijon (Centre de Champmaillot)";;;;10.1093/ajh/hpy077;;;;2022-11-28;Completed;Completed;2013-12-28T00:00:00;Actual;2013.0;2009-05-12T00:00:00;2009-05-12T00:00:00;2007-01-28T00:00:00;;2007.0;Observational;during_study;Prospective;Morbidity and Mortality Based on Blood Pressure and Arterial Stiffness in Institutionalized Persons Aged 80 and Over: Study PARTAGE (Predictive Values of Blood Pressure and Arterial Stiffness in Institutionalized Very Aged Population).
;NCT02830568;;DOVIREIN;clinical_trials;;1126.0;-21.0;;268.0;Actual;;;;True;;True;False;True;Procedure;;;Central Hospital, Nancy, France;academique;France;"CHU Saint Etienne;CHU Hôpital de la Conception;CHU Henri Mondor;CHU Côte de Nacre de CAEN;CMC Foch;CHU Saint Jacques de Besançon;CHU Hautepierre;CHU Brabois;Hôpital Pitié Salpêtrière;CHU Hôpital Michallon de Grenoble;Hôpital Charles Nicolle;Hôpital de Rangueil;CHU Bicêtre;Hôpital Claude Huriez;Hôpital Necker;CHU Montpied de Clermont-Ferrand;CHU Bretonneau;Hôpital Saint-Louis;CHU Lapeyronie;Hôpital Edouard Herriot de Lyon;CHU Pasteur;Hôpital Tenon;CHU Lyon Sud;CHU Hôtel Dieu";;;;10.1093/ndt/gfz143;;;;2022-11-28;Completed;Completed;2013-07-28T00:00:00;Actual;2013.0;2010-06-07T00:00:00;2016-07-08T00:00:00;2010-06-28T00:00:00;;2010.0;Observational;before_start;Prospective;"Medical Economic Evaluation and of Quality of Life of the Kidney Living Donors. Comparison of the Taking of Kidney by cœliosurgery (Pure or "" Hand-assisted ""), by cœliosurgery Assisted by Robot and by the Classic Technique of Open Donor Nephrectomy."
;NCT03719950;;QuaVAT;clinical_trials;;363.0;-72.0;;40.0;Actual;;;;True;;False;False;False;;No;;Centre Psychothérapique de Nancy;industriel;France;Consultation régionale de pédopsychiatrie / Centre Psychothérapique de Nancy;;;;;;;;2022-11-28;Completed;Completed;2019-12-31T00:00:00;Actual;2019.0;2018-10-22T00:00:00;2018-10-24T00:00:00;2019-01-02T00:00:00;Actual;2019.0;Observational;before_start;Cross-Sectional;Monocentric Study on the Quality of Life Among Adolescents With Attention Deficit/Hyperactivity Disorder
;NCT02886689;;;clinical_trials;;1795.0;3501.0;;5400.0;Actual;;;;True;;False;False;False;Drug;Yes;open to partnership;Central Hospital, Nancy, France;academique;France;Central Hospital, Nancy;;;;;;;;2022-11-28;Completed;Completed;2011-12-28T00:00:00;Actual;2011.0;2016-08-29T00:00:00;2016-08-29T00:00:00;2007-01-28T00:00:00;;2007.0;Observational;after_completion;Prospective;C.O.R.P.U.S. : Observational Cohort of Active Rheumatoid Arthritis, Spondylarthropathy and Idiopathic Juvenile Arthritis in France
;NCT04380727;;;clinical_trials;;36.0;39.0;;17.0;Actual;;;;True;;False;False;False;;Undecided;Collaborative register on COVID-19 having benn treated with almitrine;Central Hospital, Nancy, France;academique;France;Centre Hospitalier Universitaire NANCY;;;;;;;;2022-11-28;Completed;Completed;2020-04-25T00:00:00;Actual;2020.0;2020-04-28T00:00:00;2020-05-07T00:00:00;2020-03-20T00:00:00;Actual;2020.0;Observational;after_completion;Prospective;Almitrine and Severe COVID-19 Patients in ICU [Almitrine et Patients COVID-19 en Reanimation (French)]
;NCT02198950;;;clinical_trials;;760.0;299.0;;400.0;Actual;;;;True;;False;False;False;;;;Central Hospital, Nancy, France;academique;France;"Bocage Hospital;Central hospital";;;;;;;;2022-11-28;Completed;Completed;2011-12-28T00:00:00;Actual;2011.0;2010-09-23T00:00:00;2014-07-23T00:00:00;2009-11-28T00:00:00;;2009.0;Observational;during_study;Prospective;Combined Determination of sTREM-1, PCT and CD64 in Diagnosing Sepsis: a Prospective, Bicentric Study
;NCT05053698;;FLADESIL;clinical_trials;;366.0;366.0;;48.0;Actual;;;;True;;False;False;False;Other;No;;Central Hospital, Nancy, France;academique;France;BERROD Jean-Paul MD;;;;;;;;2022-11-28;Completed;Completed;2021-06-04T00:00:00;Actual;2021.0;2021-06-04T00:00:00;2021-09-14T00:00:00;2020-06-03T00:00:00;Actual;2020.0;Observational;during_study;Retrospective;Evolution of Aqueous Flare in Rhegmatogenous Retinal Detachments Treated With Gas or Silicone Oil Tamponade.
;NCT04793802;;;clinical_trials;;181.0;80.0;;33.0;Actual;;;;True;;False;False;False;Other;;;Central Hospital, Nancy, France;academique;France;CHRU nancy;;;;;;;;2022-11-28;Completed;Completed;2021-03-15T00:00:00;Actual;2021.0;2020-12-04T00:00:00;2021-03-09T00:00:00;2020-09-15T00:00:00;Actual;2020.0;Observational;during_study;Retrospective;Impact of Physiotherapy Session With or Without Non Invasive Ventilation in the Patient Benefiting From High Nasal Flow Oxygenation After Cardiac Surgery: a Pilot Study
;NCT04739579;;;clinical_trials;;33.0;1.0;;59.0;Actual;;;;True;;False;False;False;Diagnostic Test;;;Central Hospital, Nancy, France;academique;France;CHRU de Nancy;;;;;;;;2022-11-28;Completed;Completed;2021-03-01T00:00:00;Actual;2021.0;2021-01-28T00:00:00;2021-02-01T00:00:00;2021-01-27T00:00:00;Actual;2021.0;Observational;during_study;Retrospective;Post-operative CRP Trend May Lead to Early Diagnosis of Anastomotic Leak After Ileocolic Resection in Crohn's Disease Patients.
;NCT03493737;;ADHOMY;clinical_trials;;676.0;-7.0;;43.0;Actual;;;;True;;False;False;False;Behavioral;Undecided;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-02-15T00:00:00;Actual;2020.0;2018-04-03T00:00:00;2018-04-09T00:00:00;2018-04-10T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Cost-Utility Evaluation Comparing Hospital Versus Home-Based Bortezomib in Multiple Myeloma: The ADHOMY Study
;NCT02887079;;EMBOL-EI;clinical_trials;;1095.0;937.0;;186.0;Actual;;;;True;False;True;False;True;;;;Central Hospital, Nancy, France;academique;France;"CHU de Besancon;CHU de Nancy";;;;10.1136/heartjnl-2017-312359;;;;2022-11-28;Completed;Completed;2016-12-31T00:00:00;Actual;2016.0;2016-07-26T00:00:00;2016-08-29T00:00:00;2014-01-01T00:00:00;Actual;2014.0;Observational;during_study;Prospective;Research Interest Antiphospholipid in Predicting Embolic Risk During Infective Endocarditis
;NCT05341414;;ECLAIRCIE;clinical_trials;;226.0;322.0;;200.0;Actual;;;;True;;False;False;False;;;;Central Hospital, Nancy, France;academique;France;Centre hospitalo-universitaire régional de Nancy;;;;;;;;2022-11-28;Completed;Completed;2021-12-15T00:00:00;Actual;2021.0;2022-03-21T00:00:00;2022-04-21T00:00:00;2021-05-03T00:00:00;Actual;2021.0;Observational;after_completion;Retrospective;Resilience Trajectories Following a Preoperative Lifestyle /Behavioral Modification Program and Bariatric Surgery
;NCT04941092;;;clinical_trials;;39.0;23.0;;157.0;Actual;;;;True;;False;False;False;Other;;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;;;;;;;2022-11-28;Completed;Completed;2021-07-10T00:00:00;Actual;2021.0;2021-06-24T00:00:00;2021-06-24T00:00:00;2021-06-01T00:00:00;Actual;2021.0;Observational;during_study;Retrospective;Clinical Outcomes and Characteristics of Critically Ill Patients With Influenza and COVID-19 Induced ARDS: a Retrospective, Matched Cohort Study
;NCT04827160;;TRENDS;clinical_trials;;162.0;393.0;;280.0;Actual;;;;True;;False;False;False;;No;;Central Hospital, Nancy, France;academique;France;CHRU Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-08-11T00:00:00;Actual;2020.0;2021-03-30T00:00:00;2021-03-30T00:00:00;2020-03-02T00:00:00;Actual;2020.0;Observational;after_completion;Retrospective;Predictive Value of D-dimers Trends and Levels for Thrombosis in Patients With COVID-19
;NCT04813861;;CELPerCutCHC;clinical_trials;;4101.0;4094.0;;57.0;Actual;;;;True;;False;False;False;;;;Central Hospital, Nancy, France;academique;France;CHRU de Nancy;;;;;;;;2022-11-28;Completed;Completed;2021-03-28T00:00:00;Actual;2021.0;2021-03-21T00:00:00;2021-03-21T00:00:00;2010-01-04T00:00:00;Actual;2010.0;Observational;during_study;Retrospective;Sequential Treatment of Hepatocellular Carcinoma by Transarterial Chemoembolization and Local Ablation or External Radiation
;NCT04682951;;;clinical_trials;;4539.0;4559.0;;544.0;Actual;;;;True;;False;False;False;Procedure;No;;Central Hospital, Nancy, France;academique;France;University Hospital of Nancy;;;;;;;;2022-11-28;Completed;Completed;2020-12-01T00:00:00;Actual;2020.0;2020-12-21T00:00:00;2020-12-21T00:00:00;2008-06-28T00:00:00;Actual;2008.0;Observational;after_completion;Retrospective;Good Prognosis Factors After Decompressive Craniectomy : a Ten-year Retrospective Study
