lead_sponsor,study_completion_year,NCTId,eudraCT,study_type,status_simplified,has_results_or_publications,has_results_or_publications_within_1y,has_results_or_publications_within_3y,sponsor,sponsor_normalized,ror,_merge,ror_simple
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02484274,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03018860,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT03477552,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT01923636,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT01935765,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02527031,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02052154,2013-002631-19,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04516512,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02139423,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02892916,2016-000691-16,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT01707576,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2009.0,NCT00190385,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02606149,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2009.0,NCT00162565,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT03991091,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2005.0,NCT00224588,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT03062852,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT01988909,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT02184819,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT02898142,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT03349905,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03477149,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT01627639,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT00748111,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT01983345,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT03703011,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT01499914,2009-016662-90,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT01150344,2010-019950-42,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04304690,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT01609192,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT02869932,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT00451503,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT02336516,2014-001740-38,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02226731,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT01114022,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT01331070,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02061189,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2011.0,NCT00388323,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2007.0,NCT00162552,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01731561,2012-001963-66,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2011.0,NCT00305539,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03991221,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02010281,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT02244931,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02057900,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT01935687,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02398331,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02473263,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02342951,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02113904,2013-002205-54,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03498066,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT01250327,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2010.0,NCT01250314,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT01022944,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT00749242,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT00749086,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT00749060,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT01821573,2012-001203-21,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT02955966,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT02313402,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT00780299,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2004.0,NCT00226720,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2007.0,NCT00711633,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04917133,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03501875,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT01153789,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02127437,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT05284526,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT04888208,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT04817319,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,,NCT00430911,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2005.0,NCT00224653,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2008.0,NCT00224601,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2009.0,NCT00224549,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
