all_sources;has_results;NCTId;other_ids;title;acronym;summary;study_start_date;study_start_date_type;status;study_completion_date;study_completion_date_type;study_first_submit_date;study_first_submit_qc_date;study_type;time_perspective;enrollment_count;enrollment_type;references;has_publications_result;has_results_or_publications;ipd_sharing;lead_sponsor;location_country;location_facility;snapshot_date;study_start_year;study_completion_year;delay_submission_start;submission_temporality;delay_start_completion;lead_sponsor_type;french_location_only;status_simplified;bso_country;has_publication_oa;publication_access;intervention_type;design_allocation;primary_purpose;eudraCT;publications_result;results_first_submit_date;results_first_submit_qc_date;first_results_or_publication_date;delay_first_results_completion;ipd_sharing_description;WHO;ISRCTN
['clinical_trials'];False;NCT04691414;[{'type': 'org_study_id', 'id': '35RC20_8894_EXOMEDIANE', 'source': 'clinical_trials'}];EXOMEDIANE - Retrospective Study Using High Throughput Sequencing (HTS) on Biological Samples to Improve Genetic Counseling for Patients With Previously Explored Craniofacial Midline Defects.;EXOMEDIANE;"Holoprosencephaly, or HPE, is the most common congenital cerebral malformation in humans and the most severe of a group of pathologies related to a deficiency of the SHH signalling pathway (Sonic Hedgehog SHH-D). It is characterized by severe cerebral and craniofacial abnormalities.

The regulation of SHH concentration is therefore crucial for correct craniofacial development.

Despite the recent identification of about 20 genes, 70% of cases of EHPE and craniofacial midline abnormalities of genetic origin do not have a molecular diagnosis. It is therefore important to continue the search for new candidate genes to improve the understanding of brain and facial development and to improve genetic counseling for these families.

The development of Next-Generation Sequencing (NGS) technologies opens up the possibility of studying the exome or even the genome in a single manipulation. The latter type of analysis is particularly well suited to the discovery of new genes and will therefore improve the care of patients and their families.";2021-02-10T00:00:00;Actual;Completed;2021-12-06T00:00:00;Actual;2020-12-28T00:00:00;2020-12-30T00:00:00;Observational;Retrospective;33.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['CHU Rennes'];2022-11-28;2021.0;2021.0;-44.0;before_start;299.0;academique;True;Completed;['fr'];;[];Genetic;;;;;;;;;;;
['clinical_trials'];False;NCT04231253;[{'type': 'org_study_id', 'id': '35RC19_8871_MUST-BE', 'source': 'clinical_trials'}];T Cell/B Cell Collaboration in Multiple Sclerosis: Exploring an Intimate Relationship;MUST-BE;This study, an ancillary to ABCD-SEP (NCT03744351), will be interested in more precisely characterizing circulating and infiltrating TH cells in Multiple Sclerosis whether at the transcriptomic level or at the functional level.;2019-02-25T00:00:00;Actual;Completed;2021-10-31T00:00:00;Actual;2020-01-13T00:00:00;2020-01-13T00:00:00;Observational;Other;90.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2019.0;2021.0;322.0;during_study;979.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT04008225;[{'type': 'org_study_id', 'id': '35RC15_9885', 'source': 'clinical_trials'}];Study of the Effects of Bronchoalveolar Lavage Liquid in the ARDS on the Functioning of the Neutrophil Polynuclear System;BALARDS;"Firstly, the study assesses the effect of bronchoalveolar lavage fluid (BAL) from patients in (acute respiratory distress syndrome (ARDS) on the life span of PNNs and on the phagocytosis of apoptotic cells by macrophages and polynuclear neutrophil (PNN).

Then, the effect of an antibody directed against ""high-mobility group box 1"" protein (HMGB1) and the effect of metformin on efferocytosis are studied.";2015-05-05T00:00:00;Actual;Completed;2016-05-05T00:00:00;Actual;2019-07-02T00:00:00;2019-07-02T00:00:00;Observational;Prospective;42.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2015.0;2016.0;1519.0;after_completion;366.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
['clinical_trials'];False;NCT03983590;[{'type': 'org_study_id', 'id': '35RC18_3054_ADA-PALLIA', 'source': 'clinical_trials'}];Analgesia Nociception Index (ANI) for Pain and Anxiety Assessment in Palliative Care : a Pilot Study in University Hospital of Rennes;ADA-Pallia;"The main objective of this study is to evaluate the correlation between ANI and pain scores and the correlation of ANI and anxiety scores in communicative patients in palliative care.

The chosen event with a risk of pain and/or anxiety is the first bed bath after admission. The secondary objectives aim to identify ANI score thresholds which would be predictive of pain and/or anxiety and to figure out some individual factors influencing ANI scores.";2018-11-02T00:00:00;Actual;Completed;2019-11-27T00:00:00;Actual;2019-06-06T00:00:00;2019-06-11T00:00:00;Observational;Prospective;10.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Centre Hospitalier Universitaire de Rennes'];2022-11-28;2018.0;2019.0;216.0;during_study;390.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03976765;[{'type': 'org_study_id', 'id': '35RC18_9723_RAC-TH', 'source': 'clinical_trials'}];Early Rehabilitation Program in Liver Transplant Surgery: Hospital Discharge at Day 7 in a Targeted Population;RAC-TH;Monocentric, prospective study to evaluate 10 liver transplanted patients;2018-12-17T00:00:00;Actual;Completed;2020-08-11T00:00:00;Actual;2019-06-04T00:00:00;2019-06-04T00:00:00;Observational;Prospective;10.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2018.0;2020.0;169.0;during_study;603.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03970785;[{'type': 'org_study_id', 'id': '35RC18_3046_FLUOGOD', 'source': 'clinical_trials'}];Intraoperative Fluorescence of Gangliogliomas and Neuroepithelial Dysembryoplastic Tumors;FLUOGOD;One of the key issues of tumour brain surgeries is to clearly define the borders of the tumor. The investigators proposed to evaluate the feasibility of intraoperative fluorescein guidance. Patients will be identified from the list of patients operated on under fluorescence to collect clinical datas. Surgical videos will be analyzed to assess the presence of intraoperative fluorescence and its subjectively judged intensity. MRI data will be extracted from the radiological reports to assess quality extraction. No additional data will be produced;2018-07-15T00:00:00;Actual;Completed;2019-05-15T00:00:00;Actual;2019-05-29T00:00:00;2019-05-29T00:00:00;Observational;Retrospective;7.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU Rennes'];2022-11-28;2018.0;2019.0;318.0;after_completion;304.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03936881;[{'type': 'org_study_id', 'id': '35RC19_30024_ADCACO', 'source': 'clinical_trials'}];Attitude of the Dentist to the Detection of Calcification of the Carotid Region on an Orthopantomogram;ADCACO;Observational study.;2019-05-06T00:00:00;Actual;Completed;2019-07-10T00:00:00;Actual;2019-04-30T00:00:00;2019-05-02T00:00:00;Observational;Retrospective;401.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2019.0;2019.0;-6.0;before_start;65.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03910868;[{'type': 'org_study_id', 'id': '35RC19_30018_TRANS-TAC', 'source': 'clinical_trials'}];Study of the Impact of P-gp, MRP2, ENT-1 and CNT3 on the Blood Concentration / Intra-PBMC Concentration of Tacrolimus in Liver and Kidney Transplant Patients;TRANS-TAC;Prospective and monocentric pharmacokinetic study;2020-07-16T00:00:00;Actual;Completed;2020-12-16T00:00:00;Actual;2019-04-04T00:00:00;2019-04-09T00:00:00;Observational;Prospective;60.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2020.0;2020.0;-469.0;before_start;153.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03888430;[{'type': 'org_study_id', 'id': '35RC18_3030_C-TOP', 'source': 'clinical_trials'}];Transcutaneous PCO2 Assessment During Intubation in ICU;C-TOP;PtcCO2 assessement during intubation in ICU. Comparison of three different preoxygenation methods.;2018-05-17T00:00:00;Actual;Completed;2019-04-13T00:00:00;Actual;2019-03-14T00:00:00;2019-03-21T00:00:00;Observational;Prospective;202.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Centre Hospitalier Universitaire de Rennes'];2022-11-28;2018.0;2019.0;301.0;during_study;331.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
['clinical_trials'];False;NCT03819855;[{'type': 'org_study_id', 'id': '35RC18_30015_SYNOLACTATES-PLUS', 'source': 'clinical_trials'}];External Validation of the RESAS (REnnes Septic Arthritis Score) Septic Arthritis Prognosis Score in an Acute Arthritis Cohort of Less Than 30 Days;SYNOLACTATES +;Observational study;2019-03-12T00:00:00;Actual;Completed;2021-02-15T00:00:00;Actual;2019-01-11T00:00:00;2019-01-24T00:00:00;Observational;Prospective;244.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2019.0;2021.0;-60.0;before_start;706.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03690271;[{'type': 'org_study_id', 'id': '35RC17_3083_DOPABIEB', 'source': 'clinical_trials'}];Study Programmed Intermittent Epidural Bolus (PIEB) vs PIEB: the Dose is it Variable According to the Patients;DOPABIEB;the main objective of this study is to compare the effectiveness of three groups of epidurals with three different programmed intermittent epidural bolus (PIEB)settings.;2017-12-01T00:00:00;Actual;Completed;2018-01-17T00:00:00;Actual;2018-09-21T00:00:00;2018-09-27T00:00:00;Observational;Prospective;170.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Centre Hospitalier Universitaire de Rennes'];2022-11-28;2017.0;2018.0;294.0;after_completion;47.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03687541;[{'type': 'org_study_id', 'id': '35RC18_3089_HEMO-CIH', 'source': 'clinical_trials'}];In-hospital Falls and Hemorrhagic Complications : a Descriptive Analysis in Rennes University Hospital;HEMO-CIH;"Anticoagulant and antiplatelet treatments have well defined indactions, with a clearly proved benefit, respectivly for prevention of arterial and venous emblism and for prevention of athermo-related arterial thrombosis.

Bleeding risk represents the main adverse effect of these antithrombotic medications. Then benefit-risk ratio is sometimes difficult to evaluate, especially for elderly patients prone to fall (incidence of falls estimated to 30% per year for patients over 65), exposed on the one hand to thromboembolic risk and on the other hand to bleeding risk.

Associations between falls and antithrombotic-related bleeding risk had already been evaluated in several studies :

Concerning anticoagulant treatments in patients at high risk of falls, retrospective studies shown a overrated risk of intracranial hemorrhage and mortality, but those results remain discordant wtih 3 major prospective studies on larger populations.
Concerning antiplatelet treatments in patients at high risk of falls, majority of retrospective studies reported an overrated risk of major bleeding, intracranial bleeding and mortality, but datas remain fewer than for anticoagulant and results are as well discordant with prospective studies.
No difference of morbi-mortality is clearly estalblished depending of antithrombotic treatment class (anticoagulant versus antiplatelet), however there is a cumulative risk in case of association of both anticoagulant and antiplatelet.
Main factors associated with fall-related bleeding for patients on anticoagulant include age, female sex, anemia, chronic kidney disease, dementia and polymedication.

Thus, the purpose of this study is to specify whether occurrence of falls justify to reconsider prescription of antithrombotic treatments in patients having an indication of antiplatelet or anticoagulant therapy.";2018-09-07T00:00:00;Actual;Completed;2018-10-10T00:00:00;Actual;2018-09-26T00:00:00;2018-09-26T00:00:00;Observational;Retrospective;157.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Centre Hospitalier Universitaire de Rennes'];2022-11-28;2018.0;2018.0;19.0;during_study;33.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03686540;[{'type': 'org_study_id', 'id': '35RC17_3042_ECMONOMY', 'source': 'clinical_trials'}];Costs of the Patient's Stay Under ExtraCorporeal Membrane Oxygenation From the Hospital Point of View: a Pilot Study at the Rennes University Hospital Center;ECMONOMY;The objective of this study is to determine the average cost of stay of a patient supported by ExtraCorporeal Membrane Oxygenation from the point of view of the hospital facility, during the hospitalization in which the ECMO was implanted.;2017-12-13T00:00:00;Actual;Completed;2017-12-13T00:00:00;Actual;2018-09-25T00:00:00;2018-09-26T00:00:00;Observational;Retrospective;620.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU Rennes'];2022-11-28;2017.0;2017.0;286.0;after_completion;0.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
['clinical_trials'];False;NCT03686527;[{'type': 'org_study_id', 'id': '35RC12_8974 AOMYOC', 'source': 'clinical_trials'}];Myocardial Function of the Setonis Aortic Valve Before and Beyond Valve;AOMYOC;"Study the consequences on heart muscle of the stenosis aortic valve before and after the replacement procedure, the repercussion on heart. Study the impact on the heart of ""sick"" valve can affect on ""well-being"" and prognosis in the year following the surgery.";2018-01-11T00:00:00;Actual;Completed;2019-01-11T00:00:00;Actual;2018-09-25T00:00:00;2018-09-26T00:00:00;Observational;Prospective;277.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU Rennes'];2022-11-28;2018.0;2019.0;257.0;during_study;365.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
