ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT02542800;;MULTIBRAIN_2;clinical_trials;;613.0;-24.0;;26.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;GIP Cyceron;;Basic Science;;;;;;2022-11-28;Completed;Completed;2017-06-02T00:00:00;Actual;2017.0;2015-09-04T00:00:00;2015-09-04T00:00:00;2015-09-28T00:00:00;;2015.0;Interventional;before_start;;ETUDE D'IMAGERIE PAR RESONANCE MAGNETIQUE FONCTIONNELLE CHEZ LE SUJET SAIN DES RELATIONS ENTRE MEMOIRE COLLECTIVE ET INDIVIDUELLE
;NCT02481453;;RAPAMI;clinical_trials;;922.0;-63.0;Randomized;44.0;Actual;2013-003485-14;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;CIC Paris Est _Hôpital Pitié Salpêtrière;;Treatment;;;;;;2022-11-28;Completed;Completed;2018-01-22T00:00:00;Actual;2018.0;2015-05-13T00:00:00;2015-06-23T00:00:00;2015-07-15T00:00:00;Actual;2015.0;Interventional;before_start;;"Étude de l'Effet de la Rapamycine Sur la Force Musculaire et la réponse Immunitaire au Cours de la Myosite à Inclusions: étude RAPAMI"""
;NCT02469350;;PARKGAME;clinical_trials;;829.0;-31.0;;10.0;Actual;;;;True;;True;False;True;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;ICM, CIC Neurosciences;;Other;;10.1186/s12984-018-0375-x;;;;2022-11-28;Completed;Completed;2017-10-04T00:00:00;Actual;2017.0;2015-05-28T00:00:00;2015-06-08T00:00:00;2015-06-28T00:00:00;Actual;2015.0;Interventional;before_start;;Feasibility and Acceptability Study of Serious Game Rehabilitation Program in Parkinson's Disease Patients With Resistant Gait and Balance Disorders
;NCT02408354;;HEMIHEP;clinical_trials;;721.0;-22.0;Randomized;10.0;Actual;;;;True;;True;False;True;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Groupe hospitalier Pitié Salpêtrière;;Treatment;;10.1186/s13023-017-0713-2;;;;2022-11-28;Completed;Completed;2017-04-05T00:00:00;Actual;2017.0;2015-03-24T00:00:00;2015-04-02T00:00:00;2015-04-15T00:00:00;Actual;2015.0;Interventional;before_start;;"""Etude Pilote, Comparative, Monocentrique, randomisée, en Cross Over, en Double Aveugle, Contre Placebo, Testant l'efficacité de l'Huile triheptanoïne Dans Les Hémiplégies Alternantes de l'Enfant"" HEMIHEP"
;NCT02346409;;CERESTIM;clinical_trials;;1108.0;-30.0;Non-Randomized;20.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;ICM;;Basic Science;;;;;;2022-11-28;Completed;Completed;2018-02-16T00:00:00;Actual;2018.0;2015-01-05T00:00:00;2015-01-20T00:00:00;2015-02-04T00:00:00;Actual;2015.0;Interventional;before_start;;Cerebello-thalamo-cortical Coupling in Essential Tremor: Effects of High Frequency tACS of the Cerebellum
;NCT02314208;;SPA-M;clinical_trials;;1069.0;-75.0;Randomized;12.0;Actual;;;;True;;False;False;False;Dietary Supplement;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Pitié-Salpêtrière Hospital;;Treatment;;;;;;2022-11-28;Completed;Completed;2018-01-01T00:00:00;Actual;2018.0;2014-11-14T00:00:00;2014-12-10T00:00:00;2015-01-28T00:00:00;;2015.0;Interventional;before_start;;Therapeutic Metabolic Intervention in Patients With Spastic Paraplegia SPG5
;NCT02267304;;MBBAnalgesic;clinical_trials;;1035.0;329.0;Randomized;37.0;Actual;2013-003487-31;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;CIC Neurologie GHPS;;Other;;;;;;2022-11-28;Completed;Completed;2016-08-30T00:00:00;Actual;2016.0;2014-09-24T00:00:00;2014-10-16T00:00:00;2013-10-30T00:00:00;Actual;2013.0;Interventional;during_study;;Etude Comparative Monocentrique, randomisée, en Cross Over, en Double Aveugle, Contre Placebo, de l'Action de la Morphine et de la Naloxone Dans un modèle Cognitif de Gestion Des Efforts Physiques
;NCT02236832;;ANALOG;clinical_trials;;2192.0;-184.0;Non-Randomized;130.0;Actual;;;;True;;False;False;False;Other;Undecided;IPD sharing will be only performed on individual request for a specified study.;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;ICM (Institut du cerveau et de la Moelle épinière);;Basic Science;;;;;;2022-11-28;Completed;Completed;2021-02-28T00:00:00;Actual;2021.0;2014-08-28T00:00:00;2014-09-09T00:00:00;2015-02-28T00:00:00;Actual;2015.0;Interventional;before_start;;Organisation du Cortex préfrontal ventrolatéral Pour l'Analogie: Approche Bimodale Chez le Sujet Sain et Chez le Patient Ayant un Syndrome Frontal.
;NCT02172677;;MULTIBRAIN_1;clinical_trials;;717.0;-134.0;;27.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;GIP Cyceron;;Basic Science;;;;;;2022-11-28;Completed;Completed;2016-10-14T00:00:00;Actual;2016.0;2014-06-16T00:00:00;2014-06-20T00:00:00;2014-10-28T00:00:00;;2014.0;Interventional;before_start;;ETUDE D'IMAGERIE PAR RESONANCE MAGNETIQUE FONCTIONNELLE CHEZ LE SUJET SAIN DES RELATIONS ENTRE MEMOIRE COLLECTIVE ET INDIVIDUELLE
;NCT02126384;;PNEUMOVACB;"clinical_trials;euctr";;504.0;-217.0;;9.0;Actual;2013-000850-23;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Centre d'Investigation Clinique, hôpital Necker Enfants Malades;;Basic Science;;;;;;2022-11-28;Completed;Completed;2016-04-05T00:00:00;Actual;2016.0;2014-04-15T00:00:00;2014-04-29T00:00:00;2014-11-18T00:00:00;Actual;2014.0;Interventional;before_start;;Analysis of the Response of Healthy Adults to a 23-valent Pneumococcal Polysaccharide Vaccine to Identify the B Cell Subsets Responsible for the Production of IgM, IgG2 and IgA Anti-pneumococcal Capsular Polysaccharides
;NCT02113943;;MBBCitalopram;clinical_trials;;61.0;-21.0;;24.0;Actual;2013-003496-35;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;CIC Neurologie GHPS;;;;;;;;2022-11-28;Completed;Completed;2014-06-28T00:00:00;Actual;2014.0;2014-04-07T00:00:00;2014-04-11T00:00:00;2014-04-28T00:00:00;;2014.0;Interventional;before_start;;Etude Comparative Monocentrique, randomisée, en Cross-over, en Double Aveugle, Contre Placebo, de l'Action du Citalopram Sur Les paramètres Cognitifs de la Motivation
;NCT02102737;;GLUCIMAG2;"clinical_trials;euctr";;1415.0;-49.0;;40.0;Actual;2013-003526-92;;;True;;False;False;False;Procedure;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Hôpital Michallon . CHU Grenoble;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2018-03-28T00:00:00;Actual;2018.0;2014-03-25T00:00:00;2014-04-02T00:00:00;2014-05-13T00:00:00;Actual;2014.0;Interventional;before_start;;Comparaison d'Une Nouvelle Technique de Mesure de l'insulinorésistance Par Scintigraphie Avec la Technique de référence : Utilisation du 6-DIG Comme Marqueur du Transport du Glucose.
;NCT02101398;;;clinical_trials;;665.0;-195.0;Randomized;5.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Hôpital Raymond Poincaré;;Treatment;;;;;;2022-11-28;Completed;Completed;2016-07-28T00:00:00;Actual;2016.0;2014-03-21T00:00:00;2014-03-28T00:00:00;2014-10-02T00:00:00;Actual;2014.0;Interventional;before_start;;Etude de l'Effet de Stimulations transcrâniennes en Courant Continu (tDCS) Sur Les Performances en dénomination Chez le Sujet Aphasique à Moins d'un an de Son Accident Vasculaire cérébral : Comparaison de 5 Configurations de Stimulation
;NCT02078076;;;clinical_trials;;883.0;-25.0;;22.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Service de médecin nucléaire / CHU Nancy Brabois;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2015-11-28T00:00:00;Actual;2015.0;2013-06-03T00:00:00;2014-03-03T00:00:00;2013-06-28T00:00:00;;2013.0;Interventional;before_start;;IRM Cardiaque en Respiration Libre Pour Des Patients Atteints de Dystrophinopathie sévère
;NCT02052271;;ELECTRE2;clinical_trials;;1393.0;-126.0;Randomized;16.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Institut du Cerveau et de la Moelle, Hôpital Pitié-Salpétrière;;Other;;;;;;2022-11-28;Completed;Completed;2018-03-27T00:00:00;Actual;2018.0;2014-01-28T00:00:00;2014-01-30T00:00:00;2014-06-03T00:00:00;Actual;2014.0;Interventional;before_start;;Thérapeutique expérimentale du Tremblement Essentiel Par la Stimulation Transcranienne Par Courant Direct (tDCS) du Cortex Cerebelleux
;NCT02051413;;DEPARRESTCLIN;clinical_trials;;1560.0;-27.0;;67.0;Actual;2013-004326-29;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;CHU de Bicetre;;Treatment;;;;;;2022-11-28;Completed;Completed;2018-05-28T00:00:00;Actual;2018.0;2014-01-22T00:00:00;2014-01-30T00:00:00;2014-02-18T00:00:00;Actual;2014.0;Interventional;before_start;;Beta-arrestins and Response to Venlafaxine in Major Depressive Disorder
;NCT01882062;;TRIHEP2;clinical_trials;641.0;61.0;21.0;;10.0;Actual;;;2015-04-30T00:00:00;True;False;True;True;True;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Brain and Spine Institute;;Treatment;;10.1212/wnl.0000000000001214;;2015-04-30T00:00:00;2016-02-24T00:00:00;2022-11-28;Completed;Completed;2013-07-28T00:00:00;Actual;2013.0;2013-06-18T00:00:00;2013-06-19T00:00:00;2013-05-28T00:00:00;;2013.0;Interventional;during_study;;
;NCT01880151;;ESTIMATE;clinical_trials;;2026.0;-28.0;Randomized;87.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Institute of Memory and Alzheimer's Disease, Pitie-Salpetriere Hospital;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2019-01-28T00:00:00;Actual;2019.0;2013-06-14T00:00:00;2013-06-17T00:00:00;2013-07-12T00:00:00;Actual;2013.0;Interventional;before_start;;NEw approacheS for The dIagnosis of AlzeiMer's diseAse Through neuroElectrical Changes in the Brain
;NCT01579435;;ELECTRE;clinical_trials;;365.0;-23.0;Randomized;12.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Institut du Cerveau et de la Moelle, Hôpital Pitié-Salpétrière;;Basic Science;;;;;;2022-11-28;Completed;Completed;2013-04-28T00:00:00;Actual;2013.0;2012-04-05T00:00:00;2012-04-16T00:00:00;2012-04-28T00:00:00;;2012.0;Interventional;before_start;;Thérapeutique expérimentale du Tremblement Essentiel Par la Stimulation Trans-crânienne Par Courant Direct (tDCS) du Cortex cérébelleux et du Cortex Moteur. Etude Exploratoire.
;NCT01552044;;;clinical_trials;;397.0;17.0;Randomized;17.0;Actual;2011-003046-40;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Hotel-Dieu of Paris;;Treatment;;;;;;2022-11-28;Completed;Completed;2013-02-28T00:00:00;Actual;2013.0;2012-02-14T00:00:00;2012-03-08T00:00:00;2012-01-28T00:00:00;;2012.0;Interventional;during_study;;Evaluation de la Spironolactone Dans le Traitement Des choriorétinites séreuses Centrales Non résolutives à Trois Mois
;NCT01531036;;;clinical_trials;;701.0;407.0;;33.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Curie Cancer Institute;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2012-11-28T00:00:00;Actual;2012.0;2012-02-08T00:00:00;2012-02-09T00:00:00;2010-12-28T00:00:00;;2010.0;Interventional;during_study;;Imagerie 3D d'élasticité du Sein Par échographie Ultrarapide au Cours d'un Traitement Par chimiothérapie néoadjuvante.
;NCT01508494;;COGICRehab;clinical_trials;;1820.0;2.0;Randomized;47.0;Actual;2010-024313-32;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Service de Neurologie, CHU Toulouse Purpan;;Treatment;;;;;;2022-11-28;Completed;Completed;2016-06-22T00:00:00;Actual;2016.0;2011-07-01T00:00:00;2012-01-11T00:00:00;2011-06-29T00:00:00;Actual;2011.0;Interventional;during_study;;Evaluation de l'efficacité de la Galantamine Versus Placebo associée à Une Revalidation Neuropsychologique Chez Des Patients présentant un Trouble Cognitif après un Premier Infarctus cérébral : étude en Neuroimagerie Fonctionnelle
;NCT01490489;;EGEVE;clinical_trials;;1341.0;150.0;;142.0;Actual;;;;True;False;True;False;True;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Clinical investigation center of the Grenoble University Hospital;;Other;;17531315;;;;2022-11-28;Completed;Completed;2015-03-13T00:00:00;Actual;2015.0;2011-12-08T00:00:00;2011-12-09T00:00:00;2011-07-11T00:00:00;Actual;2011.0;Interventional;during_study;;EG-VEGF (Endocrine Gland-derived Vascular Endothelial Growth Factor) in Normal and Pathological Pregnancies: Potential Marker of Pre-eclampsia and / or Intrauterine Growth Restriction
;NCT01489592;;CURHEP;clinical_trials;;152.0;41.0;Randomized;18.0;Actual;2011-001925-26;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Centre d'Investigation Clinique (CIC) , 2 rue Henri Le Guilloux , CHU Pontchaillou;;Basic Science;;;;;;2022-11-28;Completed;Completed;2012-03-28T00:00:00;Actual;2012.0;2011-12-08T00:00:00;2011-12-08T00:00:00;2011-10-28T00:00:00;;2011.0;Interventional;during_study;;Effect of Curcumin on Iron Metabolism in Healthy Volunteer
;NCT01331876;;TOC TOC;clinical_trials;;1004.0;152.0;Non-Randomized;35.0;Actual;;;;True;;False;False;False;Behavioral;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Pitié-Salpêtrière hospital;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2012-07-28T00:00:00;Actual;2012.0;2010-03-29T00:00:00;2011-04-07T00:00:00;2009-10-28T00:00:00;;2009.0;Interventional;during_study;;Evaluation and Comparison of Cerebral Activities Modifications Associated With Two Different Cognitive and Behavioral Therapies for Obsessive Compulsive Disorder Patients
;NCT01188525;;CIME1;clinical_trials;;334.0;-50.0;;10.0;Actual;2009-014866-24;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Center of clinical investigation;;Treatment;;;;;;2022-11-28;Completed;Completed;2011-07-28T00:00:00;Actual;2011.0;2010-07-09T00:00:00;2010-08-24T00:00:00;2010-08-28T00:00:00;;2010.0;Interventional;before_start;;Pharmacokinetic of Ten Parent Drugs and Their Metabolits in Order to Characterise Individual Metabolic Profile
;NCT01089387;;INSTIN;clinical_trials;;1765.0;-72.0;;18.0;Actual;;;;True;;True;False;True;Biological;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;CHU Henri Mondor-Albert Chenevier-Centre Intercommunal de Créteil;;Treatment;;10.1016/j.euf.2017.06.009;;;;2022-11-28;Completed;Completed;2015-03-28T00:00:00;Actual;2015.0;2010-03-17T00:00:00;2010-03-17T00:00:00;2010-05-28T00:00:00;;2010.0;Interventional;before_start;;Intracavernous Bone Marrow Stem-cell Injection for Post Prostatectomy Erectile Dysfunction
;NCT00445575;;PROFIDYS;clinical_trials;;3791.0;-136.0;Randomized;80.0;Actual;;;;False;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;"Germany;France;Netherlands;Belgium";"Hopital Cochin;Cliniques Universitaires Saint Luc;Hopital E Herriot;Hospital Benjamin Franklin;Leids Universitair Medisch Centrum;Hopital Lariboisiere;Cologne Clinical Centre;Heildeberg Clinical Centre";;Treatment;;;;;;2022-11-28;Completed;Completed;2017-12-07T00:00:00;Actual;2017.0;2007-03-08T00:00:00;2007-03-08T00:00:00;2007-07-22T00:00:00;Actual;2007.0;Interventional;before_start;;Effect of Risedronate on Bone Morbidity in Fibrous Dysplasia of Bone
;NCT03005652;;SCD-WELL;clinical_trials;;515.0;-126.0;Randomized;168.0;Actual;;;;False;;True;False;True;Behavioral;No;;Institut National de la Santé Et de la Recherche Médicale, France;academique;"Germany;France;Spain;United Kingdom";"The Consorci Institut D'Investigacions Biomediques August Pi i Sunyer (IDIBAPS);The Division of Psychiatry at University College London (UCL).;The Clinical Research Memory Centre of Lyon (CMRR), department of the University Hospitals of Lyon - Hospices Civils de Lyon (HCL);The Department of Psychiatry at University of Cologne (UKK)";;Other;;10.1186/s13195-022-01057-w;;;;2022-11-28;Completed;Completed;2018-09-18T00:00:00;Actual;2018.0;2016-12-16T00:00:00;2016-12-28T00:00:00;2017-04-21T00:00:00;Actual;2017.0;Interventional;before_start;;A Multicenter Randomized Superiority Study To Compare The Effects Of An 8-Weeks Mindfulness-based Intervention Versus Health Education Programme On Mental Health And Wellbeing In Individuals With Subjective Cognitive Decline
;NCT01842477;;OrthoCT1;clinical_trials;;983.0;-39.0;;30.0;Actual;2011-005441-13;;;False;;False;False;False;Procedure;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;"Germany;France;Spain;Italy";"Department of Orthopaedic Trauma, University of Ulm;Depatment of Orthopaedic Surgery, Hôpital Henri Mondor;Istituto Ortopedico Rizzoli, Bologna;Department of Orthopaedic Surgery, CHRU Tours;Servicio de Cirugía Ortopédica y Traumatología ""A"", Hospital La Paz";;Treatment;;;;;;2022-11-28;Completed;Completed;2016-02-05T00:00:00;Actual;2016.0;2013-04-19T00:00:00;2013-04-24T00:00:00;2013-05-28T00:00:00;;2013.0;Interventional;before_start;;Evaluation of Efficacy and Safety of Autologous MSCs Combined to Biomaterials to Enhance Bone Healing in Patients With Delayed Consolidation After Long Bone Fracture Requiring Graft Apposition or Alternative Orthobiologics
;NCT02658253;;PRIMALVAC;clinical_trials;;1120.0;-21.0;Randomized;68.0;Actual;2015-002246-31;;;False;;True;False;True;Biological;No;;Institut National de la Santé Et de la Recherche Médicale, France;academique;"Burkina Faso;France";"CIC 1417;CNRFP";;Prevention;;10.3389/fimmu.2021.634508;;;;2022-11-28;Completed;Completed;2019-02-21T00:00:00;Actual;2019.0;2016-01-07T00:00:00;2016-01-14T00:00:00;2016-01-28T00:00:00;;2016.0;Interventional;before_start;;Phase Ia/Ib, Randomized, Double Blinded, Dose Escalation Trial to Evaluate the Safety and Immunogenicity in Healthy European and Burkinabe Adults of a Placental Malaria Vaccine Candidate (PRIMVAC) Formulated With Alhydrogel ® or GLA-SE
;NCT01688453;;PRALIMAP-INES;clinical_trials;;1309.0;132.0;Randomized;1689.0;Actual;;;;True;;True;False;True;Behavioral;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;School;;Prevention;;10.1016/j.ypmed.2021.106668;;;;2022-11-28;Completed;Completed;2015-11-28T00:00:00;Actual;2015.0;2012-09-07T00:00:00;2012-09-14T00:00:00;2012-04-28T00:00:00;Actual;2012.0;Interventional;during_study;;Reduction of Inequalities in Overweight and Obesity Management Care Access Among High School Adolescents
;NCT02656407;;FUSIMAGINE;clinical_trials;;748.0;-56.0;;23.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Pitié Salpetriere Hospital;;Health Services Research;;;;;;2022-11-28;Completed;Completed;2018-02-28T00:00:00;Actual;2018.0;2015-12-17T00:00:00;2016-01-12T00:00:00;2016-02-11T00:00:00;Actual;2016.0;Interventional;before_start;;Doppler Ultrasonore Ultrasensible Peropératoire du Cerveau - Vers Une Aide Temps Reel à la Cartographie Corticale Fonctionnelle
;NCT02428816;;MultiPAMS;clinical_trials;;1281.0;4.0;Non-Randomized;94.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Inserm Umr 825;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2016-07-28T00:00:00;Actual;2016.0;2013-01-28T00:00:00;2015-04-23T00:00:00;2013-01-24T00:00:00;Actual;2013.0;Interventional;during_study;;Evaluation and Validation of a Multimodal MRI Neuroimaging Method: Application to Differential Diagnosis and Disease Progression in Parkinsonian Syndromes
;NCT02650427;;HCC-DPPIV;clinical_trials;;943.0;-68.0;;14.0;Actual;2015-002968-17;;;True;;False;False;False;Drug;No;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Pitié-Salpêtrière Hospital;;Treatment;;;;;;2022-11-28;Completed;Completed;2018-09-28T00:00:00;Actual;2018.0;2015-12-22T00:00:00;2016-01-06T00:00:00;2016-02-28T00:00:00;Actual;2016.0;Interventional;before_start;;A Pilot Study to Evaluate the Safety of a 3 Weeks Sitagliptin Treatment in HCC Patients Undergoing Liver Resection
