ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT03115723;;ACIRA-REHOSP;clinical_trials;;366.0;451.0;;11487.0;Actual;;;;True;;False;False;False;Procedure;No;;University Hospital, Bordeaux;academique;France;"CH de Mont de Marsan;CH de Pau;CH de Perigueux;Clinique de St Augustin;Hôpital privé St Martin;Clinique de Caudéran les pins-francs;GCS Bayonne;CH de Libourne;Clinique Esquirol St Hilaire;CHU de Bordeaux;Clinique cardiologique d'Aressy";;;;;;;;2022-11-28;Completed;Completed;2017-01-15T00:00:00;Actual;2017.0;2017-04-10T00:00:00;2017-04-10T00:00:00;2016-01-15T00:00:00;Actual;2016.0;Observational;after_completion;Prospective;Frequency and Characteristics of Rehospitalizations During One Year After Percutaneous Coronary Intervention and Coronary Angiography - Results of the ACIRA Registry, Aquitaine Region
;NCT01237574;;CALMET;clinical_trials;;3672.0;-29.0;;527.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;"CHU Clermont-Ferrand - Hôpital Estaing;CH Pierre Oudot;CHRU de Tours - Hôpital Trousseau;APHM - Hôpital La Conception;CHU de Rouen;APHP - Hôpital Jean Verdier;CHR Orléans - Hôpital La Source;APHP - Hôpital Saint-Antoine;APHP Hôpital Cochin;APHP - Hôpital Pitié Salpetrière;CHU de Toulouse - Hôpital Purpan;CHU de Nancy - Hôpital de Brabois;CH de Perpignan - Hôpital Saint-Jean;CH de Limoges - Hôpital Dupuytren;CHRU de Poitiers;CHU de Caen;CHU de Nice - Hôpital Archet 2;CH de Montauban;CHU de Besançon - Hôpital Jean Minjoz;CHU de Brest - Hôpital La Cavale Blanche;APHP- CHU Henri Mondor;APHP - Hôpital Paul Brousse;CHRU de Strasbourg - Nouvel Hôpital Civil;CHU de Grenoble - Hôpital Albert Michallon;GH-ICL - Hôpital Saint Philibert;APHP - Hôpital Tenon;HCL - Hôpital Hôtel Dieu;CHU de Bordeaux - Hôpital du Haut-Lévêque;Hôpital Saint-Joseph;CHU de Reims - Hôpital Robert Debré;APHP - Hôpital Bicêtre;CHU d'Angers;CH Le Mans;CH de Chateauroux;CH Laennec;Hôpital Carémeau";;;;;;;;2022-11-28;Completed;Completed;2020-12-12T00:00:00;Actual;2020.0;2010-10-25T00:00:00;2010-11-08T00:00:00;2010-11-23T00:00:00;Actual;2010.0;Observational;before_start;Prospective;Multicentre Prospective Cohort Study of Patients With Chronic Alcoholic and/or Metabolic Liver Disease
;NCT02411669;;MoSTRA;clinical_trials;;1188.0;364.0;;950.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;"CH Côte de Lumière;Clinique Saint Charles;CH de Dinan;Maison de santé Marie Galène;CH de Givors;Centre orthopédique médico-chirurgical;Centre François Baclesse;CH d'Agen;CH de Redon;CHU de Caen;CH de Vannes;CH de St Brieuc;Clinique du Val d'Ouest;Clinique du Parc;CHD de La Roche Sur Yon;Hôpital Privé Saint Martin;CH de Guingamp;CHU de Rennes;CH de Crest;CH intercommunal de Quimper;CH du Haut-Bugey;CH de Vitré;CHU de Bordeaux;CH de Chambéry;Clinique Saint Vincent;CH de Joigny;Clinique Saint Anne;Polyclinique Côte Basque Sud";;;;;;;;2022-11-28;Completed;Completed;2017-06-28T00:00:00;Actual;2017.0;2015-03-27T00:00:00;2015-04-02T00:00:00;2014-03-28T00:00:00;Actual;2014.0;Observational;during_study;Cross-Sectional;Effectiveness and Determinants of Effectiveness of Implementation of Tools for the Development of Patient Centred Care at Hospital
;NCT03191175;;InflammoVIH;clinical_trials;;170.0;-19.0;;55.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;Service d'immunologie;;;;;;;;2022-11-28;Completed;Completed;2017-12-20T00:00:00;Actual;2017.0;2017-06-14T00:00:00;2017-06-14T00:00:00;2017-07-03T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Residual Immune Activation in HIV-infected Patients on Successful cART: Association Between Inflammasome Activation in Monocytes by Circulating Metabolites and Non AIDS Defining Comorbidities
;NCT01196832;;FIREBROB;clinical_trials;;1908.0;-283.0;;115.0;Actual;;;;True;;True;False;True;Procedure;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;10.1016/j.jaci.2015.08.043;;;;2022-11-28;Completed;Completed;2016-05-31T00:00:00;Actual;2016.0;2010-06-01T00:00:00;2010-09-06T00:00:00;2011-03-11T00:00:00;Actual;2011.0;Observational;before_start;Prospective;Role of Fibrocytes in the Bronchial Remodeling of Chronic Obstructive Pulmonary Disease
;NCT02492581;;USE-PACT;clinical_trials;;790.0;-242.0;;700.0;Actual;;;;True;;False;False;False;Drug;;;University of Bordeaux;academique;France;University of Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2018-04-28T00:00:00;Actual;2018.0;2015-07-01T00:00:00;2015-07-03T00:00:00;2016-02-28T00:00:00;Actual;2016.0;Observational;before_start;Prospective;Use of Selincro and Impact on Usual Practice
;NCT01136213;;SEROTAMS;clinical_trials;;2161.0;28.0;;53.0;Actual;;;;True;;False;False;False;Radiation;;;University Hospital, Bordeaux;academique;France;"CHU Limoges;CHU de Toulouse;CHU de Bordeaux";;;;;;;;2022-11-28;Completed;Completed;2016-03-28T00:00:00;Actual;2016.0;2010-05-26T00:00:00;2010-06-02T00:00:00;2010-04-28T00:00:00;Actual;2010.0;Observational;during_study;Cross-Sectional;Morphological and Functional Investigation of the Serotoninergic System in Multiple System Atrophy: a 18F-MPPF PET Study
;NCT02568371;;bio-Share;clinical_trials;;786.0;-4.0;;1997.0;Actual;;;;True;;False;False;False;;;;University Hospital, Bordeaux;academique;France;Centre Hospitalier Universitaire de Bordeaux - PELLEGRIN;;;;;;;;2022-11-28;Completed;Completed;2017-11-30T00:00:00;Actual;2017.0;2015-10-02T00:00:00;2015-10-02T00:00:00;2015-10-06T00:00:00;Actual;2015.0;Observational;before_start;Prospective;Biobank Based on the i-Share Student Cohort
;NCT02334930;;PEC-Hem;clinical_trials;;275.0;-127.0;;13.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2016-01-28T00:00:00;Actual;2016.0;2014-12-22T00:00:00;2015-01-06T00:00:00;2015-04-28T00:00:00;;2015.0;Observational;before_start;Prospective;Evaluation of New Biomarkers Predictive of Efficacy Betablockers in PEComa and Vascular Pediatric Tumors
;NCT04657419;;COFATSOM;clinical_trials;;97.0;-91.0;;60.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-06-13T00:00:00;Actual;2021.0;2020-12-07T00:00:00;2020-12-07T00:00:00;2021-03-08T00:00:00;Actual;2021.0;Observational;before_start;Prospective;Fatigue and Sleep in Patients With COVID-19
;NCT04547751;;HOMACHI;clinical_trials;;244.0;-239.0;;13.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;CH Mayotte;;;;;;;;2022-11-28;Completed;Completed;2021-02-05T00:00:00;Actual;2021.0;2019-10-11T00:00:00;2020-09-10T00:00:00;2020-06-06T00:00:00;Actual;2020.0;Observational;before_start;Retrospective;"Hospitalisations of Teenagers and Young Adulthoods in Mayotte After Consumption of an Illegal Drug Called "" Chimique "", Which Substances Are Incriminated ? : HOMACHI"
;NCT04726735;;IMMUN VESSIE;clinical_trials;;59.0;309.0;;100.0;Actual;;;;True;;False;False;False;Biological;No;;University Hospital, Bordeaux;academique;France;Centre Hospitalier Universitaire de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2020-05-14T00:00:00;Actual;2020.0;2021-01-19T00:00:00;2021-01-25T00:00:00;2020-03-16T00:00:00;Actual;2020.0;Observational;after_completion;Retrospective;Evaluation of PD-L1 Expression and Immune Infiltration in High-risk Non Muscle Invasive Bladder Cancer
;NCT04336371;;VECUCHIR;clinical_trials;;480.0;-58.0;;98.0;Actual;;;;True;;False;False;False;Diagnostic Test;No;;University Hospital, Bordeaux;academique;France;Hôpital Saint-André - CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-09-20T00:00:00;Actual;2021.0;2020-03-31T00:00:00;2020-04-06T00:00:00;2020-05-28T00:00:00;Actual;2020.0;Observational;before_start;Prospective;Exploratory Prospective of Experienced by Patients in the Surgery of Skin Cancers of the Face in Interventional Dermatology Department
;NCT04325373;;AAA-IT;clinical_trials;;433.0;109.0;;40.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;CHU Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-01-27T00:00:00;Actual;2021.0;2020-03-09T00:00:00;2020-03-26T00:00:00;2019-11-21T00:00:00;Actual;2019.0;Observational;during_study;Retrospective;Study of Thrombotic Complications After Abdominal Aortic Aneurysm Surgery With or Without Infection: AAA-IT
;NCT04269759;;BUCCOMATER;clinical_trials;;119.0;270.0;;117.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2019-09-09T00:00:00;Actual;2019.0;2020-02-07T00:00:00;2020-02-11T00:00:00;2019-05-13T00:00:00;Actual;2019.0;Observational;after_completion;Prospective;Oral State and Knowledge, Attitudes and Practices of Pregnant Women on Their Oral Health and That of Their Unborn Child
;NCT04223414;;REVANI;clinical_trials;;148.0;-23.0;;66.0;Actual;;;;True;;False;False;False;Device;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2020-06-25T00:00:00;Actual;2020.0;2020-01-06T00:00:00;2020-01-08T00:00:00;2020-01-29T00:00:00;Actual;2020.0;Observational;before_start;Prospective;Ability of Changes in Analgesia Nociception Index to Assess the Stroke Volume Effects of a Volume Expansion of 250ml of Crystalloid in the Operating Room. REVANI Trial
;NCT04222374;;Uro-DNA - GWAS;clinical_trials;;143.0;-1.0;;200.0;Actual;;;;True;;False;False;False;Procedure;No;;University Hospital, Bordeaux;academique;France;Centre Hospitalier Universitaire de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2020-05-01T00:00:00;Actual;2020.0;2019-12-09T00:00:00;2020-01-06T00:00:00;2019-12-10T00:00:00;Actual;2019.0;Observational;before_start;Prospective;Uro-DNA Collection for Expanded Genome-Wide Association Study (GWAS) of Renal Cell Carcinoma (RCC) (Uro-DNA - GWAS)
;NCT04078984;;PMVS;clinical_trials;;536.0;-28.0;;45.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Hôpital Haut-Lévêque;;;;;;;;2022-11-28;Completed;Completed;2021-03-16T00:00:00;Actual;2021.0;2019-08-30T00:00:00;2019-09-04T00:00:00;2019-09-27T00:00:00;Actual;2019.0;Observational;before_start;Prospective;Evaluation of a Relationship Between Driving Pressure in Pressure Support Ventilation (PSV) and Mechanical Ventilation Weaning Time on Post-ARDS Patients
;NCT04026035;;PCRDial;clinical_trials;;217.0;-16.0;;51.0;Actual;;;;True;;False;False;False;;;;University Hospital, Bordeaux;academique;France;Hôpital Pellegrin - service de néphrologie, transplantation, dialyse et aphérèses;;;;;;;;2022-11-28;Completed;Completed;2020-03-05T00:00:00;Actual;2020.0;2019-07-16T00:00:00;2019-07-16T00:00:00;2019-08-01T00:00:00;Actual;2019.0;Observational;before_start;Prospective;PCR Technic Evaluation in the Microbial Diagnostic of Septicemia in Hemodialysis Patients With Catheter.
;NCT03499301;;CHRODOLURG;clinical_trials;;31.0;76.0;;292.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;Hôpital Pellegrin - Service des urgences adultes;;;;;;;;2022-11-28;Completed;Completed;2018-02-03T00:00:00;Actual;2018.0;2018-03-20T00:00:00;2018-04-13T00:00:00;2018-01-03T00:00:00;Actual;2018.0;Observational;after_completion;Prospective;Description of Chronic Pain in Emergencies Room and Medical Care Modalities
;NCT03472794;;Sav-AQ;clinical_trials;;458.0;-44.0;;35.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Institut Bergonié;;;;;;;;2022-11-28;Completed;Completed;2019-06-17T00:00:00;Actual;2019.0;2018-01-31T00:00:00;2018-03-13T00:00:00;2018-03-16T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Adaptation of a Knowledges Exchange Portal (KEP) Between Healers and Patients : Study of Obstacles and Sources to the Use of a KEP in the Case of Women Affected by a Breast Cancer in Nouvelle Aquitaine(Sav-AQ)
;NCT03761654;;SAH-STRAIN;clinical_trials;;730.0;-34.0;;117.0;Actual;;;;True;;False;False;False;Diagnostic Test;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-01-01T00:00:00;Actual;2021.0;2018-11-29T00:00:00;2018-11-30T00:00:00;2019-01-02T00:00:00;Actual;2019.0;Observational;before_start;Prospective;Detection of Myocardial Dysfunction in Non-severe Subarachnoid Hemorrhage (WFNS 1-2) Using Speckle-tracking Echocardiography (STRAIN)
;NCT03753828;;MucoFong2;clinical_trials;;457.0;426.0;;57.0;Actual;;;;True;;False;False;False;;;;University Hospital, Bordeaux;academique;France;University Hospital, Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2018-10-13T00:00:00;Actual;2018.0;2018-09-12T00:00:00;2018-11-22T00:00:00;2017-07-13T00:00:00;Actual;2017.0;Observational;during_study;Retrospective;Estimated Impact of Fungal Colonization in Cystic Fibrosis From Secondary Exploitation of MucoFong Database.
;NCT03726632;;GERIATOX;clinical_trials;;121.0;557.0;;122.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;Centre Anti Poision du CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2017-08-02T00:00:00;Actual;2017.0;2018-10-12T00:00:00;2018-10-29T00:00:00;2017-04-03T00:00:00;Actual;2017.0;Observational;after_completion;Prospective;Causality of Poisoning of the Elderly: Prospective Study Based on Data From the Poison Control Centre of Bordeaux Over 5 Months
;NCT03702569;;FLUID-STRAIN;clinical_trials;;820.0;-47.0;;77.0;Actual;;;;True;;False;False;False;Diagnostic Test;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-02-17T00:00:00;Actual;2021.0;2018-10-04T00:00:00;2018-10-10T00:00:00;2018-11-20T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Myocardial Effects of Volume Expansion Evaluated Using Speckle-Tracking (STRAIN) in Intensive Care Unit Patients
;NCT03696420;;PROBA-VIM;clinical_trials;;0.0;-58.0;;1.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Bordeaux University Hospital;;;;;;;;2022-11-28;Completed;Completed;2018-11-30T00:00:00;Actual;2018.0;2018-10-03T00:00:00;2018-10-03T00:00:00;2018-11-30T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Probabilistic Determination of the Ventro-intermediate Nucleus of the Thalamus (VIM) Coordinates From Radio-anatomical Landmarks on 1.5 Tesla MRI
;NCT03665181;;ECTOPIC;clinical_trials;;756.0;-25.0;;23.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;CHU Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2020-10-27T00:00:00;Actual;2020.0;2018-09-07T00:00:00;2018-09-10T00:00:00;2018-10-02T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Crystalline Exposition During Pediatric Cranial CT Imaging
;NCT03269500;;AlimAge;clinical_trials;;336.0;-8.0;;42.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Bordeaux University Hospital;;;;;;;;2022-11-28;Completed;Completed;2018-08-07T00:00:00;Actual;2018.0;2017-08-28T00:00:00;2017-08-30T00:00:00;2017-09-05T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Evaluation of the Applicability of Personalized Tools About Nutrition Education for Malnourished Older People
;NCT03266523;;VERTIM;clinical_trials;;73.0;-83.0;;418.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Hopital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2017-12-15T00:00:00;Actual;2017.0;2017-07-12T00:00:00;2017-08-25T00:00:00;2017-10-03T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Pilot Study on the Influence of the Integration of Natural Images, According to Various Esthetic Approaches, in the Waiting Rooms of Imaging on the Anxiety Felt by the Patients
;NCT03182387;;KIDNAP;clinical_trials;;1186.0;-75.0;;69.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;Hôpital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2020-11-19T00:00:00;Actual;2020.0;2017-06-07T00:00:00;2017-06-07T00:00:00;2017-08-21T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Evaluation du Dosage de l'Amylase Dans le Liquide Broncho Alveolaire Dans le Diagnostic précoce de la Pneumopathie d'Inhalation Infectieuse du Sujet Comateux intubé-ventilé.
;NCT03177733;;;clinical_trials;;376.0;-18.0;;8.0;Actual;;;;True;;False;False;False;Procedure;Undecided;;Maison de Santé Prostestante de Bordeaux Bagatelle;industriel;France;Maison de Santé Protestante de Bordeaux-Bagatelle;;;;;;;;2022-11-28;Completed;Completed;2018-07-01T00:00:00;Actual;2018.0;2017-06-02T00:00:00;2017-06-02T00:00:00;2017-06-20T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Evaluation of a Breast Double Block Analgesia for the Mastectomy With Radical Axillary Lymphadenectomy Surgery
;NCT03032913;;PANC-CTC;clinical_trials;;271.0;-54.0;;52.0;Actual;;;;True;;False;False;False;Procedure;No;;University Hospital, Bordeaux;academique;France;Chu de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2017-11-13T00:00:00;Actual;2017.0;2016-12-23T00:00:00;2017-01-24T00:00:00;2017-02-15T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Diagnostic Accuracy of Circulating Tumor Cells (CTCs) and Onco-exosome Quantification in the Diagnosis of Pancreatic Cancer - PANC-CTC
;NCT03012633;;FILYTHO;clinical_trials;;184.0;-4.0;;30.0;Actual;;;;True;;False;False;False;Device;No;;University Hospital, Bordeaux;academique;France;BORDEAUX UNIVERSITY HOSPITAL Haut Lévêque;;;;;;;;2022-11-28;Completed;Completed;2017-07-12T00:00:00;Actual;2017.0;2017-01-05T00:00:00;2017-01-05T00:00:00;2017-01-09T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Rapid Diagnostic of Hyperfibrinolysis in Liver Transplantation
;NCT02995525;;PEDIACHROII;clinical_trials;;547.0;-48.0;;68.0;Actual;;;;True;False;True;False;True;;No;;University Hospital, Bordeaux;academique;France;Centre hospitalier Universitaire de Bordeaux;;;;10.1093/bja/aew260;;;;2022-11-28;Completed;Completed;2018-06-28T00:00:00;Actual;2018.0;2016-11-10T00:00:00;2016-12-13T00:00:00;2016-12-28T00:00:00;Actual;2016.0;Observational;before_start;Prospective;Prevalence of Chronic Pain After Scoliosis and Thoracic Surgery in Children
;NCT02883517;;MATULILA;clinical_trials;;1119.0;-89.0;;35.0;Actual;;;;True;;False;False;False;Genetic;No;;University Hospital, Bordeaux;academique;France;University Hospital of Bordeaux - Hospital Saint André;;;;;;;;2022-11-28;Completed;Completed;2019-12-16T00:00:00;Actual;2019.0;2016-08-25T00:00:00;2016-08-29T00:00:00;2016-11-22T00:00:00;Actual;2016.0;Observational;before_start;Prospective;Detection of Somatic Mutations on Cell-free Circulating DNA in Potentially Aggressive Cutaneous Lymphomas
;NCT02841696;;GLOBAL-HTN;clinical_trials;;973.0;-56.0;;183.0;Actual;;;;True;;False;False;False;Device;No;;University Hospital, Bordeaux;academique;France;University Hospital Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2019-05-15T00:00:00;Actual;2019.0;2016-07-20T00:00:00;2016-07-20T00:00:00;2016-09-14T00:00:00;Actual;2016.0;Observational;before_start;Other;Predictive Factors of Systolic Dysfunction in Non-complicated Hypertensive Patients (GLS OBservationAL Study in HyperTensioN - GLOBAL-HTN)
;NCT02640105;;CHAD;clinical_trials;;716.0;516.0;;95.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2016-06-10T00:00:00;Actual;2016.0;2015-11-23T00:00:00;2015-12-21T00:00:00;2014-06-25T00:00:00;Actual;2014.0;Observational;during_study;Prospective;Cluster Headache (CH), Addictions and Vascular Function
