NCTId,eudraCT,study_completion_year,has_results_or_publications,has_results_or_publications_within_1y,has_results_or_publications_within_3y
,2008-006561-89,2011.0,True,False,False
,2007-005209-23,2011.0,True,False,False
NCT00874770,,2011.0,True,False,False
,2007-002125-68,2011.0,True,False,False
,2007-000721-21,2011.0,True,False,False
,2008-001921-33,2011.0,True,False,False
,2008-000977-39,2011.0,True,False,False
,2005-004575-37,2011.0,False,False,False
,2006-000421-62,2011.0,True,False,False
,2006-000453-22,2011.0,True,False,False
,2009-010149-29,2011.0,True,False,False
,2008-008298-77,2011.0,True,False,False
NCT00527735,,2011.0,True,True,True
,2006-003674-96,2011.0,True,False,False
NCT00767325,,2011.0,True,False,True
NCT00457002,,2011.0,True,False,True
NCT00412984,,2011.0,True,False,True
NCT00909402,2010-018743-33,2012.0,False,False,False
NCT00743938,,2012.0,True,False,False
NCT01170962,2010-019378-34,2012.0,True,False,True
NCT01257204,2010-022408-28,2012.0,True,False,True
NCT01030432,,2012.0,True,False,True
NCT01314222,2010-023042-70,2012.0,True,False,False
NCT00633789,,2012.0,True,False,False
NCT00927875,2010-018745-56,2012.0,False,False,False
,2008-004691-44,2012.0,True,False,False
NCT00633893,,2012.0,True,True,True
,2009-013652-69,2012.0,True,False,False
,2007-004953-27,2012.0,True,False,False
,2008-003183-19,2012.0,True,False,False
,2008-000087-16,2012.0,True,False,False
NCT00767520,,2012.0,True,True,True
NCT01125189,2010-018295-24,2012.0,True,False,True
NCT00560391,,2012.0,True,True,True
NCT01305538,2010-023041-30,2012.0,True,False,False
NCT00324155,,2013.0,True,True,True
NCT00643201,,2013.0,True,True,True
NCT01204762,2010-020387-38,2013.0,True,False,True
NCT01218477,2010-019480-11,2013.0,True,False,True
,2007-007867-25,2013.0,True,False,False
NCT01573351,2011-005422-21,2013.0,True,False,True
,2005-005238-11,2013.0,True,False,False
NCT01309945,2010-022841-93,2013.0,True,False,False
NCT01628692,2012-000070-28,2013.0,True,False,True
NCT00402168,,2013.0,True,False,True
NCT00065507,,2013.0,True,True,True
NCT00123487,,2013.0,True,False,True
NCT01492374,2011-004065-33,2013.0,False,False,False
NCT00858871,2008-003533-24,2013.0,True,True,True
NCT01369095,2011-000778-71,2013.0,True,False,False
NCT01428063,2011-000836-27,2014.0,True,True,True
NCT01332227,2009-017032-41,2014.0,True,True,True
NCT01718158,2011-005409-65,2014.0,True,False,True
NCT01581203,2011-005446-35,2014.0,True,True,True
NCT01979939,2013-002468-20,2014.0,True,True,True
NCT01471574,2011-003067-30,2014.0,True,True,True
NCT01492426,2011-004237-14,2014.0,True,False,True
NCT01466374,2011-002981-19,2014.0,True,True,True
NCT01616524,2011-004885-14,2014.0,True,False,False
NCT00123474,,2014.0,True,True,True
NCT00559585,2007-005434-37,2014.0,True,True,True
NCT01309932,2010-022568-11,2014.0,True,False,False
NCT01046864,2009-016699-63,2014.0,False,False,False
NCT00114777,,2014.0,True,True,True
NCT01142726,2010-018674-20,2014.0,True,True,True
NCT01012895,2010-024637-23,2014.0,True,True,True
NCT01294410,2010-022506-41,2014.0,True,False,True
NCT00982488,,2014.0,True,False,True
NCT00162123,,2014.0,True,True,True
NCT01063036,2009-015705-40,2014.0,True,True,True
NCT01448044,2011-002793-23,2014.0,True,False,True
NCT01973049,2013-002458-66,2014.0,True,True,True
NCT00861614,2008-003314-97,2015.0,True,True,True
NCT01741545,2012-003463-22,2015.0,True,False,False
NCT01455090,2011-002788-11,2015.0,True,True,True
NCT02319031,2014-005310-28,2015.0,True,False,True
NCT00744497,2008-000701-11,2015.0,True,True,True
NCT00256750,,2015.0,True,True,True
NCT01585987,2011-000853-22,2015.0,True,True,True
NCT00481247,2006-005712-27,2015.0,True,True,True
NCT01660906,2011-006180-21,2015.0,True,True,True
NCT01057810,2009-016217-23,2015.0,True,True,True
NCT01598090,2011-004695-11,2015.0,True,True,True
NCT01003990,,2016.0,True,True,True
NCT01471210,2012-000170-28,2016.0,False,False,False
NCT01884350,2013-000055-41,2016.0,True,False,True
NCT02279862,2014-002987-34,2016.0,True,True,True
NCT00825955,,2017.0,True,True,True
NCT01450761,2011-000850-48,2017.0,True,True,True
NCT01478048,2011-002695-16,2017.0,True,True,True
NCT01515189,2011-004029-28,2017.0,True,True,True
NCT01285609,2009-017396-19,2017.0,True,True,True
NCT02265744,2014-002184-14,2017.0,True,True,True
NCT00496769,,2017.0,True,True,True
NCT02415400,2014-002004-24,2018.0,True,True,True
NCT02638948,2015-002887-17,2018.0,True,True,True
NCT02011945,2013-002156-33,2018.0,True,True,True
,2007-001557-26,2018.0,True,True,True
NCT00636168,2007-001974-10,2018.0,True,True,True
NCT00908752,,2018.0,True,False,False
NCT01363817,2010-022727-29,2018.0,False,False,False
,2008-008715-26,2018.0,True,False,True
NCT01820572,2012-001314-42,2019.0,True,True,True
NCT01714739,,2019.0,True,False,True
NCT03349710,2017-002676-87,2019.0,True,True,True
NCT03447990,,2019.0,True,False,True
NCT03016325,2016-001685-29,2019.0,True,True,True
NCT02598960,2015-002505-11,2019.0,True,True,True
NCT02915159,2016-001948-19,2019.0,True,True,True
NCT02905266,2016-001941-26,2019.0,True,True,True
NCT00306202,2005-002882-35,2019.0,True,True,True
NCT01358721,2011-005379-18,2019.0,True,True,True
NCT02038933,2013-003621-28,2020.0,True,True,True
NCT02857426,2016-000894-19,2020.0,True,True,True
NCT03611751,2018-001925-24,2020.0,True,False,True
NCT01860976,2012-002798-80,2020.0,True,True,True
,2016-001835-11,2020.0,True,False,True
,2018-004283-65,2020.0,False,False,False
NCT01721746,2012-001828-35,2020.0,True,True,True
NCT02504268,2015-001275-50,2020.0,True,True,True
NCT03329846,2017-002499-14,2020.0,True,True,True
NCT03098550,2017-000367-33,2020.0,True,True,True
NCT02038946,2013-003645-42,2020.0,True,True,True
NCT02599402,2015-001274-17,2020.0,True,False,True
NCT01642004,2011-004792-36,2021.0,True,True,True
NCT03068455,2016-003729-41,2021.0,True,True,True
NCT01668784,2011-005132-26,2021.0,True,True,True
NCT01239797,2010-020347-12,2021.0,True,True,True
NCT01721772,2012-003718-16,2021.0,True,True,True
NCT02714218,,2021.0,True,True,True
NCT02538666,2015-002441-61,2021.0,True,True,True
NCT01927419,2013-002018-11,2021.0,True,True,True
NCT02654132,2014-003282-19,2021.0,True,True,True
NCT02419417,2015-000324-29,2021.0,True,True,True
NCT01721759,2012-003965-16,2021.0,True,True,True
NCT01850004,2012-001421-27,2021.0,True,True,True
NCT02105636,2013-003622-86,2021.0,True,True,True
NCT02754141,2016-000603-91,2021.0,True,True,True
NCT02658890,2015-004914-79,2021.0,True,True,True
NCT01673867,2012-002472-14,2021.0,True,True,True
NCT04075604,2019-001334-34,2021.0,True,True,True
NCT04186871,2019-002205-22,2022.0,True,False,True
NCT02581631,2015-003286-28,2022.0,True,True,True
NCT03766581,,2022.0,True,True,True
NCT02481830,2015-001097-18,2022.0,True,True,True
NCT01593254,2011-006181-41,2022.0,True,True,True
NCT02869789,2016-002621-10,2022.0,True,True,True
NCT02488759,2015-000230-29,2022.0,True,True,True
NCT02971683,2016-002269-77,2022.0,True,True,True
NCT02297139,,2022.0,True,True,True
NCT02741570,2016-000725-39,2022.0,True,True,True
NCT02041533,2012-004502-93,2022.0,True,True,True
NCT03130959,2016-004441-82,2022.0,True,True,True
NCT02823574,2016-001645-64,2022.0,True,True,True
NCT02713867,2015-004633-27,2022.0,True,True,True
NCT02617589,2015-003739-37,2022.0,True,True,True
NCT02864251,2017-002672-38,2022.0,True,True,True
NCT05169684,2021-003990-74,2023.0,False,False,False
NCT01844518,2012-003195-39,2023.0,True,True,True
NCT02899299,2016-001859-43,2023.0,True,True,True
NCT03001882,2018-000462-11,2023.0,True,True,True
NCT03668119,2016-002898-35,2023.0,True,True,True
NCT04308681,2019-003992-21,2023.0,True,True,True
NCT03934216,2018-004694-27,2023.0,True,True,True
NCT03980314,2018-002993-38,2023.0,False,False,False
,2019-002567-96,2023.0,False,False,False
NCT04209114,2018-002676-40,2023.0,False,False,False
NCT03635983,2018-001423-40,2023.0,True,True,True
NCT00207012,,,True,False,False
NCT00279760,,,False,False,False
,2019-002469-37,,False,False,False
