statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y
🟥,NCT05428917,,2022,Evaluation of the Impact of Laterality on Cerebral Activation During a Motor Task of the Upper Limb Using fNIRS Technology in Healthy Subjects,Lateralinirs,False,False
🟩,NCT04363463,,2022,Impact of Prone Position in Patients Under Spontaneous Breathing on Intubation or Non-invasive Ventilation or Death Incidence During COVID-19 Acute Respiratory Distress,PROVID-19,True,True
🟥,NCT02247752,,2022,Follow-up of HBsAg Inactive Carriers Study,PIBAC,False,False
🟥,NCT03326830,,2022,"Prehospital High-Flow Nasal Oxygen Therapy in Patients With Acute Hypoxemic Respiratory Failure: A Randomized, Open-label, Bi-center, Pilot Study",PRHOXY-1,False,False
🟥,NCT04952766,,2022,Study Evaluating SARS-CoV-2 (COVID-19) Humoral Response After BNT162b2 Vaccine in Immunocompromised Adults Compared to Healthy Adults,EREVA,False,False
🟩,NCT04750720,,2022,Study of the Kinetics of COVID-19 Antibodies for 24 Months in Patients With Confirmed SARS-CoV-2 Infection According to the Clinical Severity of the Infection.,ABCOVID,True,True
🟥,NCT05298943,,2022,Relation Between Cortical Activation and Graded Force Level During Robot-assistance Walking in Healthy People : A Functional Near-infrared Spectroscopy Neuroimaging Study.,ExoNIRS,False,False
🟥,NCT04624568,,2023,Papilocare®: Effects on Regression of Histologically Confirmed Cervical Intraepithelial Lesions 1 and Tolerance.,PAPILOCARE,False,False
🟥,NCT05669157,,2023,X-rays Trauma Request's by the Triage And Intake Nurse Intake and Referral Nurse: X-TRAIN Study,DARIO,False,False
🟥,NCT05306249,,2023,"Effects of Cannabidiol (CBD) on the Activation of Autophagy and Inflammation Genes, Functional Consequences in Virologically Controlled HIV-infected Patients",GALIG-CBD,False,False
🟥,NCT03400982,,2023,Reference Curve on Bone Mineral Density in Men,COURDO2,False,False
🟥,NCT05469841,,2023,Pupillometry and Nociception Level Index (NOL-index) for the Evaluation of Pain in Intensive Care Unit. Prospective Study in Two Centers,NOCI-ICU,False,False
🟥,NCT06025370,,2024,Measurement of Pressures Generated During Different Prone Positions in Healthy Volunteers,HEALTHY-PRONE,False,False
🟥,NCT05916274,,2024,Pro-inflammatory Role of Extracellular DNA in Inflammatory Bowel Disease in Children: Study of the cGAS-STING Pathway,ROXANE,False,False
