statut_color,statut,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,intervention_type
🟩,1,1 : résultats postés ou publiés dans les 12 mois,NCT03109080,2016-001837-28,,2021,"A Phase I of Olaparib With Radiation Therapy in Patients With Inflammatory, Loco-regionally Advanced or Metastatic TNBC (Triple Negative Breast Cancer) or Patient With Operated TNBC With Residual Disease",RadioPARP,DRUG
⬛,4,4 : pas de résultats postés ni publiés,NCT02842723,,,2021,"Phase II Study on the Management of Pediatric Craniopharyngioma by a Combination of Partial Surgical Resection, and Protontherapy",,RADIATION
⬛,4,4 : pas de résultats postés ni publiés,NCT04541537,,,2021,Feasibility Study on the Possibility of Isolation of Volatile Organic Compounds (VOCs) Related to the Olfactory Signature of Breast Cancer,KDOGCOV,DIAGNOSTIC_TEST
⬛,4,4 : pas de résultats postés ni publiés,NCT02546453,,,2021,Use of Specific Genetic Alteration s of Tumoral Cells Identified by NGS to Follow Peripheral Samples of Children With Metastatic and/or High Risk Solid Tumor -,NGSKids,BIOLOGICAL
⬛,4,4 : pas de résultats postés ni publiés,NCT04369066,,,2022,"COVID-19 Study of the Serological Response Against the SARS-CoV-2 Virus in 2 Types of Employees, Hospital and Non-hospital, at Institute Curie and Institute Pasteur",Curie-O-SA,DIAGNOSTIC_TEST
⬛,4,4 : pas de résultats postés ni publiés,NCT04478175,,,2022,Prospective Evaluation of a Program for Early Identification of Needs and Multidisciplinary Intervention in Supportive Care in Digestive Oncology - DISSPO Parcours Dig' Study,DParcoursDig,OTHER
⬛,4,4 : pas de résultats postés ni publiés,NCT03298893,,,2022,A Phase-I Study of Nivolumab in Association With Radiotherapy and Cisplatin in Locally Advanced Cervical Cancers Followed by Adjuvant Nivolumab for up to 6 Months. NiCOL,NiCOL,DRUG
⬛,4,4 : pas de résultats postés ni publiés,NCT04327063,,,2022,A Double-blind Randomized Trial of Interpectoral Nerve Block (Pecs 1 and 2) With Ropivacaine Versus Placebo Before Breast Cancer Surgery: Effects on Acute Postoperative Pain. (MIRs 04),,DRUG
⬛,4,4 : pas de résultats postés ni publiés,NCT04145817,,,2022,"Clinical Application of the European Horizon 2020 Research Project ""BRIDGES"" - Study of the Psychological Impact of Breast Cancer Risk Communication in Cancer Genetics Based on the Personalized Estimation of the BOADICEA V5/PLUS Model",BRIDGEScohort2,GENETIC
⬛,4,4 : pas de résultats postés ni publiés,NCT03011528,,,2023,CombinaiR3 - First-line Treatment of Ewing Tumours With Primary Extrapulmonary Dissemination in Patients From 2 to 50 Years,CombinaiR3,PROCEDURE
⬛,4,4 : pas de résultats postés ni publiés,NCT02849158,,,2023,Interest in Studying Fibroblast Before and After Neoadjuvant Chemo-radiotherapy in Patient With Locally Advanced Rectal Adenocarcinoma : Exploratory Study,FibroRect,OTHER
🟩,1,1 : résultats postés ou publiés dans les 12 mois,NCT02244125,,,2023,A Multicenter Open Label Phase II Study of Pomalidomide and Cyclophosphamide and Dexamethasone in Relapse/Refractory Multiple Myeloma Patients Who Were First Treated Within the IFM/DFCI 2009 Trial,PCD,PROCEDURE
⬛,4,4 : pas de résultats postés ni publiés,NCT04827030,,,2023,A Double-blind Randomized Non-inferiority Trial of Erector Spinae Block (ESP) Versus Paravertebral Block (PVB) Before Breast Cancer Surgery: Effects on Acute Postoperative Pain.,ER-One,DRUG
⬛,4,4 : pas de résultats postés ni publiés,NCT02864563,,,2023,Pan-genome Analysis of Neuroblastoma by Comparative Genomic Hybridization and Correlation With Pathology for the Diagnostic and the Prognostic Classification,PHRCNB07,PROCEDURE
⬛,4,4 : pas de résultats postés ni publiés,NCT04217109,,,2023,KDOG1 :Transcutaneous Breast Cancer Diagnosis by Canine Odorology,KDOG1,DIAGNOSTIC_TEST
⬛,4,4 : pas de résultats postés ni publiés,NCT04634097,,,2024,DECLIC Patient Education Program : Assessment Through a Population Health Intervention Research Approach (LE DECLIC EPRI),,OTHER
🟩,1,1 : résultats postés ou publiés dans les 12 mois,NCT02866149,,,2024,Analysis of Circulating Tumor Markers in the Blood,ALCINA,PROCEDURE
⬛,4,4 : pas de résultats postés ni publiés,NCT02802969,,,2024,"Improvement of Local Control in Skull Base, Spine and Sacral Chordomas Treated by Surgery and Protontherapy Targeting Hypoxic Cells Revealed by [18F]FAZA) PET/CT Tracers",PROTONCHORDE01,PROCEDURE
⬛,4,4 : pas de résultats postés ni publiés,NCT04402606,,,2024,DERMACLIC : Study on Skin Toxicities Induced by Cancer Treatments,DERMACLIC,OTHER
⬛,4,4 : pas de résultats postés ni publiés,NCT05141383,,,2024,Comparative Study of Diagnostic and Prognosis Biomarkers of Prostate Cancer in Liquid Biopsy,HOPE,OTHER
⬛,4,4 : pas de résultats postés ni publiés,NCT04728113,,,2025,Early Integration of Supportive Care Into Standard Oncology Care for Metastatic Uveal Melanoma Patients,,OTHER
⬛,4,4 : pas de résultats postés ni publiés,NCT05011721,,,2025,"Digital Phenotyping (Physical Activity, Heart Rate, Sleep) in Young Breast Cancer Patients Treated With Neoadjuvant Chemotherapy",NeoFit,DEVICE
⬛,4,4 : pas de résultats postés ni publiés,NCT01868269,,,2025,Multinational European Trial for Children With the Opsoclonus Myoclonus Syndrome / Dancing Eye Syndrome,,DRUG
⬛,4,4 : pas de résultats postés ni publiés,NCT04934865,,,2025,Real Life Prospective Multicentric Study Evaluating the Clinical and Organisational Impact of Moovcare® Lung Connected Medical Device in Lung Cancer Patients : REAL-MOOV-LUNG,REAL-MOOV-LUNG,DEVICE
⬛,4,4 : pas de résultats postés ni publiés,NCT00792025,,,,A Multicentre Phase II Trial to Determine the Efficacy of the Anti-Tyrosine Kinase Sunitinib (Sutent®) as Second Line Therapy in Patients With Transitional Cell Carcinoma (TCC) of the Urothelium Which Failed or Progressed After First Line Chemotherapy for Advanced or Metastatic Disease,,DRUG
