statut,status_label,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
🟩,vert,NCT03268915,,2018,Assessment of the Reproducibility of the 3 Minutes Sit-to-stand Test in Patients With Idiopathic Pulmonary Fibrosis (IPF),ST2-IPF,True,True,True,DIAGNOSTIC_TEST
🟧,orange,NCT03375073,,2018,"Positive Communication Within Healthcare Team and Clinical Performance: a Prospective, Randomised and Controlled Simulation Trial.",ComPerf,False,True,True,OTHER
🟥,rouge,NCT02779400,,2018,Conformity Measurement Assessment of a Diagnostic Medical Device Used for the Measurement of the INR (International Normalized Ratio),HEMOPTICS2,False,False,False,DEVICE
🟥,rouge,NCT01995955,,2018,"The Proposed Study is to Validate a New Non-invasive Imaging Technique for Evaluation of Cardiac Microciculation in Coronary Artery Disease With a Comparison With Validated Technique Invasive, Which is Measure of Index of Myocardial Resistance",EVACORY,False,False,False,PROCEDURE
🟥,rouge,NCT02779998,,2018,Prophylactic Non-invasive Ventilation During Surgical Procedure in Rhythmology,VNI-RYTHMO,False,False,False,OTHER
🟥,rouge,NCT03033095,,2018,Prediction of the Answer to the Treatment by Biotherapies for Naive Spondyloarthritis Disease During 6 Months by Combinatorial Analysis of Serum Biomarkers,PRESA,False,False,False,DRUG
🟧,orange,NCT02021396,,2018,Benefit of Prophylactic Embolization of the Splenic Salvage in Trauma Patients at High Risk of Splenectomy.,Splash,False,True,True,PROCEDURE
🟥,rouge,NCT02773043,,2019,,EVARESERVE,False,False,False,DEVICE
🟥,rouge,NCT03545529,,2019,"Medico-economic Assessment of a ""IsereADOM"" Package of Services Versus Conventional Monitoring in the Care of a Population of Frail Elderly People With Loss of Autonomy.",PARC,False,False,False,OTHER
🟩,vert,NCT02820454,,2019,Etude Clinique de Phase I de Radiosensibilisation de métastases cérébrales Par Nanoparticules de Gadolinium,NANO-RAD,True,True,True,RADIATION
🟥,rouge,NCT03120533,,2019,Therapeutic Iontophoresis of Treprostinil in Systemic Sclerosis Digital UlcErations. A Proof of Concept Study,TISSUE-PoC,False,False,False,DRUG
🟧,orange,NCT03821311,,2019,Investigating the Effect of Nasal High Flow Oxygen Therapy on Regional Lung Function,INVENT,False,True,True,RADIATION
🟥,rouge,NCT02782533,,2019,,DBS V3,False,False,False,DEVICE
🟩,vert,NCT03190031,,2019,Respiratory Muscle Training in Patients With Cystic Fibrosis,MUCOMUREE,True,True,True,OTHER
🟥,rouge,NCT03457623,,2019,"Medico-economic Evaluation of a ""IsereADOM"" Package of Services Versus Conventional Health and Social Monitoring, in the Care of a Population of People With Heart Failure in Isère.",CardIC,False,False,False,OTHER
🟥,rouge,NCT03992651,,2019,Validation of Optical Transcutaneous Sensors to Measure Capnia and Tissue Oxygenation,CTCO,False,False,False,DEVICE
🟩,vert,NCT02455089,,2019,Prognosis Assessment of the Increase of GADD34 Gene Expression for Patient Suffering From Systemic Lupus Erythematosus,GADD34-LES,True,True,True,OTHER
🟥,rouge,NCT03169088,,2019,"""Cook to Health 2"" : Monitoring Wellbeing and Health in the Community",C2H2,False,False,True,OTHER
🟧,orange,NCT03458507,,2019,Impact of the Type of Interface in Neuromuscular Patients Treated With Nocturnal Noninvasive Ventilation: a Randomized Crossover Trial,InterfaceNMD,False,True,True,DEVICE
🟥,rouge,NCT03507764,,2019,Evaluation of a Treadmill Workstation in an Emergency Dispatch Center. A Randomized Controlled Trial.,Marche_15,False,False,False,OTHER
🟥,rouge,NCT03087175,,2019,Impact of Polyethylene Terephthalate Micronet Mesh-Covered Stent (MGuard) on Coronary Microcirculation's Lesions in Patients With ST or Non ST-segment Elevation Myocardial Infarction (STE and NSTE-ACS): Assessment by Index of Microcirculatory Resistance (IMR),GUARDIANCORY,False,False,False,DEVICE
🟩,vert,NCT03305978,,2019,"Detection of Pulmonary Nodules: Comparison of Ultra-low-dose Chest CT (Approaching a Two Views Chest X-ray Radiation) and Standard Low Dose CT. A Monocentric, Prospective, Non-randomized, Comparative, Open-label Study With Blind Reading of the Judgment Criteria.",npUBD,True,True,True,DEVICE
🟥,rouge,NCT03211325,,2019,Identification of Transient Receptor Potential (TRP) Channels as New Potential Therapeutic Targets in Primary and Secondary Raynaud's Phenomenon.,TRP,False,False,False,PROCEDURE
🟥,rouge,NCT03617094,,2020,"Early Percutaneous Vertebroplasty Versus Standard Conservative Treatment in Thoracolumbar Vertebral Fractures. Monocentric, Prospective, Randomised and Compared Clinical Study",AGIL11,False,False,False,DEVICE
🟥,rouge,NCT02120326,,2020,Randomised Double-blind Evaluation of the Prophylactic Efficacy of Transcranial Direct Current Stimulation (tDCS) in Chronic Migraine,Medis,False,False,False,DEVICE
🟥,rouge,NCT02853006,,2020,"Study on Fluids Associated to Lung Cancer, of the Ectopic Expression of Cancer Testis Gene and Mutation as Diagnostics and Prognosis Biomarkers",ECTOPIC/MUTAS,False,False,False,BIOLOGICAL
🟥,rouge,NCT02574026,,2020,MagnetoEncephaloGraphy Study of Cerebral Activations Induced by Psychomotor Tasks for Target Localisation in View of BCI Clinical Trial,TAPFINGER,False,False,False,BEHAVIORAL
🟧,orange,NCT03632382,,2020,Non-invasive Device for the Screening and Diagnosis of Sleep Apnea Syndrome,Episas,False,True,True,DIAGNOSTIC_TEST
🟥,rouge,NCT03094793,,2020,Impact of Interictal Electroencephalographic Abnormalities on the Stability of Attention in the Epilepsies in Adults and Children,COGNIT-AIC,False,False,False,OTHER
🟧,orange,NCT04262557,,2020,Evaluation of the Correlation Between the Respiratory Index Events Generated by Sunrise® Versus Polysomnography for Sleep Apnea Syndrome Diagnosis,SENSAPNEA,False,True,True,DIAGNOSTIC_TEST
🟥,rouge,NCT03561649,,2020,Prediction of Adalimumab Treatment Response at 6 Months by Combinatorial Analysis of Serum Biomarkers in Biotherapy Naive Spondyloarthritis: Pilot Study,PRESHUM,False,False,False,DRUG
🟥,rouge,NCT03776773,,2020,Impact of Pollution on Allergic Rhinitis and Sleep Quality: the POLLAR Study,POLLAR,False,False,False,OTHER
🟥,rouge,NCT04192097,,2021,Impact of a Curriculum About Professionalism on Stress Response During a Critical Situation,,False,False,False,OTHER
🟥,rouge,NCT04020731,,2021,Physiological Changes Exploration During the Hypnotic State (HYPNOTE),HYPNOTE,False,False,False,BEHAVIORAL
🟥,rouge,NCT04325971,,2021,"Study of Eye Movements as Markers of the Physiological, Cerebral and Cognitive State of Healthy Subjects",EyeProxy,False,False,False,OTHER
🟥,rouge,NCT03160235,,2021,"Development of MRI Protocols and Associated Explorations (EEG, NIRS) in Voluntary Patients",MAP-PV,False,False,False,RADIATION
