statut,status_label,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
🟥,rouge,NCT03588468,,2019,Expanding the Biomarkers in Familial Amyloid Neuropathy: Magnetic Resonance Imaging (MRI) and Motor Unit Estimation by Electrophysiological Study,,False,False,False,OTHER
🟧,orange,NCT02757794,,2019,Long-term Effects of Visual Spatial Working Memory Training Program Performed at Preschool Age in Very Preterm Infants With Visual Spatial Working Memory Deficit. A Randomized Controlled Trial,EPIREMED,False,True,True,OTHER
🟧,orange,NCT03592589,,2019,"Prevention of Atelectasis, Via High Flow Nasal Cannula to Obtain a PEP, During General Anesthesia for MRI by Sevoflurane in Children, Evaluated by Lung MRI and Echography",PREVAT-PED,False,True,True,DEVICE
🟥,rouge,NCT03292120,,2019,Venous to Arterial Carbon Dioxide Difference (P₍ᵥ-ₐ₎CO₂): Predictor of Septic Patient Prognosis Depending on the ScvO₂,,False,False,False,OTHER
🟥,rouge,NCT02861768,,2019,Improving the Diagnostic of Tuberculosis,,False,False,False,BIOLOGICAL
🟥,rouge,NCT02892890,,2019,,EXPRET,False,False,False,PROCEDURE
🟥,rouge,NCT02304029,,2019,Usefulness of Sodium MRI in the Presurgical Assessment of Drug-resistant Partial Epilepsy,EPISODIUM,False,False,False,DEVICE
🟩,vert,NCT03218007,,2019,A 2A Receptor (A2 AR) as a Novel Biomarkers for Physician Decision-making Improvement Evaluation's Patients With Suspected Acute Coronary Syndrome But Negative Troponin.,,True,True,True,BIOLOGICAL
🟥,rouge,NCT03640806,,2020,"QOL Efficacy of Adapted Physical Activity for Patients With Fibromyalgia : Single-center, Prospective, Randomized With Biological and Cerebral Evaluation",,False,False,False,OTHER
🟥,rouge,NCT02608203,,2020,"Impact of [68 Ga]-DOTANOC PET-CT on the Management of Gastroenteropancreatic Neuroendocrine Tumors (GEP-NETs): Prospective, Multicentric Study.",GEP-NOC,False,False,False,DRUG
🟥,rouge,NCT03418402,,2020,Post Operative Pain After Laparoscopic Hysterectomy Using Airseal® Versus Standard Insufflation System: A Randomized Prospective Study,AIRSEAL,False,False,False,DEVICE
🟥,rouge,NCT03979586,,2020,Intradermal Delivery of Fractional CO2 Laser-assisted Hyaluronic Acid in Facial Skin Remodeling,,False,False,False,OTHER
🟧,orange,NCT03118336,,2020,Impact of Empaglifozine on Cardiac Ectopic Fat,EMPACEF,False,True,True,DRUG
🟥,rouge,NCT03245983,,2020,"Spirituality, Experience of Disease and Quality of Life in Cancer Patients",SPIQOL,False,False,False,BEHAVIORAL
🟥,rouge,NCT01987024,,2020,Advantage of Detection of phIGFBP-1 to Reduce Hospitalization Time for Stable Patients With a Risk of Preterm Labour.,,False,False,False,DEVICE
🟧,orange,NCT02586870,,2020,Assessment of Renal Artery Fibromuscular Dysplasia: From Diagnosis to Treatment,DysArt,False,True,True,DEVICE
🟥,rouge,NCT03765853,,2020,Randomized Study on the Evaluation of the Regular Practice of Standardized Postures Stretching Postural® in Secondary Prevention of Low Back Pains During Pregnancy.,GEMALODO,False,False,False,OTHER
🟥,rouge,NCT04632602,,2020,Awake Prone Position to Reduce Ventilation Inhomogeneity in COVID-19 Acute Respiratory Failure: a Randomized Cross Over Electrical Impedance Tomography Study,ProneSpontCov,False,False,False,OTHER
🟥,rouge,NCT04579276,,2021,Different Approaches to Thoracic Paravertebral Block: a Monocentric Randomized Study Comparing Ultrasounded-guided Method to Intrathoracic Visual Method,VAP BLOCK,False,False,False,PROCEDURE
🟩,vert,NCT02761304,,2021,Assessment of the Interests of Mesure of Ultrasound Engagement on the Cesarean Rate :Study Eng - Echo Randomized Comparative Prospective Study Multicenter Center Open,eng - echo,True,True,True,PROCEDURE
🟥,rouge,NCT03659266,,2021,"Effects of Combined Treatment by Botulinum Toxin A and Robot-Assisted Gait Training (Lokomat®) on Walking Ability in Patients With Chronic Stroke: a Prospective, Controlled, Randomized Study",Lokomat,False,False,False,OTHER
🟩,vert,NCT04371367,,2021,"A Double-blind, Randomized Study Versus Placebo of Avdoralimab (IPH5401), an Anti-C5aR Antibody, in Patients With COVID-19 Severe Pneumonia",FORCE,True,True,True,BIOLOGICAL
🟥,rouge,NCT02872441,,2021,Characterization of Tissular T Follicular Helper Cells in IgG4-RD,TIFOLH4,False,False,False,BIOLOGICAL
🟥,rouge,NCT03582852,,2021,Laparoscopic Sacrocolpexy Versus Lateral Suspension With a Mesh for the Treatment of Pelvic Organ Prolapse : a Randomized Controlled Trial,SUSPENSION,False,False,False,PROCEDURE
🟧,orange,NCT03961581,,2021,Effectivness of Distraction by Electric ride-on Cars for Peri Operative Anxiety in Ambulatory Pediatric Surgery: a Randomised Controlled Study,PTIBOLID,False,True,True,BEHAVIORAL
🟥,rouge,NCT02858687,,2022,,,False,False,False,OTHER
🟥,rouge,NCT02868346,,2022,,,False,False,False,OTHER
🟥,rouge,NCT03179644,,2022,Study of Variations of Pleural and Esophageal Pressures Under Mechanical Ventilation After Lung Transplantation,,False,False,False,OTHER
🟥,rouge,NCT02839642,,2022,"RIVA-PSP: Efficacy of Rivastigmine on Motor, Cognitive and Behavioural Impairment in Progressive Supranuclear Palsy: A Randomised Double Blind Placebo-controlled Clinical Trial",RIVA-PSP,False,False,False,DRUG
🟥,rouge,NCT02848703,,2022,"Study "" COFLORES "":Imaging of Coronary Reserve Without Tracers",,False,False,False,DEVICE
🟥,rouge,NCT02859779,,2022,Needs Assessment of Mediterranean Adolescents With Type 1 Diabetes About Therapeutic Education Sessions: A Qualitative Study,BADET,False,False,False,BEHAVIORAL
🟥,rouge,NCT03628261,,2022,Is EMG-based Serious Games Effective in Improving Gait in Children With Cerebral Palsy ? Interest of Electromyography Feedback (EMG),SERIOUS GAME,False,False,False,DEVICE
🟥,rouge,NCT02822807,,2022,Q Fever and Auto-immunity,Q Fever,False,False,False,BIOLOGICAL
🟥,rouge,NCT02827175,,2022,Evaluation of the Effectiveness of a Diagnostic Kit in the Etiological Diagnosis of Fevers of the Traveler,,False,False,False,OTHER
🟥,rouge,NCT02858609,,2022,,,False,False,False,OTHER
🟩,vert,NCT02288832,,2022,"Medico-economic Impact of Screening Atopobium Vaginae and Gardnerella Vaginalis in Molecular Biology by ""Point-of-care"" During Pregnancy",AuTop,True,True,True,DRUG
🟥,rouge,NCT03660215,,2022,Interventional Trial in Primary Care of Medico-social Mediation on the Prevention of the Return to Emergencies Among People in a Precarious Social Situation,M2PRUSSE,False,False,False,OTHER
🟩,vert,NCT03630822,,2022,Experimentation of a Protocol of Psychiatric Advance Directives: Randomized Controlled Multi-site Trial,DAiP,True,True,True,BEHAVIORAL
🟥,rouge,NCT02851771,,2022,Improving the Diagnosis of Pneumonia in Emergency Rooms,,False,False,False,OTHER
🟩,vert,NCT02555007,,2022,Phase IA/IB of Metronomic Chemotherapy Based on Adaptative Bio-mathematical Model of Oral Vinorelbine in Patients With Non Small Cell Lung Cancer or Malignant Pleural Mesothelioma,NVB Metro,True,True,True,DRUG
🟥,rouge,NCT02816307,,2022,Etiology of Endocarditis in Negative Blood Cultures,ENDOC,False,False,False,OTHER
🟥,rouge,NCT02038348,,2022,Interest of the 18F-DOPA-PET Imaging in Metastatic Melanoma Treated With B-RAF Inhibitors: a Pilot Study,,False,False,False,DEVICE
🟥,rouge,NCT02868450,,2022,,WHIPPLE,False,False,False,BIOLOGICAL
🟥,rouge,NCT02018835,,2022,"Exercise Stress MRI to Evaluate Aortic Function (Compliance, Distensibility, Pulse Wave Velocity) and Left Ventricular Function : Validation in Healthy Volunteers and in Selected Patients. A Pilot Study.",,False,False,False,DEVICE
🟩,vert,NCT03043014,,2022,Cervical Preparation of Abortions Under Paracervical Block in the First Trimester: A Randomized Clinical Trial,BPCEN,True,True,True,DRUG
🟥,rouge,NCT02866201,,2022,,DIAVOY,False,False,False,OTHER
🟥,rouge,NCT03974958,,2022,Circulating microRNAs and Degenerative Abdominal Aorta Aneurysm: Diagnostic Specificity and Prognostic Value in Clinical Practice,ACTA-miRNA,False,False,False,GENETIC
🟥,rouge,NCT02000011,,2022,"Interest of a Geriatric Intervention Plan Associated to a Comprehensive Geriatric Assessment on Autonomy, Quality of Life and Survival of Patients Aged 70 Years Old and More Surgically Treated for a Resectable Cancer (Thoracic, Digestive or Urologic). Randomized Multicentric Study",epigac,False,False,False,OTHER
🟥,rouge,NCT01678469,,2022,"Lipophilic Micronutrients, Adipokines and Gestational Diabetes Mellitus",2011-23,False,False,False,OTHER
🟩,vert,NCT02209142,,2022,Blood Biomarkers in Major Depression,,True,True,True,OTHER
🟥,rouge,NCT02819232,,2022,Microbiological Diagnosis of Infectious Keratitis to Pathogenic Fastidious Germs,Keratite,False,False,False,OTHER
🟥,rouge,NCT02819206,,2022,Microbiological Diagnosis of Infectious Uveitis to Pathogenic Fastidious Germs,,False,False,False,OTHER
🟥,rouge,NCT02828085,,2022,Improvement of the Etiological Diagnosis of the Pericarditis,PERICARDITE,False,False,False,BIOLOGICAL
🟥,rouge,NCT02819128,,2022,Investigation of Endemic and Emerging Diseases in Populations of Homeless Households in Marseille.,SDF,False,False,False,OTHER
🟥,rouge,NCT02473315,,2022,Assessment of Whole Body Cryotherapy in Treatment of Active Axial Spondylarthritis,,False,False,False,OTHER
🟥,rouge,NCT02858661,,2022,,,False,False,False,OTHER
🟥,rouge,NCT01957228,,2022,Causative Diagnosis on Prosthetic Joint Infections: Establishment of a Comprehensive Diagnostic Strategy,,False,False,False,PROCEDURE
🟥,rouge,NCT02868411,,2022,,,False,False,False,OTHER
🟥,rouge,NCT02422043,,2022,Description of Socio-cognitive and Clinic Changes for Type 1 Diabetes Adolescents Cohort With Therapeutic Patient Education Program,,False,False,False,OTHER
🟥,rouge,NCT02834104,,2022,Validation of Fibrosis Quantification Using T1 Mapping Against Histology as Reference and Comparison With Fibrosis Biomarkers,,False,False,False,BIOLOGICAL
🟥,rouge,NCT04694313,,2022,Evaluation of Optical Pumping Magnetometer Sensors for MagnetoEncephaloGraphy Imaging,OPM,False,False,False,DEVICE
🟥,rouge,NCT01693965,,2023,Clinical Course and Changes in the Respiratory Microbiota Based on Antibiotic Treatment in Patients With Cystic Fibrosis,,False,False,False,OTHER
🟥,rouge,NCT01916005,,2023,Diagnostic Value of 18F-fluorodeoxyglucose Positron Emission Tomography/Computed Tomography in Prosthetic Valve Endocarditis,,False,False,False,DEVICE
🟥,rouge,NCT01613625,,2023,Interest Of Renal Elastography In Children As A Diagnostic Tool Of Renal Fibrosis: Confrontation To Histological Features Of Renal Biopsies,,False,False,False,PROCEDURE
🟥,rouge,NCT03339908,,2023,Regional Non-comparative Prospective Study of the Impact of Gamma Knife Radiosurgery on Tremor in Multiple Sclerosis,GK-SEP,False,False,False,DEVICE
🟥,rouge,NCT02038361,,2023,Implementation of Innovative Techniques in Routine Diagnosis of Childhood Acute Leukemia: Analysis of Genome and Transcriptome by Micro-array,,False,False,False,GENETIC
🟥,rouge,NCT02571790,,2023,Virtual Reality and Relaxation for the Treatment of Generalized Anxiety Disorders: a Comparative Study With Standard Relaxation,Relax-TAG,False,False,False,BEHAVIORAL
🟥,rouge,NCT02186691,,2023,Right and Left Ventricle Remodeling Predictors After Pulmonary Valve Replacement in Patients With Repaired Tetralogy of Fallot.,,False,False,False,OTHER
🟩,vert,NCT03297203,,2023,Role of Innate Lymphoid Cells in the Immunosuppression of Septic Shock,CriSIs,True,True,True,BEHAVIORAL
🟥,rouge,NCT02885363,,2023,,NCVG,False,False,False,PROCEDURE
🟥,rouge,NCT02480699,,2023,Intra Individual Evaluation of Uremic Toxin Levels in Hemodialysed Patients,EVITUPH,False,False,False,BIOLOGICAL
🟥,rouge,NCT01284699,,2023,Evaluation of the Safety and Efficacy of Bilateral Subthalamic Nucleus (SNT) Radiosurgery in Idiopathic Severe Parkinson's Disease Fulfilling Inclusion Criteria for STN Deep Brain Stimulation and Presenting With a Contraindication to Intracerebral Electrode Implantation.,,False,False,False,PROCEDURE
🟥,rouge,NCT01116765,,2023,Impact of Early Oral Stimulation on Reducing Cardiorespiratory Events and Transition to Oral Feeding in Preterm Infants,,False,False,False,OTHER
🟥,rouge,NCT01947218,,2023,EFFECT OF SMOKING ON MUCUS HYPERSECRETION MECHANISMS IN ASTHMA AND CHRONIC OBSTRUCTIVE PULMONARY DISEASE,,False,False,False,PROCEDURE
🟩,vert,NCT02732392,,2023,Validation of Radioisotope Guided Lymphadenectomy for Loco-regional Staging in Patients With Intermediate or High-risk Prostate Cancer,SENTINELLE,True,True,True,PROCEDURE
🟥,rouge,NCT05325047,,2023,Intensive Preoperative Speech Rehabilitation in Drug-Resistant Temporal Epilepsy: A Case Study,REPREO SCED,False,False,False,PROCEDURE
