statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT01713842,,,2014,Phase II Open 24 Weeks Study to Evaluate Effect and Safety of Tocilizumab as the First Line Therapy in Subjects With Polymyalgia Rheumatica (PMR),TENOR,False,True,True,DRUG
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT00964275,,,2014,Study of Positron Emission Tomography With 18-fluorodeoxyglucose in Detecting Cancer in Patients With Idiopathic Venous Thromboembolism,MVTEP,False,True,True,RADIATION
🟥,rouge,résultat et / ou publication posté,NCT01964248,,,2015,"Evaluation of Local Anesthesia Before Arterial Puncture for Blood Gas Analysis Randomized, Control Placebo Study",GAEL,False,False,True,DRUG
🟥,rouge,résultat et / ou publication posté,NCT01694732,,,2015,Efficacy of Varenicline Associated With Intensive Counselling Versus Placebo of Varenicline Associated With Intensive Counselling on Smoking Cessation at the Acute Phase of an Exacerbation of Chronic Obstructive Pulmonary Disease (COPD). A Multicenter Randomized Double-blind Trial,SAVE,False,False,True,DRUG
⬛,bleu,pas de résultat ni de publication,NCT00740987,,,2015,Evaluation of Intermittent Pneumatic Compression Associated With Elastic Stockings and Anticoagulant Prophylaxis Versus Anticoagulant Prophylaxis Alone on Venous Thromboembolism Incidence in ICU Patients Without High Risk of Bleeding,CIREA2,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT02302313,,,2015,"Pilot Study of the ANI (Analgesia Nociception Index) Validity on the Nociception Assessment in Healthy Volunteers in State of Hypnosis, Compared to Painful Numerical Verbal Scale (EVN).",,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT02891928,,,2016,Comparative Evaluation of Standard Wearing Shoes With Rocker Sole Shoes in Diabetic Patients With Neuropathy,EROD,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT00740883,,,2016,"Eighteen Months of Oral Anticoagulant Therapy Versus Placebo After 6 Six Months of Anticoagulation for a First Episode of Idiopathic Pulmonary Embolism: a Multicentre Double-blind Randomized Controlled Trial. ""PADIS-PE"" Study.",PADIS EP,True,True,True,DRUG
⬛,bleu,pas de résultat ni de publication,NCT02137694,,,2016,Comparison of the Urinary and Vaginal Auto-takings for the Research for Papillomavirus as the Examination of Orientation in the Organized Screening of the Cervical Cancer.,PapU-APV,False,False,False,OTHER
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT02074813,,,2016,Effects of Inspiratory Muscle Training (IMT) on Dyspnea in COPD During Pulmonary Rehabilitation: Randomized Controlled Trial,EMI II,False,True,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT02546401,,,2016,Comparison of Injection of an Analogue Bolus of Insulin Before or After the Meal in Type 1 Diabetic Patients Treated With Insulin Pump.,BOLUS,False,False,False,DRUG
⬛,bleu,pas de résultat ni de publication,NCT02414711,,,2016,Validation of the French Translation of the Scale HSCL25 in the Diagnosis of Depression in Primary Care,HSCL25,False,False,False,OTHER
🟥,rouge,résultat et / ou publication posté,NCT01267981,,,2016,Impact of Small Bowel Preparation Using Polyethylene Glycol for Endoscopic Video-capsule (EVC)Exploration in Unexplained Gastrointestinal Bleedings,PREPINTEST,False,False,True,DRUG
⬛,bleu,pas de résultat ni de publication,NCT03081403,,,2017,Quantitative Sensory Testing in Subjects With Sensitive Skin or Not,SENSISKIN,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT02035293,,,2017,Frequency of Diagnostic Symptomatic Pulmonary Embolism's in Patients Hospitalized for Clinical Exacerbation of Chronic Obstructive Pulmonary Disease (COPD),PEP,False,False,False,OTHER
🟥,rouge,résultat et / ou publication posté,NCT03116373,,,2017,Impact of Tracheal Tube Fixing Site on Its Mobility During Head Mobilization,Fix-IOT,False,False,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT02403596,,,2017,"Study ESPER: Blood-sparing During the Placement of a Total Hip Prosthesis With the Exacyl® in Patients Treated With Rivaroxaban, Phase IV",ESPER,False,False,False,DRUG
⬛,bleu,pas de résultat ni de publication,NCT02736006,,,2017,Decreases in Diffusing Lung Capacity for Carbon Monoxide (DLCO) in Occupational Divers and Their Impact on Decompression Sickness Risks,DACODEC,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT01685580,,,2017,Evaluation of Non-Invasive Ventilation Preoperative Lung Resection Surgery,préOVNI,False,False,False,DEVICE
🟥,rouge,résultat et / ou publication posté,NCT02302183,,,2017,Automatic Oxygen Administration in Spontaneous Ventilation During the Hypoxemic Acute Respiratory Distress in Infants and Children,Infant-Free02,False,False,True,DEVICE
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT02563210,,,2017,Interrupter Technique and Plethysmography Airway Resistance Measurement: Comparison of These Two Techniques for the Diagnosis of Airway Obstruction Diagnosis and Bronchodilation Response in Children 3 to 6 Years of Age,ARC36,False,True,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03218176,,,2017,"Tourniquets Type Combat Application Tourniquet (CAT): Vascular Suffering According to the Proximal or Distal Location, Simple or Staggered. Study to Upper and Lower Limbs",GARROTS,False,False,False,DEVICE
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT00740493,,,2017,"Eighteen Months of Oral Anticoagulant Therapy Versus Placebo After 6 Six Months of Anticoagulation for a First Episode of Idiopathic Proximal Deep Vein Thrombosis: a Multicentre Double-Blind Randomized Controlled Trial. ""PADIS-TVP"" Study.",PADIS TVP,False,True,True,DRUG
⬛,bleu,pas de résultat ni de publication,NCT03209947,,,2018,ULnar Nerve ECHographic Observation (ULNECHO),ULNECHO,False,False,False,DIAGNOSTIC_TEST
⬛,bleu,pas de résultat ni de publication,NCT03128125,,,2018,Study of Gesture and Executive Functions in Children With High Intellectual Potential,MOHPI,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03279003,,,2018,Study of the Efficacy and Tolerance of Light Therapy by Light-emitting Diode (LED) in Sensitive Skin,SENSILED,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT02672384,,,2018,Chronic Periodontitis in Critically Ill Patients: Diagnosis and Epidemiology,CP-ICU,False,False,False,PROCEDURE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT02546830,,,2018,Automatic Oxygen Administration in Early and Late Postoperative Hypoxaemia Prevention After Major Abdominal and Thoracic Surgery,FreeO2PostOp,True,True,True,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT02652520,,,2018,"Evaluation of a Marine OXYgen Carrier: HEMO2Life® for hypOthermic Kidney Graft Preservation, Before Transplantation",,False,False,False,PROCEDURE
⬛,bleu,pas de résultat ni de publication,NCT03117699,,,2018,Continuation of the Exploration of the Standing Seated Passage of the Hemiplegic for the Realization of a New Transport Device,PADH2,False,False,False,DEVICE
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT04096183,,,2019,Evaluation of Lung Volume Under Nasal High Flow With a Time of Flight Camera,CamOpt,False,True,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03069560,,,2019,Short Message System (SMS) for Caregivers of Suicidal Patients to Prevent Recidivism of Suicide Attempts,C-SIAM,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03701971,,,2019,Randomized Prospective Open-label Study Evaluating the Benefit of Music Therapy on Pruritus in Patients With Pruritic Dermatitis,PRURI-MUSIC,True,True,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03610386,,,2019,"In Vitro Study Of the Effects of the Menthoxypropanediol, an Anti-TRPM8, in the Atopic Dermatitis Pruritus",DA-TRPM8,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT02656667,,,2019,Effect of Neuromuscular Electrical Stimulation Versus Cycle Ergometer Training in a Pulmonary Rehabilitation Program,ESNM,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT03154736,,,2019,Scaling-up Packages of Interventions for Cardiovascular Disease Prevention in Selected Sites in Europe and Sub-Saharan Africa: An Implementation Research,SPICES_PHASE_1,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03068598,,,2019,"Connected Sleep Recording Device for Suicidal Patients, Acceptability Study - Suicide Sleep Monitoring (Ssleem)",SSLEEM,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT03555812,,,2019,Pelvic Inclination Measurement by Navigated Ultrasound,MIPEN,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03260738,,,2019,"Preliminary Feasibility Study of Rehabilitation by Robot ""Coach"" of Chronic Low Back Pain Patient",RCOOL,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT03440294,,,2019,Étude de l'Effet de la Combinaison néoprène et de l'équipement Individuel de Flottaison Sur la Fonction Respiratoire de Repos et Les capacités à l'Effort Chez Les véliplanchistes : étude WINDSURF,WINDSURF,False,False,False,DIAGNOSTIC_TEST
⬛,bleu,pas de résultat ni de publication,NCT03579849,,,2019,Pulmonary Perfusion by Iodine Subtraction Mapping CT Angiography in Acute Pulmonary Embolism: a Diagnostic Accuracy Study Versus Pulmonary Perfusion SPECT.,PASEP,False,False,False,DIAGNOSTIC_TEST
⬛,bleu,pas de résultat ni de publication,NCT02379806,,,2020,Prevention of Symptomatic Venous Thromboembolism by Low Molecular Weight Heparin in Hospitalized Medical Patients Aged 70 Years and Older : a Randomized Placebo-Controlled Study The SYMPTOMS (SYstematic Elderly Medical Patients Thromboprophylaxis : Efficacy on Symptomatic OutcoMeS) Study,SYMPTOMS,False,False,False,DRUG
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT02908217,,,2020,Safety and Efficacy of tocilizuMAb Versus Placebo in Polymyalgia rHeumatica With glucocORticoid dEpendence SEMAPHORE,,False,True,True,DRUG
⬛,bleu,pas de résultat ni de publication,NCT03914105,,,2020,Central Neuromodulation of Pain Through Music in Healthy Subjects (DOUMU1),DOUMU1,False,False,False,PROCEDURE
⬛,bleu,pas de résultat ni de publication,NCT04090632,,,2020,Impact of Anthropometrics Data and of Physical Activity Level in Closed kineTic Chain Upper Extremity Stability Test (CKCUEST) - EPOLTEST Study,EPOLTEST,False,False,False,DIAGNOSTIC_TEST
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT02112136,,,2020,Clinical and Molecular Description of PKD1 and PKD2 Mutation Negative Carriers in Autosomal Dominant Polycystic Kidney Disease (ADPKD): The GeneQuest Study,GeneQuest,False,True,True,OTHER
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT02486965,,,2021,Impact of a Specific Training Program on the Neuromodulation of Pain in Fibromyalgia Subjects,DOUFISPORT,True,True,True,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT03160365,,,2021,Innovative Planning and Guidance System for Prostate Focal Brachytherapy,FOCUS,False,False,False,PROCEDURE
⬛,bleu,pas de résultat ni de publication,NCT03930966,,,2021,Study of the Association Between a Peri-traumatic Dissociation State and the Occurrence of Post-traumatic Stress Syndrome After Severe Trauma Requiring General Anesthesia,DIStress-AG,False,False,False,DIAGNOSTIC_TEST
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT04017871,,,2021,"Evaluation of Functional, Neuroplastic and Biomechanical Changes Induced by an Intensive, Playful Early-morning Treatment Including Lower Limbs (EARLY-HABIT-ILE) in Preschool Children With Uni and Bilateral Cerebral Palsy",HABIT-ILE,True,True,True,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT03675061,,,2021,Evaluation of Vaginal PAMG-1 Detection by PartoSure Test in Preterm Delivery Threat in Actual Clinical Situation: Randomized Controlled Trial,PARTO-MAP,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT04362800,,,2021,Functional Effects and Impact on Motor Neuronal Activity of Early and Intensive MOtrice (Hand and Arm Bimanual Intensive Therapy Including Lower Extremities: HABIT-ILE) Reeducation in Children With Pre-school Bilateral Cerebral Palsy: a Trial Multicentre Randomized Control With Medico-economic Evaluation,MOOV,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT04206826,,,2021,"Tolerance and Efficiency of an Intrabuccal Biological Film to Enhance Oral Dryness Sensation: The ""PREDELFI"" Clinical Pilot Study",PREDELFI,False,False,False,DEVICE
⬛,bleu,pas de résultat ni de publication,NCT02008552,,,2021,Research for Genetic Factors Involved in the Individual Susceptibility to Develop a Valvulopathy During a Medicinal Exposure in the Benfluorex.,MEDIAGENE,False,False,False,GENETIC
⬛,bleu,pas de résultat ni de publication,NCT04341753,,,2021,"Intra- and Inter-evaluator Reproducibility of Upper Limb Strength Measures With Handheld Dynamometer, in Patients With COPD",FORMES,False,False,False,OTHER
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03477344,,,2021,Dexmedetomidine After Cardiac Surgery for Prevention of Delirium: The Exactum Study a Randomised Double Blind Controlled Trial,EXACTUM,True,True,True,DRUG
⬛,bleu,pas de résultat ni de publication,NCT04736511,,,2021,Study of the Influence of Proprioceptive Reweighting Ability on the Lower-extremity Biomechanics During Functional Tasks and Unplanned Sidestep Cutting Manoeuvre,NEURIBIO,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT04180436,,,2022,Pharmacokinetics and Pharmacodynamics of rivAroxaban After Bariatric Surgery and in mORBid Obesity,ABSORB,False,False,False,DRUG
⬛,bleu,pas de résultat ni de publication,NCT02410304,,,2022,Pragmatic Study Comparing the Clinical Evlauation Methods ( C) and / or Ultrasound Method ( B or D) in Rheumatoid Arthritis (RA) to Adapt Treatment,BCD,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT01848639,,,2022,"ALdosterone Antagonist Chronic HEModialysis Interventional Survival Trial (ALCHEMIST), Phase III b",ALCHEMIST,True,True,True,DRUG
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03801304,,,2022,Open Label Phase II Trial to Evaluate Safety and Efficacy of Vinorelbine With Metronomic Administration in Combination With Atezolizumab as Second-line Treatment for Patients With Stage IV Non-small Cell Lung Cancer,VinMetAtezo,True,True,True,DRUG
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03886064,,,2022,Scaling-up Packages of Interventions for Cardiovascular Disease Prevention in Selected Sites in Europe and Sub-Saharan Africa. SPICES Study Implementation Phase,Spices_phase_2,True,True,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT04727879,,,2022,"Beyond Analysis Of Blood Sample, to Approach Immunopathology of Polymyalgia Rheumatica on Shoulder Bursae's Biopsies: the BAOBAB Study",BAOBAB,False,False,False,PROCEDURE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT04506125,,,2022,"Liberal Versus Restrictive Transfusion Threshold in High-risk Oncologic surgerY: a Multicenter, Randomized, Controlled, Pilot Study",LIBERTY1,True,True,True,OTHER
⬛,bleu,pas de résultat ni de publication,NCT03285438,,,2023,"REduced Dose Versus Full-dose of Direct Oral Anticoagulant After uNprOvoked Venous thromboEmbolism. The RENOVE Open-label, Randomized, Controlled Trial.",RENOVE,False,False,False,DRUG
⬛,bleu,pas de résultat ni de publication,NCT04181710,,,2023,Evaluation of a Marine OXYgen Carrier for Organ Preservation : a Multicenter Randomized Study Evaluating the Efficacy of HEMO2life® Versus Standard of Care in Renal Transplantation,OXYOP 2,False,False,False,PROCEDURE
⬛,bleu,pas de résultat ni de publication,NCT04027101,,,2023,BAriCitinib Healing Effect in earLy pOlymyalgia Rheumatica (BACHELOR Study),BACHELOR,False,False,False,DRUG
⬛,bleu,pas de résultat ni de publication,NCT03461900,,,2024,"Guided Fluid-balance Optimization With Mini-fluid chALlenge During Septic Shock: A Multicenter, Stepped Wedge Cluster Randomized Trial",GOAL,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT04609956,,,2024,Comparative Randomized Study of Virtual Reality Technology on Pain Perception and Anxiety Levels in Adolescents and Young Adults During Third Molar Germ Avulsion Surgery,VIDAMO,False,False,False,OTHER
⬛,bleu,pas de résultat ni de publication,NCT04848194,,,2024,Pleiotropic Role of TRPV1 in Psoriasis Inflammation,TRIP,False,False,False,PROCEDURE
⬛,bleu,pas de résultat ni de publication,NCT04179539,,,2024,Gallium68 Ventilation/perfusion PET/CT for Pulmonary Embolism Diagnosis: a Diagnostic Accuracy Study Vs CT Pulmonary Angiography,PETEP,False,False,False,DIAGNOSTIC_TEST
⬛,bleu,pas de résultat ni de publication,NCT05775562,,,2024,Early Pulmonary Effects of Excursion Deep Diving with Closed-circuit Gas Recycling: SPIDD Study,SPIDD,False,False,False,DIAGNOSTIC_TEST
⬛,bleu,pas de résultat ni de publication,NCT04253275,,,2024,Identification of Biomarkers in Ischemic Stroke - Clinical Trial,IBIS-CT,False,False,False,GENETIC
⬛,bleu,pas de résultat ni de publication,NCT00744900,,,,A Phase II Trial With Pemetrexed Plus Cisplatin as First Line Chemotherapy for Advanced Non - Small Cell Lung Cancer (NSCLC) Patients With Measurable Asymptomatic Brain Metastasis (GFPC 07-01/METAL).,GFPC 07-01,False,False,False,DRUG
