statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📘,bleu,pas de résultat ni de publication,NCT00307593,,,2007,Infliximab Versus Rituximab in Systemic Necrotizing Vasculitides With Positive ANCA After Relapse or Resistant Immunosuppressant Therapies,,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT01022775,,,2007,Assessment of Dynamic Humeral Centering in Impingement Syndrome: a Randomized Clinical Trial,ADHCIS,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00236275,,,2007,PET and MRI in the Follow-up of Neoadjuvant Chemotherapy of Breast Cancer,,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00236249,,,2007,Evaluation of Lidocaine Continuous Intravenous Administration for Postoperative Recovery After Colorectal Surgery,,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00162552,,,2007,Clinical Trial of Pentoxifylline Administration Versus Placebo on Survival in Patients With Cirrhosis and Severe Liver Failure,PENTOCIR,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00235313,,,2007,Does Dose Adjustment of Nicotine Replacement Therapies According to Saliva Cotinine Increase Efficacy of These Treatments of Assistance To the Nicotinic Weaning Of the High-Risk Patients?,ADONIS,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00305552,,,2007,Randomized Controlled Trial of Thalidomide vs Placebo in Skin Sarcoidosis,,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00310778,,,2007,"Effects of Sodium Intake on Pharmacokinetic/Pharmacodynamic Relationship of a Single Dose of a Renin Angiotensin System-Blocker, or a Beta-Blocker in Normotensive Sodium-Depleted or Replated Volunteers in a Cross-Over Study",,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00711633,,,2007,Evaluation of a Fermented Formula Without Live Bacteria for Preterm Infants: Effects on Microbiota Species and Intestinal Inflammatory Markers,,False,False,False,DIETARY_SUPPLEMENT
📕,rouge,résultat et / ou publication posté,NCT00296621,,,2007,Efficacy Study of Oral Glutamine Supplementation in Duchenne Muscular Dystrophy,MDB-GLN,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00470080,,,2007,Randomised Trial of Eutectic Mixture of Local Anaesthetics Cream and Oral Sucrose Solution for Venepuncture in Preterm Infants,VIEP,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00224640,,,2008,Effect of Iron-Chelating Therapy in Friedreich Ataxia. Study Phase I/II,,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00190164,,,2008,"Evaluation of the Success Rate of a Procedure Without Strict Positioning Post Surgical Versus With Positioning Face Towards the Strict Ground, at Patients Presenting a Macular Hole. Study of Non-Inferiority.",,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00190190,,,2008,"Comparison of the Success Rate of a Procedure With Peeling of Limiting the Intern of the Retina Versus a Traditional Procedure Without Peeling of Limiting, at Patients Presenting a Macular Hole.",,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00709709,,,2008,Medical and Economic Medical Evaluation of Scan Multislice of Coronary Artery in Exploration of Stable Coronary Syndrome. Comparison With Quantitative Coronarography,EVASCAN,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00190333,,,2008,"Evaluation of the Therapeutic Effects of Escitalopram in Pulmonary Hypertension, Either Primary or Associated",,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00190229,,,2008,CESAR (Randomized Therapeutic Study of Steroid vs. Steroid Plus Cyclosphosphamide for Severe Viscera Henoch-Schoenlein Purpura),,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00267033,,,2008,Randomized Trial of Vertebroplasty and Radiotherapy Versus Radiotherapy Alone for Osseous Spine Metastases,,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00190372,,,2008,Contribution of a Psycho-Educational Program of Help to Help in the Pharmacological Assumption of Responsibility of the Disease of Alzheimer,,False,False,False,BEHAVIORAL
📕,rouge,résultat et / ou publication posté,NCT01043692,,,2008,Acceptability of a Strategy Including Acupuncture in the Treatment of MusculoSkeletal Pain in Hospitalised Elderly,ACUPUNCTURE,False,False,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT00472667,,,2008,Impact of Procalcitonin to Reduce Antibiotics Use in ICU Adults Patients,PRORATA,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00260819,,,2008,Effects of Bosentan (Tracleer) in the Course of Pulmonary Artery Hypertension Induced by Hypoxia,,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00948727,,,2008,Reduction of Acute and Chronic Graft-versus-host Disease After Allogeneic Hematopoietic Stem-cell Transplantation by Adapting Cyclosporine Doses According to Calcineurin Activity : a Proof-of-concept Trial,CALCICLO,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00190268,,,2008,"Multicentric Study, Comparative, Randomized, in Double Knowledge of the Effectiveness (Versus Placebo) of a Salt Of 3,4 - Diaminopyridine in the Treatment of Tiredness During the Multiple Sclerosis",,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00224601,,,2008,Early Detection of Pre-cancer Lesions in Adults With Hereditary Nonpolyposis Colorectal Cancer (HNPCC) Syndrome: Assessment of Coloscopy With Chromoscopy Benefit,,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00908245,,,2008,Evaluation of Ischemic Preconditioning in Patients Undergoing Major Liver Resection With Intermittent Pedicular Clamping: A Multicentric Randomized Trial,HECLA,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00248443,,,2008,Severe Acute Respiratory Failure in Hematology and Cancer Patients Without Bronchoalveolar Lavage. A Multicentric Randomized Controlled Trial,,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00298428,,,2008,Biological Efficacy of Clopidogrel 600 mg Loading Dose Followed by 75 mg Maintenance Dose After Implantation of Drug-eluting Stents in Patients With Diabetes Mellitus or Metabolic Syndrome (SPACE),SPACE,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00242892,,,2008,Prospective Study Randomized Multicentric On the Optimization Of the Installation Of Stent By Measurement Of the Intra-Coronary Pressure,,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00135603,,,2008,A Prospective Randomized Multicentric Trial Comparing Amoxicillin/Clavulanate Potassium Therapy to Appendectomy for Acute Non Complicated Appendicitis,,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00144885,,,2008,Resonance Magnetic Imaging at the Acute Phase of Endocarditis: Diagnostic and Therapeutic Impact,IMAGE,False,False,True,BEHAVIORAL
📕,rouge,résultat et / ou publication posté,NCT00125450,,,2008,Efficacy and Safety of Chest Physiotherapy With Forced Expiratory Technique for Acute Bronchiolitis in Toddlers,BRONKINOU,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00440102,,,2008,Ketamine Versus Etomidate During Rapid Sequence Intubation: Consequences on Hospital Morbidity,KETASED,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00259220,,,2008,In Urgency Hight Digestive Haemorrhage : Gastric Preparation for Endoscopy,,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00339196,,,2008,"Multi Centers, Open-trial Phase II Study Evaluating 5-azacytidine (Vidaza®) + Valproic Acid (Depakine ®) Before Administration of Retinoic Acid (Vesanoid®) in Patients With Acute Myelogenous Leukemia and High Risk Myelodysplasia.",,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00554580,,,2008,Effect of Continuous Positive Airway Pressure on Short Term Inhospital Prognosis for Acute Pulmonary Edema,CPAP,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00224718,,,2009,"ACE Trial :Not Worn-Out Aneurism of the Abdominal Aorta Under Renal "" Surgery Versus Endoprosthesis """,ACE,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00224705,,,2009,Efficacy and Safety of the Albumin Dialysis MARS® Therapy in Patients With Fulminant and Subfulminant Hepatic Failure,,False,False,True,DEVICE
📕,rouge,résultat et / ou publication posté,NCT00554892,,,2009,ClinicalTrial in Rectal Cancer Surgery Without Mechanical Bowel Preparation,PREPACOL,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00413608,,,2009,Influence of CYP2C19 Genetic Variants on Clopidogrel in Healthy Subjects,,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00774774,,,2009,a Randomized Controlled Trial Evaluating the Effectiveness and the Safety of Surgical Masks Wared by the Index Patient for Preventing Secondary Transmission of Influenza A in Households,GRIPMASK,False,False,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01077765,,,2009,"Open Label, Multicenter, Single Arm Trial of the Safety and Efficacy of Polyacrylamide Hydrogel Injection in the Management of Human Immunodeficiency Virus-Related Facial Lipoatrophy : THE LIPOPHILL TRIAL",LIPOPHILL,False,False,False,DEVICE
📕,rouge,résultat et / ou publication posté,NCT00392639,,,2009,Clinical Interest of Endovascular Cooling in the Management of Cardiac Arrest: Impact on Mortality in a Randomized Medico-economical Trial (the ICEREA Study),,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00373087,,,2009,Influence of Catechol-O-methyltransferase Polymorphism on Entacapone Efficacy in Parkinson's Disease,COMT,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00472069,,,2009,EVALUATION Of A NEW THERAPEUTIC STRATEGY FOR URETHRAL SPHINCTER INSUFFICIENCY BASED ON THE INTRA-URETHRAL IMPLANTATION OF AUTOLOGOUS MYOFIBERS WITH THEIR SATELLITE CELLS,,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00925366,,,2009,"Comparative Performances of CT-arthrography, MRI and MR-arthrography in the Preoperative Assessment of the Rotator Cuff Tendon Tears, Surgical Observations Being Used as a Standard.",COIFFE,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT00970697,,,2009,Double Blind Randomized Controlled Trial of Recombinant Human Platelet Derived Growth Factor-BB Gel (Regranex Gel®) Versus Hydrogel (Duoderm Hydrogel®) for Healing of MARTORELL's Hypertensive Leg Ulcers. ERAN Trial.,ERAN,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00822666,,,2009,Effect of the Genetic Variant 2C19*2 on Clopidogrel Biological Response in Patients With Premature Coronary Artery Disease,CLOVIS2,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00190307,,,2009,Strategy for Managing Antiplatelet Therapy in the Perioperative Period of Non Coronary Surgery,STRATAGEM,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00473109,,,2009,Chronic Hemodialysis Without Systemic Heparinization : a Randomized Study,HDSH,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00136656,,,2009,"Treatment of Acute Pyelonephritis With Gram Negative Strains in Infants and Children Less Than 3 Years Old. Cefixime PO 10d vs Ceftriaxone IV 4d Followed by Cefixime PO 6d. Multicenter, Randomised Trial of Equivalence.",,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00450034,,,2009,Impact of Optimization of Drug Treatment of Elderly Admitted in 4 Acute Geriatric Wards : Randomized Trial,OMAGE,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00190398,,,2009,Endarterectomy Versus Angioplasty in Patients With Severe Symptomatic Carotid Stenosis,,False,False,True,DEVICE
📕,rouge,résultat et / ou publication posté,NCT00987987,,,2009,Amplifying Graft-versus-tumor Effect by Donor Regulatory T-cell Depletion Before Donor Lymphocytes Infusion: a Phase I/II Clinical Study,ILD-Treg,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00764244,,,2009,"VITRILASE Study: Prospective Randomized Trial Comparing the Effect of Laser, Vitrectomy and Intravitreal Triamcinolone Injection for Diabetic Macular Edema",VITRILASE,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00372749,,,2009,Does the Threat of an Aversive Reaction Affect Craving of Alcohol During Cue Exposure in Alcohol Dependent Patients?,,False,False,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00541060,,,2009,Study of Factors of Genetic Susceptibility Associated to Severe Caries Phenotype in Young Patients. First Approach by Systematic Screening of Candidate Genes,Cariogene,False,False,False,GENETIC
📘,bleu,pas de résultat ni de publication,NCT01114087,,,2009,Impact of the Inhibitors of Tyrosine Kinase on the Male Fertility,GLIFERTI,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00890851,,,2009,Evaluation of Procedure Tuna Within the Framework of a Hospitalization of Short Duration,EPURE,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00190320,,,2009,Induction of Labor or Waiting for Suspicion Fetal Macrosomia (DAME),,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01146145,,,2009,"Efficacity, Safety and Cost of Intravenous Morphine Titration Alone or Combined to Ketamine",KEMO,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00531908,,,2009,Physiopathology of Sodium Retention in Acromegaly,AcromEnaC,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00505128,,,2009,Impact on Outcome of Early Endoscopic Extraction of Bile Duct Stones in Biliary Pancreatitis: a Prospective Multicenter Randomized Controlled Study,EEPAB,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00190242,,,2009,"Study of Immunogenicity of Anti-HAV Immunisation in HIV-1 Infected Patients, Co-infected or Not With HBV and/or HCV. HEP.A.VAC Study.",HEPAVAC,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00162565,,,2009,Beta-Blocker Continuation Versus Interruption in Patients With Congestive Heart Failure Hospitalized for Heart Failure Worsening (B-CONVINCED),BConvinced,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00224549,,,2009,Management of Resistant Hypertension -Pharmacokinetic Assessment of Different Antihypertensive Regimen -Comparison of Two Treatment Strategies: Increase Sodium Depletion or Combined Blockage of Renin-angiotensin System (RAS),,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00259207,,,2009,Pulmonary Valve Replacement : Study of Comparison Between a Standard Surgical Approach With Extracorporeal Circulation and an Off-pump Hybrid Strategy.,,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00347321,,,2009,Evaluation of Early Percutaneous Tracheostomy in Patients Undergoing Cardiovascular Surgery and Requiring Prolonged Mechanical Ventilation,ETOC,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00804895,,,2009,A Double Blind Randomized Controlled Trial of Greater Occipital Nerve Infiltration in Cluster Headache,CHCI,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00190385,,,2009,Screening of Hepatocellular Carcinoma in Patients With Compensated Cirrhosis. A Randomized Trial Comparing Two Periodicities of Ultrasonographic Surveillance: 3-month vs 6-month,,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00484484,,,2009,Efficacy of Low Analgesic Doses of Ketamine Associated With Opioids in Refractory Cancer Pain Treatment,KETADOL,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00306683,,,2009,Clinical Assessment of the Treatment With Diazoxide in Children Suffering From Obesity and Hyperinsulinemia Secondary to Surgery of Hypothalamic-pituitary Lesions,,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00416039,,,2009,Clinical Randomized Study of Sublingual Midazolam in Association With Morphine by Oral Route in Arm Fracture in Children at the Emergency Children Care,MIDAZODOL,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00442949,,,2009,Angioplasty to Blunt the Rise of Troponin in Acute Coronary Syndromes Randomized for an Immediate or Delayed Intervention (The ABOARD Study),ABOARD,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01250314,,,2010,"Radiological, Biological, Genetic and Micro-architectural Bone Determinants of Fractures in Men With Low Bone Mineral Density",OSTEHOM,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT00259974,,,2010,Double-blind Randomized Trial of Rituximab Versus Placebo in Polyneuropathy Associated With Anti-MAG IgM Monoclonal Gammopathy,,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT01314560,,,2010,Study of the Pathophysiological Mechanisms Involved in Bleeding Events Observed in Patients With Lowe Syndrome,LOWE,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT00748345,,,2010,Pharmacokinetics of Caspofungin in Burn Patients,Caspo-brûlés,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00428857,,,2010,Noninvasive Ventilatory Support After Lung Surgery to Prevent Pulmonary Complications in COPD Patients,POPVNI,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00279149,,,2010,Therapeutic Trial Evaluating Efficacy of Telemedicine (TELESTROKE) in the Management of Patient With Acute Stroke Within 3-hour After Their Symptom Onset Who Are Admitted to a Remote Hospital With no Stroke Unit Facility,,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00190424,,,2010,Multicentric Randomized Phase 2. Immunotherapy With CpG-ODN in Malignant Glioblastoma,,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01242566,,,2010,Phase II Trial of Temozolomide in Elderly Patients With Glioblastoma and Poor Performance Status (KPS<70).,TAG,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00987597,,,2010,Effectiveness of a Managed Care Smoking Cessation Program in Patients With Acute Coronary Syndrome Based on Nicotine Replacement as a Treatment and a Cognitive-behavioral Approach,PATPAC,False,False,False,BEHAVIORAL
📕,rouge,résultat et / ou publication posté,NCT00322322,,,2010,Early Administration of L-carnitine in Hemodialysis Patients: Double Blind Randomized Trial Versus Placebo,,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00331695,,,2010,Evaluation of the Efficacy of 17 Alpha-hydroxyprogesterones Caproate for the Prevention of Preterm Delivery,,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00797836,,,2010,Cost-effectiveness of Quantiferon Gold in VITRO Test of T-lymphocytic Response for Detection of Latent Tuberculosis in At-risk Healthcare Workers,QUANTIPS,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00603317,,,2010,Pharmacodynamic Drug Interaction Between Warfarin and Amoxicillin-clavulanic Acid,INWARA,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT01150318,,,2010,Study of the Testicular Function After Iodine 131 Therapy in Patients With Papillary Carcinoma,SAPIRA,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00561535,,,2010,"Effect of a Probiotic, Lactobacillus FARCIMINIS, in Diarrhea Predominant IBS",,False,False,False,DIETARY_SUPPLEMENT
📕,rouge,résultat et / ou publication posté,NCT00231491,,,2010,"Efficacy and Safety of Botulinum Toxin A for the Treatment of Refractory Overactive Bladder (OAB). A Multicenter Phase II, Randomized, Double-blind, Placebo Controlled 6 Month Study . VESITOX",,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00328159,,,2010,Dietary Therapy of Mitochondrial Fatty Acids Oxidation. A Clinical Study of Treatment With Odd Carbons Medium-chain Fatty Acids,,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00472160,,,2010,Preoxygenation Using Noninvasive Ventilation Prior Intubation in Hypoxemic Patients,PREOXY,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00763763,,,2010,Study to Evaluate Efficacy and Safety of Glivec® in Combination With Vincristine and Dexamethasone in Patients With Lymphoid Blast Crisis CML or Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia in Relapse or Refractory,AFR07,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00709358,,,2010,"Health Economic Evaluation of Rapid Detection of Bacteraemia and Fungemia by Real Time PCR for Cases of Febrile Neutropenia, Suspicion of Endocarditis and Severe Sepsis in Intensive Care Units",EVAMICA,False,False,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT00597623,,,2010,"Randomized Double Blind Placebo-controlled Trial of the Efficacy of an Anti-TNF Alpha Agent (Adalimumab, Humira®) in Patients With Incapacitating Hand Osteoarthritis Refractory to Usual Treatment",DORA,False,False,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT00797979,,,2010,Implant System for Fixation of Cranial Bone Flaps After Craniotomy for Brain Surgery,CRANIOSG,False,False,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01303146,,,2010,and Safety of METAZYM (Recombinant Human Arylsulfatase A or rhASA) for the Treatment of Patients With Late Infantile MLD Who Had Previously Hematopoietic Stem Cell Transplantation,Azylis,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00797264,,,2010,Impact of the Route of Administration of Ketamine Associated With Morphine PCA on Analgesia After Total Hip Arthroplasty,KETAMINE,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00473148,,,2010,Weaning of Mechanical Ventilation Guided by the Natriuretic Peptide of Type B,BMW,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01022957,,,2010,Characterization and Analysis of Long-term Evolution of Renal and Extra-renal Damages in the Course of Nephronophthisis,NEPHAER,False,False,False,GENETIC
📕,rouge,résultat et / ou publication posté,NCT00231582,,,2010,Sequential High-Dose Chemotherapy Combining Two Mobilization and Cyto-Reductive Treatments Followed by Three High-Dose Chemotherapy Regimens Supported by Autologous Stem Cell Transplantation,,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT01072734,,,2010,Role of CXCR4/CXCL12 Axis on the Control of Humoral Immunity and Auto-immunity in Lupus Patients After Influenza Vaccine Challenge,GRIPLUP,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,,2007-007676-42,,2010,"Etude ATOLL . Etude internationale, multicentrique, visant à comparer l'utilisation de l'enoxaparine IV versus héparine standard IV chez les sujets présentant un infarctus du myocarde aigu et nécessitant l'intervention coronarienne  percutanée primaire",ATOLL,False,False,True,
📕,rouge,résultat et / ou publication posté,NCT00718471,,,2010,Acute STEMI Treated With Primary Angioplasty and Intravenous 0.5 mg/kg Lovenox or UFH to Lower Ischemic and Bleeding Events,ATOLL,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00527007,,,2010,Impact of External Cooling in Septic Shock Patients,sepsis-cool,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT00748319,,,2011,Analysis of Killer Immunoglobulin-like Receptor Transcripts Expression for the Diagnosis of Epidermotropic Cutaneous T-cell Lymphomas (Mycosis Fungoid and Sézary Syndrome) in Patients With Erythroderma or Erythematous Patches/Plaques.,KIR,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT00774423,,,2011,"Multicentric, Randomized, Double-blind Study Versus Placebo, With Two Parallel Groups Treated to Evaluate the Efficacy and the Tolerance of Riluzole in Children and Young Adults (6 to 20 Years of Age) With SMA. (Type II and Type III)",ASIRI,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00700869,,,2011,Phase 2 Study of a New Mechanical Ventilation Weaning Strategy Governs by a Respiratory Behaviour Status Assessment for Patients With Altered Level of Consciousness,ORGAR,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00388323,,,2011,Adipose Tissue Involvement in Alcohol-induced Liver Inflammation in Human : Study of Pro- and Anti-inflammatory Cytokines and ADIPOKINES..,RIHTA,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT00578201,,,2011,Phase II Trial of FOLFOX in Combination With Cetuximab and Concomitant Radiotherapy in the Treatment of Esophageal Cancer Stage III,FOLFOX,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00773149,,,2011,Phase I/II Study of Alemtuzumab (CAMPATH 1H) Associated to G-CSF in Adult Patients With Refractory Acute Lymphocytic Leukemia (ALL) or ALL in Relapse.,Campath,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00504036,,,2011,Medico Economic Evaluation of a Temporary (6 Months) Intra-gastric Balloon in Morbidly Obese Patients Before a Gastric By-pass. A Randomised Multicenter Study Comparing the Usual Strategy to Two Types of Gastric Balloon,BIGPOM,False,False,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT00763672,,,2011,Impact of a Single Second-trimester Plasma sFlt-1 and/or Urinary PlGF Assay on Maternofetal Morbidity/Mortality,MOMA,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00305539,,,2011,HECTHOR: A Pilot Multicenter Double-blind Randomised Study of 3 Months Treatment With Humira Added to Steroids in Giant Cell Arteritis,,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01436409,,,2011,Comparison of the Rates of Fetal Extractions Between a Systematic Practice of an Echography of Presentation and the Only Vaginal Touch Usually Realized During the Labor,PINKFINGER,False,False,False,OTHER
