S,NCTId,eudraCT,study_completion_year,title,acronym,has_results_or_publications_within_1y,has_results_or_publications_within_3y
🟥,NCT00754533,,2010,Influence of Different Exercise Training Programs in Patients With Coronary Artery Disease on Cardiac and Respiratory Parameters,FRAXIO,False,False
🟥,NCT00456235,,2011,Interruption of the Calcineurine Inhibitors (ICN) and Introduction of Mycophenolate Mofetil (MMF) in Liver Transplant Patients With Side Effects Due to ICN: Study of the Reduction of the Risks of Rejection by Mycophenolate Mofetil Therapeutic Drug Monitoring,MONOCEPT,False,False
🟥,NCT00826683,,2011,Detection of Circulating Endothelial Progenitor Cells (EPCs) in Peripheral Blood From Non-small Cell Lung Cancer Patients,CBNPC:PCE,False,False
🟥,NCT00630695,2007-003576-19,2011,Evaluation of the Efficacity of Lanreotide LP 90 mg to Minimized the Lymphorrhea Post Axillary Lymphadenectomy in Breast Cancer,,False,False
🟥,NCT00551798,,2011,Prediction of the Response to Chemotherapy by Tomoscintigraphie the MIBI in the Balance Sheet Pre Hodgkin's Disease and Lymphoma Malins High Grade,MIBI,False,False
🟥,NCT00283985,,2012,Phase II Study of an Association of L-asparaginase-Methotrexate-Dexamethasone for Relapsing and/or Refractory Nasal and Nasal-type NK-T-cell Lymphoma,,False,False
🟧,NCT00812864,,2012,Pharmacokinetic Study of Capecitabine in Elderly Cancer Patient (≥75 Years),capagec,False,True
🟥,NCT01432977,2011-002213-12,2012,Paracetamol and Setrons : Drug Interactions in the Management of Pain After Tonsillectomy in Children,PARATRON,False,False
🟥,NCT00812786,,2012,"Multicentre, Open Study for the Setting up of Population Pharmacokinetic Models and Bayesian Estimators for Individual Dose Adjustment of Immunosuppressive Drugs (Cyclosporine, Tacrolimus, Mycophenolate Mofetil, Everolimus) During the First Year Post-grafting in Adult Heart Transplant Recipients.",PIGREC,False,False
🟧,NCT01008540,,2012,"Cytomegalovirus Resistance in Transplant Patients and Bone Marrow Recipients in the Prophylaxis Era, a French Multicentric Cohort Study",PHRC CMV,False,True
🟥,NCT01659190,,2013,The Painful Real-life Experience of the Child of Less Than Three Years During the Removal of the Collecting Bags in the Pediatric Urgency: What Strategy of Coverage?,LINIPOCHE,False,False
🟥,NCT00199654,,2013,PET Interest in the Follow Up of Colorectal Cancer Stage II and III: Phase III Randomised Study,,False,False
🟥,NCT01200771,2007-005823-14,2014,Impact of the PET-scan in the Diagnosis Strategy of Fever Unknown Origin or Inflammatory Syndrome in Immunocompetent Patients,FUO-TEP,False,False
🟥,NCT01268033,2009-018266-35,2014,"A Prospective, Randomized, Double Blind, Placebo-controlled Phase II/III Study Evaluating the Efficacy of Rituximab in the Prevention of Relapse of Calcineurin Inhibitors Dependent Idiopathic Nephrotic Syndrome of Childhood",NEPHRUTIX,False,False
🟥,NCT01350817,,2014,Randomized Open Non Comparative Multicenter Phase II Study of Sequential Erlotinib With Docetaxel Versus Docetaxel Alone in Second Line of Treatment in Patients With Non Small Cell Lung Cancer After Failure of First Line Chemotherapy,TARSEQ,False,False
🟥,NCT01188993,,2014,Hemodynamic Assessment With Transpulmonary Thermodilution and Transesophageal Echocardiography in Patients With Early Septic Shock,HEMOSEPSIS,False,False
🟥,NCT01369797,,2015,"Prospective Randomized Study of the Impact on the Autonomy of the Elderly of 75 Years of Age and Older by the Unit for Prevention, Monitoring and Analysis of Aging (UPSAV).",GEROPASS,False,False
🟥,NCT02164890,,2016,Pharmacokinetics of Micafungin in Patients of Intensive Care Units,MI-K,False,False
🟥,NCT01029678,2009-012413-21,2016,Phase II Study Evaluating Treatment With Oral Navelbine and Cisplatin Administered Weekly and Concomitant Radiotherapy in Elderly Patients With no Operable NSCLC,RACCOSA,False,False
🟥,NCT02374866,,2016,"Monitoring Obese Patients: Impact on the Frequency of Monitoring Weight, Quality of Life, Dietary Behavior, Physical Ability and Comorbidities",SUIVIOBESITE,False,False
🟥,NCT01775527,,2016,"IgA Nephropathy, Lymphocyte Homing and IgA Class Switch",NIDOCIGA,False,False
🟥,NCT02278627,,2017,Impact of a Technique of Massage During the First Week of Hospitalization on the Recycling of the Mobility of the Knee Further to the Installation of Knee Replacement,PTGMass,False,False
🟧,NCT02186951,2014-000202-35,2017,Prevention of Early Ventilator-associated Pneumonia With Antibiotic Therapy in Patients Treated With Mild Therapeutic Hypothermia After Cardiac Arrest.,ANTHARTIC,False,True
🟥,NCT02300376,,2017,"Designing a Bayesian Model of the Plasma Clearance of Calcium Edetate de Sodium, With a Limited Sampling Strategy for the Calculation of Glomerular Filtration Rate (GFR) and Validity Assessment Compared to the Renal Clearance of Inulin : DFGBay",DFGBay,False,False
🟩,NCT02779920,,2017,"Feasibility of Endoscopic Pylorotomy in the Treatment of Refractory Gastroparesis, Pilot Study.",GASTROPOP,True,True
🟧,NCT01795612,,2017,Adapted Physical Activity Effect on Aerobic Function and Fatigue at Home in Patients With Breast Cancer Treated in Adjuvant or Neoadjuvant Phase,APAC,False,True
🟥,NCT01862822,,2017,Position of Children During Urine Collection: Evaluation Study,PUCES,False,False
🟥,NCT02694484,,2017,Search Cytomegalovirus (CMV) in Healthy Volunteers Stools Samples Selected as Potential Donor for Fecal Microbiota Transplant,TRANSFECMV,False,False
🟥,NCT03205397,,2018,Impact of a Child-Parent Preoperative Accompanying Procedure on the Anxiety of Children Aged 5 to 12 With Scheduled Surgery,I-PPOP,False,False
🟧,NCT03157011,,2018,Evaluation of the Prevalence of Functional Digestive Disorders During Primary Sjögren Gougerot Syndrome,GASTRO-SGS,False,True
🟥,NCT01639898,,2018,Phase II Trial With Lenalidomide-Dexamethasone Combination in the Treatment of POEMS Syndrome.,POEMS,False,False
🟥,,2016-000106-11,2018,"EVALUATION OF THE EFFICIENCY OF TREATMENT BY BUMETANIDE ON AUTISTIC CHILDREN WITH A KNOWN ETIOLOGY: MULTICENTER AND DOUBLE-BLIND STUDY WITH RANDOMIZED PARALLEL GROUP, AGAINST PLACEBO. 
 
 
 Evaluation de l'efficacité d'un traitement par bumétanide chez les enfants autistes avec une étiologie connue : étude multicentrique randomisée en groupes parallèles et double aveugle contre placebo.","BUMAUTEP 
 
 
 BUMAUTEP",False,False
🟥,NCT02563821,,2018,Programmed Intermittent Epidural Bolus Versus Continuous Epidural Infusion for Third Trimester Medical Termination of Pregnancy Analgesia : a Randomized Study.,PCEA-IMG,False,False
🟩,NCT01822938,,2018,Follow-up of Patients' Physical Activity in Post-hospitalization by Implementation of Systems of Active Monitoring.,TICAA'DOM,True,True
🟥,NCT03511612,,2018,Comparison of the Ankle-Brachial Index Measurement Using a Specific Oscillometric Device vs. the Doppler Method,ABIOSCILLO,False,False
🟥,NCT02460250,,2018,Evaluation of Liver Grafts With FibroScan® Before Organ Retrieval in Patients With Brain Death,FIBROSCAME,False,False
🟩,NCT02373371,2014-003602-32,2018,Efficacy and Safety of Metvix® Natural Daylight Photodynamic Therapy Versus Conventional Metvix® Photodynamic Therapy in Subject With Mild Actinic Keratoses,"Metvix®, Natural Daylight Photodynamic Therapy, Actinic keratosis",True,True
🟥,NCT02778984,,2018,Facial Mask Tightness: A Comparative Study,EMAF,False,False
🟥,NCT03118401,,2019,Stool Ritual: Impact on the Number of Nights Without Stools Among Dependent Residents in Institutions for Dependent Elderly People,RITUELIM,False,False
🟧,NCT01501760,2010-022858-16,2019,Effect of Bevacizumab Subconjunctival Injections on Corneal Newvessels,BECONNEC,False,True
🟧,NCT03769597,2018-002778-35,2019,"Description of the Evolution of Plasma and Urinary Concentrations of Iohexol in a Cirrhotic Patient Population: ""Pilot Study on 9 Patients""",DFG HEP,False,True
🟥,NCT03559283,,2019,Using Functional Near-infrared Spectroscopy (fNIRS) in the Evaluation of Cognitive-motor Interference in Post-stroke Patients,ICM-AVC,False,False
🟥,NCT02047591,,2019,"Study of a Therapy Without Drugs, Supplementary to an Usual Treatment for the Pains Caused by Removing the Redon's Drain From a 7 to 17 Years Old Child in Pediatric Surgery.",TOUTETDOU,False,False
🟥,NCT02683590,,2019,STernectOmy Repair Efficiency of a Ceramic Implant,STOIC,False,False
🟥,NCT02816177,,2019,Impact of Telemedicine on Avoiding Emergency Hospital Admissions and Hospitalization for Nursing Home Residents,GERONTACCESS,False,False
🟥,NCT02716051,,2019,Initial Staging of Bronchopulmonary Neoplasia: Whole-body MRI Versus Pet Scanner,WISLON,False,False
🟥,NCT02155686,,2019,Etude de l'Impact Clinique de la télésurveillance à Domicile Par télémédecine de paramètres biométriques de la Personne âgée Polypathologique,e-COBAHLT,False,False
🟥,NCT02993133,,2019,"Pharmacokinetics Study of Mycophenolic Acid in Patients With an Autoimmune Bullous Dermatose, Pemphigus or Cicatricial Pemphigoid.",PEMPA,False,False
🟥,NCT03076151,,2019,Interventional Multicentre Pharmacokinetic Study of Adoport® (Tacrolimus) in Patients With de Novo Kidney Transplantation,IMPAKT,False,False
🟩,NCT02816476,2016-000287-42,2020,A Multicentre Open Label Phase II Study of Daratumumab in AL Amyloidosis Patients Not in VGPR or Better,AMYDARA,True,True
🟩,NCT02531737,2015-000475-27,2020,Multicenter Phase II Trial of Nintedanib (Vargatef®) Plus Docetaxel in Second Line of Treatment in Patients With no Squamous Non Small Cell Lung Cancer Refractory to First Line Chemotherapy,REFRACT,True,True
🟥,NCT04885387,,2020,X-ray-free Protocol for Pectus Deformities Based on Magnetic Resonance 1 Imaging and a Low-cost Portable Three-dimensional Scanning Device,,False,False
🟥,NCT03698565,,2020,Evaluation of the Analgesia Nociception Index and Videopupillometry to Predict a Child's Post-tonsillectomy Morphine Prescription,ENIGME,False,False
🟥,NCT02334345,,2021,Skin Protection During Radiotherapy in Patients With Breast Cancer: A Comparative Study of Evoskin® Verus Trixéra®,EVOSKIN,False,False
🟥,NCT04889573,,2021,Immunoglobulin Gene Rearrangement and Repair in Healthy Donors,R2IGH,False,False
🟥,NCT02152449,,2021,Impact on Functional Status of Early Oral Nutritional Supplementation (ONS) in Amyotrophic Lateral Sclerosis (ALS) Patients,NUTRALS,False,False
🟥,NCT03185663,,2021,"Pilot Study Comparing Two Techniques of Taking Care Analgesic in Patients 70 and Older, Awaiting Surgery After Extracapsular Fracture of the Proximal Femur",ALGOFRACT,False,False
🟥,NCT04797117,,2021,"Analytical Validation of the abioSCOPE Device With a PSP Test: Point-of-Care Precision, Sample Type Comparison and Sample Stability",AB-PSP-005,False,False
🟥,NCT02813928,,2022,Diagnostic and Prognosis Value of Circulating DNA for CRC Patients' Surveillance After Curative Treatment,ADNCirc,False,False
🟥,NCT05171114,,2022,"Scleroderma: Description of Functional Disability Between the Dominant and Contralateral Hand, a Single-centre Descriptive Cohort.",SCLERO-HAND,False,False
🟥,NCT04803799,,2022,Effects of an Exergame Focused on Cognitive-motor Interference on the Cognitive and Motor Capacities of Older Adults,INCOME,False,False
🟥,NCT05540210,,2022,Analytical Validation of the abioSCOPE Device With the IVD CAPSULE PSP Test: Comparison of PSP Values Measured With Venous Whole Blood and Those Measured With Arterial Whole Blood,AB-PSP-006,False,False
🟥,NCT05545566,,2023,Evaluation of Thoracic Ultrasound in Monitoring Pleural Drainage in Postoperative Thoracic Surgery,EchTHor,False,False
🟥,NCT05477238,,2023,Oxygen Consumption in Post-stroke Patients During Various Walking Activities Compared to Healthy Controls,STROXCO,False,False
🟥,NCT00199641,,,Evaluation of Two Enteral Nutrition Strategies in Mechanically Ventilated Patients,,False,False
🟥,NCT01305161,,,Diagnostic Accuracy of Flow Cytometry Applied to the Diagnosis of Peri-anaesthesic Reactions Induced by Neuromuscular Blockers,CYPREANE,False,False
🟥,NCT00559676,,,Phase 4 Study to Characterize and Evaluate Markers of Chemoresistance in Patients With Metastatic Colorectal Cancer,,False,False
🟥,NCT00559195,,,Phase 2 Study Evaluating the Efficacy of Epoetin Beta (Neocormon®) For Fatigue and Quality of Life of Patients Receiving Palliative Care for a Solid Malignant Tumor,,False,False
