statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y
🟥,NCT00949806,,2011,"Phase II Non Comparative, Open Study to Assess the Efficacy and Safety of the Botulinum Toxin Type A in Patients With Restless Legs Syndrome (RLS)",SOXIS,False,False
🟥,NCT01047852,,2011,Sequential and Early Used of Noninvasive Ventilation After Extubation in Hypercapnic Patients or in Patients With Chronic Respiratory Disorders,VHYPER,False,False
🟥,NCT00607854,,2011,Safety and Efficacy of Ibritumomab Tiuxetan (Zevalin®) in Association With a Fludarabine Based Reduced Conditioning Regimen and Allogenic Stem Cell Support in Chemo-sensitive Relapsed CD20 Positive Aggressive Non-Hodgkin's Lymphoma Patients.,ZEVALLO,False,False
🟥,NCT00478985,,2011,Evaluation of the Persistence of the Complete Molecular Remission After Stopping Imatinib Chronic Myeloid Leukemia (STIM),STIM,False,False
🟥,NCT01223144,,2011,Decision-making and Emotion Recognition in Essential Tremor,EMOTREM,False,False
🟥,NCT00931333,,2011,"Non Comparative, Monocentric, Prospective, Phase II, Study of Calcium Phosphate Cement MCPC Efficacy and Safety for Bone Filling in Vertebral Site",VERTEBRO-MCPC,False,False
🟥,NCT00741949,,2011,Fiberoptic Bronchoscopy With Broncho-alveolar Lavage Under Noninvasive Ventilation With Propofol Target Controled Infusion in Patient With Acute Hypoxemic Respiratory Failure. A Randomized Controlled Study : SEDA-FIBRO.,SEDA-FIBRO,False,False
🟥,NCT01070004,,2011,Countermeasures for Sleepiness at the Wheel and Prediction of Inter- Individual Differences to Their Responses (KillSleep),KILLSLEEP,False,False
🟥,NCT00804804,,2011,"Aging,Sleep and Cognitive Process",SOMVIE,False,False
🟥,NCT01043198,,2011,Phenotypic Characterization and Array CGH Analysis in Patients With Syndromic Obesity of Unknown Etiology,REMOB,False,False
🟥,NCT01069445,,2011,"Open Label, Randomized Study of the Impact of Diet on Gut Microbiota, Inflammageing and Oxidative Stress in Elderly People. Potential Benefits of Dietary Advices Alone or Associated to Nutraceutical Food Supplements Argan Oil, VSL#3 Probiotic Blend, 5203-L Fruit Extract Terpene. French Part of a Multicentric European Study",RISTOMED,False,False
🟥,NCT00624728,,2011,Assessment of 18Fluoro-thymidine PET-CT for the Volume Definition of High-grade Gliomas (GLIO-TEP) : Correlation With Histopathology,GLIO-TEP,False,False
🟥,NCT00743561,,2011,Study of the Performance of Ambulatory Nocturnal Polygraphy in the Diagnosis of Sleep Apnea in Multiple System Atrophy,,False,False
🟥,NCT00241254,,2012,"A Double-blind, Two-arm, Multicenter, Randomized Trial to Evaluate Efficacy of Cyclophosphamide Versus Methylprednisolone in Patients With Recent Secondary Progressive Multiple Sclerosis: P.R.OM.E.S.S Study",PROMESS,False,False
🟥,NCT00916253,,2012,"Method of Assessment of Driving Ability in Patients Suffering From Wakefulness Pathologies, Impact of Modafinil Treatment.",AUTOSOP,False,False
🟥,NCT00437762,,2012,Effectiveness of Botulinum Toxin A Injection for the Treatment of Lateral Epicondylitis Unrelieved by Usual Medical Cares : A Double Blind Randomized Controlled Trial Versus Placebo,TBA,False,False
🟥,NCT01220349,,2012,Early Detection of Diabetic Cardiomyopathy by Analysis of Myocardial Deformations by Two-dimensional Speckle Tracking Strain Echocardiography and Relationship to Micro-angiopathy,ECHO-DIAB,False,False
🟥,NCT00646269,,2012,Efficacy Assessment of Three Non Pharmacological Therapies in Alzheimer's Disease,ETNA3,False,False
🟥,NCT01421953,,2012,Assessment of Four-dimensional (4D) 18F-fluoro-deoxy-glucose (FDG) Positron Emission Tomography and Computed Tomography System (PET-CT) in Radiotherapy for Non Small Cell Lung Cancers (NSCLC),PULMOTEP,False,False
🟥,NCT01167790,,2012,Interest of Oral Tissue Autofluorescence for the Screening of Precancerous Lesions and Cancer in Population With Tobacco and Alcohol Abuse.,FLUOK,False,False
🟧,NCT00459589,,2012,Nutritional Intervention in Geriatric Oncology in Patients at Risk of Undernutrition,INOGAD,False,True
🟥,NCT00510640,,2012,"Phase 2 of Sunitinib (Sutent) in Patients With Locally Advanced or Metastatic Anaplastic, Differentiated or Medullar Thyroid Cancer",THYSU,False,False
🟥,NCT01170793,,2012,Medication Overuse Headaches: the Impact of Educative Telephone Coaching Administered by Nurses Prior to the Medical Appointment in a Tertiary Consultation Center: a Comparative Randomized Trial,CAM-ET,False,False
🟧,NCT00896428,,2012,Effects of Gallopamil on Bronchial Smooth Muscle Remodelling in Severe Asthma: a Double Blind Study.,REMODEL'ASTHME,False,True
🟥,NCT01056952,,2012,Physiologic Effects of High Flow Nasal Therapy in Patients With Acute Hypoxemic Respiratory Failure,,False,False
🟥,NCT01178164,,2012,Prevalence of Fabry's Disease in a Population of Patients With Chronic Pains,DOUFAB,False,False
🟥,NCT00833209,,2012,Orbitofrontal Cortex (OFC) Influence on Addictive Behaviour in Medication Overuse Headache (MOH) Deriving From Migraine,MOH-PET,False,False
🟥,NCT00590837,,2013,"Randomized Prospective Study of Adding Lomustine to Idarubicin and Cytarabine for Induction and Post-remission Chemotherapy in Older Patients With Acute Myeloid Leukaemia, and Feasibility of Allogeneic Transplantation for Patients From 60 to 65 Years Old",LAM-SA 2007,False,False
🟥,NCT01082419,,2013,Acoustic Radiation Force Impulse Imaging (ARFI) : a New Technique to Assess Liver Elasticity - Norms in ARFI: Distribution and Reproducibility of ARFI Values in Disease-free Livers or Pathological Livers.,NARFI,False,False
🟥,NCT01803971,,2013,Obtaining Vascular Access (Venous or Intraosseous) During Cardiac Arrest in Out-of-hospital Care: Delays and Failure Risk Factors,ACCIO,False,False
🟥,NCT00906893,,2013,Methodological Evaluation of Fluor 18 Labelled Fluoromisonidazole ([18F]-FMISO) Positon Emission Tomography-Computed Tomography (PET-CT) for Non Operated Glioblastoma,MISOGLIO,False,False
🟥,NCT01288313,,2013,Effect of N-3 Polyunsaturated Fatty Acids Supplementation on the Human Milk Composition of Lactating Women: Nutritional Intervention With Rapeseed Oil and n-3 Margarine Compared to Standard Olive Oil,Oméga 3,False,False
🟥,NCT00790686,,2013,Study of Tolerance and Effectiveness of Ureteral Stents MEMOKATH ® 051 in the Treatment of Chronic Strictures of the Ureter,TOTEME,False,False
🟥,NCT00869882,,2013,Comparison of 2 Surgical Approaches in the Treatment of Degenerative Spondylolysthesis: Posterolateral Fusion With Instrumentation (GPLI) Plus or Minus Transforaminal Lumbar Interbody Fusion (TLIF),SPONGIT,False,False
🟥,NCT00614081,,2013,Measurement of Glomerular Filtration Rate With Contrast-enhanced Dynamic MR Imaging in Renal Transplant Recipients: Evaluation of the Agreement With the Cr51 -EDTA Method and of Reproducibility,IREN,False,False
🟥,NCT01604694,,2013,"Ultrasound-guided Transversus Abdominis Plane Block for Analgesia After Abdominoplasty: Randomized- Controlled- Trial Double Blind Monocentric Study, Against Placebo",TAPlastie,False,False
🟥,NCT00917709,,2013,In Vivo SPECT Imaging of Vesicular Acetylcholine and Dopamine Transporters in Dementia With Lewy Bodies: Applying in Diagnostic and Identification of Pathological Subtypes.,IBVM/DATSCAN,False,False
🟥,NCT00624403,,2013,LMA ProSeal & I-Gel : a Prospective Controlled Trial,I-Gel,False,False
🟥,NCT01149525,,2013,"A Randomised, Double Blinded Cross-over Study Comparing the Efficacy of L-carnitine Versus Placebo in the Treatment of Fatigue in Multiple Sclerosis",FACTSEP,False,False
🟥,NCT01849536,,2013,Corneal Biomechanics and Continuous IOP Monitoring Using Soft Contact Lenses in Glaucomatous Patients,BIOLENS,False,False
🟧,NCT01160874,,2013,Sleepiness and Performances Degradation in Adults Presenting an Attention-Deficit/ Hyperactivity Disorder (ADHD),SOMTDA/H,False,True
🟥,NCT00657475,,2013,A Prospective Study of Coronary Artery Bypass Graft and/or Aortic Valve Replacement With Conventional Versus Half Heparin Dose Under Closed and Coated Extra Corporeal Circulation System (MECC) - APPACHES Study.,APPACHES,False,False
🟥,NCT01269697,,2013,Lutein Influence on Macula of Persons Issued From Amd Parents,LIMPIA,False,False
🟥,NCT02889224,,2013,In Vivo Study of Interactions Between the Endocannabinoid System and the Corticotropic Axis in Man,VISECA,False,False
🟥,NCT01613989,,2014,Total Hip Prosthesis Assisted by Computer Based on Pre-operative EOS Imaging,NAVEOS,False,False
🟥,NCT01235052,,2014,Prognostic Evaluation of Fluor 18 Labelled FLUROMISONIDAZOLE (18F-FMISO) Positon Emission Tomography-Computed Tomography (PET-CT) in Head and Neck Squamous Cell Carcinomas,MISORL,False,False
🟥,NCT02056912,,2014,Identification of a New Gene Involved in Hereditary Lipodystrophy - LIPOGENE,LIPOGENE,False,False
🟥,NCT01270646,,2014,Study of the Role of Intraventricular Electrical Activation in the Treatment of Congestive Heart Failure by Cardiac Resynchronization Therapy: Invasive Evaluation and Validation of Non-Invasive Strategy Using CardioInsight ®,CARTO-CRT,False,False
🟥,NCT00906672,,2014,,INTEGRA®,False,False
🟥,NCT01484821,,2014,,CAPARFI,False,False
🟥,NCT01234415,,2014,"Multicentric Pilot, Clinical Study of a Bone Substitute Safety and Efficacy in the Multi Traumatized Nasal Septum Reconstruction",NASEPT,False,False
🟥,NCT01034449,,2014,Transplantation of Ex-vivo Expanded Human Cord Blood Hematopoietic Stem Cells Expanded: Evaluation of Hematopoietic and Immunologic Reconstitution After a Reduced-intensity Conditioning Regimen,GRAPA,False,False
🟥,NCT01365858,,2014,Effectiveness of Virtual Reality-based Cognitive Training in Daily Living in Stroke Patients Using Virtual Action Planning Supermarket (VAP-S),VAPS REHAB,False,False
🟥,NCT01844440,,2014,Diagnostic of Transient Lower Esophageal Sphincter Relaxation With Combined Impedance and High Resolution Manometry in Patients With GERD.,HRM RTSIO,False,False
🟥,NCT01344512,,2014,"Population Pharmacokinetics Of Ceftazidime, Ciprofloxacin And Voriconazole In Paediatric Young Patients (< 12 Years Old)",PHARMA-A,False,False
🟥,NCT02113254,,2014,Study of Modification of the Density of the Macular Pigment by the Consumption of Corn With Strong Content in Zeaxanthine,MAIS,False,False
🟥,NCT01555827,,2014,Retinal Neurodegenerative Signs in Alzheimer's Diseases,SIGNAL,False,False
🟥,NCT01421927,,2014,Safety of a Maintenance Therapy With Lenalidomide After Reduced-intensity Allogeneic Stem Cell Transplantation for Chemosensitive Relapsed Multiple Myeloma,REVALLO,False,False
🟥,NCT01517789,,2014,Advantage of Using Intraoperative Visual Evoked Potentials to Preserve Visual Function During Surgical Procedures Near the Optical Pathways,VISUOPEV,False,False
🟥,NCT01619644,,2014,Rubinstein-Taybi Syndrome: Functional Imaging and Therapeutic Trial,RUBIVAL,False,False
🟥,NCT01845935,,2015,Cryoablation of Venous Vascular Malformations Located in Soft Tissues,CRYOMAV,False,False
🟥,NCT01556035,,2015,A Multicentre Prospective Phase II Single Arm Trial Evaluating the Benefit of Therapy With Lenalidomide (Revlimid®) in Relapsed or Refractory Primary-cutaneous Large B-cell Lymphoma (Leg-type) After First Line Treatment by Chemotherapy Plus Rituximab for the French Study Group of Cutaneous Lymphoma (GFELC),REV-LEG,False,False
🟥,NCT01212926,,2015,Early Detection of Anthracycline Cardiotoxicity by Echocardiographic Analysis of Myocardial Deformation in 2D Strain,CA2D,False,False
🟥,NCT01854970,,2015,Benefit of Pharyngeal and Oesophageal pH-impedance of Patients With High Suspicion of Laryngopharyngeal Reflux,PHARO,False,False
🟥,NCT02246829,,2015,Assessment of Early Changes in SD-OCT After Initiation of a Treatment by Intravitreal Aflibercept (EYLEA®) (2mg) Over a 12-week Period for Patients Suffering From Neovascular Age-related Macular Degeneration (AMD) French SD OCT in wAMD,START,False,False
🟥,NCT01269567,,2015,Randomized Trial Comparing Drainage Versus no Drainage Following Rectal Excision With Low Anastomosis for Rectal Cancer,GRECCAR 5,False,False
🟥,NCT01582919,,2015,STUDY OF IMAGING MARKERS IN THE VERY EARLY STAGES OF DEMENTIA AMONG RETIRED RURAL FARM IN THE GIRONDE AND PARTICIPATING IN THE AMI COHORT EPIDEMIOLOGY: A LONGITUDINAL STUDY.,AMIMAGE 2,False,False
🟥,NCT01066559,,2015,Multicentric Randomized Trial of the Impact of Hemodialysis With Polymethylmetacrylate Membrane on the Improvement of Humoral Immune Response in the Hemodialyzed Patients: Application to Hepatitis B Vaccination and Correlation to sCD40 Clearing,HEPADIAL,False,False
🟧,NCT01629303,,2015,Efficacy of Sacral Nerve Modulation in Severe Refractory Constipation,CONSTIMOD,False,True
🟥,NCT01064193,,2015,"Influence of Local Biopsy of the Endometrium Prior to Controlled Ovarian Stimulation for IVF or ICSI Procedure on the Rates of Embryo Implantation, Clinical Pregnancy and Live Birth in ART",NIDABRECHE,False,False
🟥,NCT01650454,,2015,,SCOAL,False,False
🟥,NCT01260402,,2015,Randomized Comparison of Endocardial Versus Epicardial - From the Coronary Sinus - Left Ventricular Pacing for Resynchronization in Heart Failure.,EPI-ENDO,False,False
🟥,NCT01335243,,2015,"Multicentric, Prospective Study of Efficacy and Safety of Lumbar Interbody Fusion With MatriTMBONE Associated With Autologous Marrow",MatriBone,False,False
🟧,NCT01275521,2010-022255-37,2015,"Study of the Effectiveness and the Tolerance of Intraprostatic A-botulinic Toxin Injection, in the Treatment of Symptomatic Benign Prostate Hypertrophy.",PROTOX,False,True
🟥,NCT02812511,,2015,"Pathophysiology Analysis of ""Costello Syndrome"" on Cellular Models",COSTELLO,False,False
🟥,NCT01273259,,2015,Study of Dehydroepiandrosterone (DHEA) in Respiratory Pulmonary Hypertension in Adults. Phase 2 Trial,,False,False
🟥,NCT01928238,,2015,Physiologic Effects of Noninvasive Neurally Adjusted Ventilatory Assist (NAVA) Versus Noninvasive Pressure Support Ventilation in Patients at Risk for Respiratory Distress Needed Preventive Used of Noninvasive Ventilation After Extubation.,NAVA-VNI,False,False
🟥,NCT02806466,,2015,Risk Factors for Early Remodelling in Severe Asthma in Children,P'tit-ASTHME,False,False
🟥,NCT01334073,,2015,Phase I Study of the Combination of Axitinib (AX) Plus Everolimus (EV) in Patients With Malignant Advanced Solid Tumors,EVAX,False,False
🟩,NCT01865357,,2016,"Prospective Longitudinal 1-year Study of the Correlation Between Cognitive Functioning in Patients With Clinically Isolated Syndrome Suggestive of Multiple Sclerosis and Disconnection in the Brain Assessed by MRI:""SCI-COG"" Study",SCI-COG,True,True
🟥,NCT03103230,,2016,Recherche de Marqueurs Pronostiques électro-physiologiques précoces Chez l'Aphasique après un Accident Vasculaire cérébral.APHA-TMS,APHA-TMS,False,False
🟥,NCT01821170,,2016,,RECOGNITA,False,False
🟥,NCT01817088,,2016,Sub-thalamic Nucleus Stimulation in Parkinson Disease: Comparison of a Two-steps Electrophysiological Approach Under Local and General Anesthesia and a One-step Approach Under General Anesthesia,PARKEO,False,False
🟥,NCT02591303,,2016,Stress and Insomnia: Investigating a Bidirectional Relation,StresSleep,False,False
🟥,NCT02590809,,2016,,Light-CARMIDO,False,False
🟥,NCT01254474,,2016,Evaluation of Depolarization and Repolarisation Activity During Cardiac Arrhythmia Using a Novel Monophasic Action Potential Catheter,EvaMAP,False,False
🟩,NCT01207856,,2016,Randomised Controlled Clinical Trial of Cognitive Rehabilitation in Multiple Sclerosis and Assessment by Neuroimaging,REACTIV,True,True
🟥,NCT02505386,,2016,Pharmacokinetics of Ertapenem Following Subcutaneous or Intravenous Infusion in Patients Aged Over 75 (PHACINERTA),PHACINERTA,False,False
🟥,NCT02186158,,2016,Interest of Ascorbic Acid in the Management of Pneumonia in Elderly People Hospitalized.,PNEUMO-VITA-C,False,False
🟥,NCT02563431,,2016,Early Phase of Multi-disciplinary Prevention Program of Shoulder Pain Post-stroke,4P-ED,False,False
🟩,NCT01982006,,2016,Impact Médico-Economique de la Chirurgie de la cATaracte au Laser Femtoseconde,FEMCAT,True,True
🟥,NCT01931228,,2016,Contribution of Mechanical Insufflation-Exsufflation in Preventing Respiratory Failure Post Extubation in Patient With Critical Care Neuromyopathy,NEUROMIE,False,False
🟥,NCT01432067,,2016,,CAPADOGE,False,False
🟥,NCT02251249,,2016,,GASTRIM,False,False
🟥,NCT02142764,,2016,Preliminary Study for Selective Detection of the CD8+ Myelin Specific T Cell in the Blood of Multiple Sclerosis Patients (MS).,IMMUNOSEP,False,False
🟥,NCT01807884,,2016,Comparison of Two Strategies of Oropharyngeal and Tracheal Suctioning in Mechanically Ventilated Patients: a Pilot Trial,AMYLASPI,False,False
🟧,NCT02100800,,2016,Assessment of Emphysema in COPD Patients Using 1.5T MR Imaging With Ultrashort Echo Time (UTE) Pulse Sequences,EMPHYREM,False,True
🟧,NCT01252823,,2016,Identification and Prevention of Sudden Cardiac Death Causes in Hemodialysis Patients,RYTHMODIAL,False,True
🟥,NCT02562079,,2016,"Vasculopathy, Inflammation and Systemic Sclerosis: The Role of Endothelial Cell Activation and OX40/OX40L in Modulation of T Lymphocyte Activation",VISS,False,False
🟥,NCT03157778,,2017,Relation Between Pregnenolone Endocannabinoids in Normal-weight and Obese Men,CannaPREG,False,False
🟥,NCT02217371,,2017,Role of Circadian and Homeostatic Systems in the Regulation of Wakefulness in Adult Patients With Attention Deficit Disorder With or Without Hyperactivity,VEILLETDAH,False,False
🟥,NCT02290587,,2017,Study of Social Cognition by Morphological and Functional Imaging in Multiple Sclerosis Patients,SOCOG-MS,False,False
🟥,NCT03203213,,2017,Musitox® Project: Consumption of Psychoactive Substances at Music Festivals in Aquitaine,Musitox®,False,False
🟥,NCT02386137,,2017,Volumetric MR-HIFU Ablation of Uterine Fibroids: Factors Influencing Intraprocedural Thermal Parameters,PERAGUS,False,False
🟥,NCT02969447,,2017,Effect of Intra-venous Oxytocin Injection After Fetal Expulsion in Management of Third-stage of Labor After Second Trimester Medical Pregnancy Termination,ANDDROID,False,False
🟥,NCT01918553,,2017,Cohort Study on the Age-related Macular Degeneration: Incidence and Research for Predisposing Factors,ECLAIR,False,False
🟥,NCT02104011,,2017,Treatment of Renal Angiomyolipomas in Tuberous Sclerosis by Beta-blockers: Pilot Trial,STBETA,False,False
🟥,NCT01442233,,2017,Randomized Clinical Trial of Plasma Exchanges Versus Sham Plasma Exchanges in Disabling Multiple Sclerosis Acute Relapses Refractory to Steroid Treatment,PLASMASEP,False,False
🟥,NCT02382861,,2017,"A Prospective, Randomized and Controlled Study Estimating the Neurally Adjusted Ventilatory Assist (NAVA) Versus the Pressure Support Ventilatory (PSV) in Difficult Weaning From Mechanical Ventilation",SENA,False,False
🟧,NCT02449785,,2017,Assessment of Lung Involvement in Cystic Fibrosis Patients Using 1.5T MR Imaging With Ultrashort Echo Time (UTE) Pulse Sequences,MucoIRM,False,True
🟥,NCT01343173,,2017,Multicenter Trial Estimating the Persistence of Molecular Remission in Chronic Myeloid Leukaemia in Long Term After Stopping Imatinib,STIM 2,False,False
🟥,NCT02320357,,2017,Pilot Study Related to the Effect of Clopidogrel on Plasmatic Soluble CD40 Ligand During Systemic Lupus Erythematous,CLOPUS,False,False
🟥,NCT02819791,,2017,,ETHEPAT,False,False
🟥,NCT02675374,,2017,,HIPPIE,False,False
🟥,NCT01208896,,2017,Safety and Efficacy of a Strategy of Allogeneic Hematopoietic Stem Cell Transplantation After Reduced-intensity Conditioning for Chemosensitive Relapsed Follicular Lymphoma,RITALLO,False,False
🟧,NCT03194386,,2017,Feasibility and Interest of Early Eye-Movement Desensitization and Reprocessing Provided in the Emergency Department for Patients With High Risk of Post Traumatic Syndrome,EMDR-ED,False,True
🟥,NCT02114281,,2017,Oral and Dental Health Status in Patients Suffering From Chronic Kidney Disease,NEPHRODENT,False,False
🟥,NCT01357486,,2017,Phase II Randomized Trial Evaluating the Administration of Sorafenib or Pravastatin or Association Sorafenib-pravastatin or Best Supportive Care for the Palliative Treatment of Hepatocellular Carcinoma in Patient With CHILD B Cirrhosis,PRODIGE 21,False,False
🟥,NCT02821234,,2017,The Sleepless Brain: Neuroimaging Support for a Differential Diagnosis of Insomnia,SOMNET,False,False
🟧,NCT02466997,,2018,Efficacy of Tacrolimus Ointment 0.1% Versus Placebo in Adults With Facial Non-segmental Vitiligo: a Randomized Double-blind Controlled Study,VITAC,False,True
🟧,NCT03370081,,2018,Effects of Capnometry Monitoring in Post Anesthesia Care Unit,CAPNOSSPI,False,True
🟥,NCT02817789,,2018,,TICTAVI,False,False
🟥,NCT02520232,,2018,"Pathological and Non-pathological Aging, Physical Activity, Genotype and Cognition (VIAGECO)",VIAGECO,False,False
🟥,NCT03186820,,2018,Exploratory Study of the Interest of MRI Susceptibility Weighted Imaging for the Pre-operative Assessment of Pelvic Endometriosis Extent,EndoSWI,False,False
🟥,NCT02389231,,2018,""" Anemil Trial "": Phase I/II Clinical Trial Evaluating the Interest of Interleukine-2 for Patients With Active Warm Hemolytic Anemia Resistant to Conventional Treatment",ANEMIL,False,False
🟥,NCT02251262,,2018,Assessment of Diagnostic Accuracy of 18FDG-PET-CT in Patients With Suspicion of Pacing or Defibrillation Lead Infection: a Prospective Multi-center Study,ENDOTEP,False,False
🟥,NCT02710916,,2018,SD-OCT Multimodal Analysis in GLaucoma,SOMAL,False,False
🟥,NCT02328963,,2018,"A Multicenter, Two Arms, Randomized, Open Label Clinical Phase IV Study Investigating the Proportion of CMV Seropositive Kidney Transplant Recipients Who Will Develop a CMV Infection Within the First 6 Months Post-transplantation When Treated With an Immunosuppressive Regimen Including Everolimus (Certican®) and Reduced Dose of Cyclosporine A (Neoral®) Versus an Immunosuppressive Regimen With Mycophenolic Acid (Myfortic®) and Standard Dose of Cyclosporine A (Neoral®).",EVERCMV,False,False
🟥,NCT02727361,,2018,,DYSCHOL,False,False
🟥,NCT02990247,,2018,Home Telemonitoring of Resting Spontaneous Breathing in Severe Asthma: a Pilot Study,AsthmaDom,False,False
🟥,NCT02762552,,2018,Micro-embolic Signals Detection With Transcranial HOLter in Acute Ischemic STroke: Yield in the Etiologic woR-kup,HOLISTER,False,False
🟥,NCT02860923,,2018,Multicentre Double-blind Randomized Clinical Trial Assessing Efficacy and Safety of Exenatide in the Treatment of Hypothalamic Obesity After Craniopharyngioma Therapy,CRANIOEXE,False,False
🟥,NCT02391064,,2018,Validation of Brief Computerized Cognitive Assessment in Multiple Sclerosis (BCCAMS) - BICAFMS Study (Brief Cognitive Assessment in French MS Patients),BICAFMS,False,False
🟩,NCT00427375,,2018,Phase III Randomized Trial of Local Excision Versus Total Mesorectal Excision in Downstaged T2T3 Low Rectal Cancer After Radiochemotherapy,GRECCAR 2,True,True
🟥,,2015-004144-20,2018,"Safety profile evaluation of TICagrelor Alone compared to a combination of lysine acetylsalicylate - Clopidogrel in the context of Transcatheter Aortic Valve Implantation (TAVI) 
 
 
 Evaluation du profil de sécurité du TICagrelor utilisé seul en comparaison avec une association acétylsalicylate de lysine-clopidogrel dans le contexte de l’implantation de valve aortique percutanée  (TAVI)","TICTAVI 
 
 
 TICTAVI",False,False
