statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results
🟥,NCT02432976,,2017,Impact of Intravenous Exenatide Versus Insulin on Quality of Life in Cardiac Surgery Patients: an Ancillary Study of the ExSTRESS Phase II/III Clinical Trial,ExeQOL,False,False,False
🟥,NCT02151214,,2017,"Prospective, Multicenter, Randomized Controlled Study Evaluating the Efficacy of Parenteral Nutrition on the Quality of Life and Overall Survival in Patients in the Palliative Phase of Cancer.",ALIM-K,False,False,False
🟥,NCT01768949,,2017,Identification of Echocardiographic Criteria Predictive of the Inefficacy and/or the Unsafeness of Recruitment Maneuvers in Patients Suffering From Acute Respiratory Distress Syndrome,RV STAR,False,False,False
🟥,NCT02858414,,2017,Exploratory Study of Cellular Reservoirs in Blood From HIV Infected Patients: EURECA (ERANET to Unravel New Roads to Eradication and a Cure for AIDS) Study,EURECA,False,False,False
🟥,NCT02301715,,2017,Effects of Intranasal Oxytocin on Emotion Regulation to Stressful Interaction in Insecure Adolescents: a Study Protocol for a Double Blind Randomized Controlled Trial,ELOREA,False,False,False
🟩,NCT02870608,,2017,Interest of Measuring Lung Elasticity ELASTOgraphy in the Fetus in the Case of PreMAture Childbirth Threat,ELASTOMAP,True,True,False
🟧,NCT02851810,,2017,Oculomotor and Neurophysiological Markers of Emotion Regulation and Attachment Styles in Adolescence,MONRADO2,False,True,True
🟥,NCT02103101,,2017,Influence of ABCB1 Polymorphisms on Plasma Concentrations of New Oral Anticoagulants in Case of Serious Adverse Events,Pgp NACO,False,False,False
🟧,NCT02843789,,2017,Evolution of Adipokines and Body Composition in Rheumatoid Arthritis Patients Receiving Tocilizumab Therapy,ADIPRAT,False,True,True
🟥,NCT02116270,,2017,Accelerated Immunosenescence and Chronic Kidney Disease,IRIS,False,False,False
🟥,NCT03248999,,2018,Determination of the Prevalence of ESBL-producing Enterobacteriaceae as Carbapenem-resistant Enterobacteriaceae in Nursing Homes in Franche-Comté (France).,R'EHPAD,False,False,False
🟥,NCT02845934,,2018,Prospective Evaluation of a New Molecular Tool for Early Diagnosis of Mucormycosis,MODIMUCOR,False,False,False
🟥,NCT02870712,,2018,"Randomized Controlled Trial of the Effectiveness of Perineal Pain and Security of the Suture Led by the Result of Hemostasis Versus Manual Compression Routine Suture Perineal Tears of First Degree During Childbirth, ImSOLENCE Study",ImSOLENCE,False,False,False
🟥,NCT03706846,,2018,Study of Two Fasting Procedures Before Gastroscopy: 6 Hours Versus 2 Hours for Clear Fluids,GASTROPREP,False,False,False
🟥,NCT02847143,,2018,A Cross Over Randomized Controlled Trial of the Effect of Nasal Ocytocine on Cerebral Activations in Relation With Attachement in the General Population,OTACLA,False,False,False
🟩,NCT02849782,,2019,Short and Long Term Fampridine Treatment in Persons With Multiple Sclerosis: Cognitive and Motor Performances,FAMPISEP,True,True,True
🟥,NCT02858219,,2019,,VESTIBULE,False,False,False
🟥,NCT01845779,,2019,Evaluation of Immune Response Against Human Papillomavirus (HPV)in Patients With Metastatic Cancer of the Anal Canal,Epitopes-HPV01,False,False,False
🟧,NCT02862314,,2019,,PROPASPI,False,True,True
🟥,NCT03911830,,2019,Effects of an Aerobic Exercise Program on Cycloergometer Followed by Cold Water Immersion Recovery in Patients With Rheumatoid Arthritis,PREXCRIM,False,False,False
🟥,NCT04145414,,2020,Cerebrospinal Fluid Movements Through Interventricular Foramina in Phase Contrast Magnetic Resonance Imaging (PC-MRI),MLCSFIV,False,False,False
🟥,NCT02842333,,2020,Study of Predictive Immunological Parameters of Molecular Complete Remission in Patients With Chronic Myelogenous Leukemia in Chronic Phase and Treated With Tyrosine Kinase Inhibitor,PAMIR01,False,False,False
🟩,NCT02402842,,2020,"Assessment of the Clinical Value of a Docetaxel, Cisplatin and 5-fluorouracil (DCF) Strategy Adapted to Patients for the Management of Metastatic or Locally Advanced Anal Resistant Radiochemotherapy Squamous Cell Anal Carcinoma.",Epitopes-HPV02,True,True,True
🟥,NCT03092583,,2020,Analysis of DNA Methylation in Spondyloarthritis,METYLAS,False,False,False
🟥,NCT02842320,,2020,Targeting Leukemic Stem Cell Expressing the IL-1RAP Protein in Chronic Myelogenous Leukemia (CML),CAR-LMC,False,False,False
🟥,NCT03688269,,2020,Determination of the Minimal Effective Concentration (EC90) of Ropivacaine in Axillary Brachial Plexus Block With Intravenous Dexamethasone or Saline Injection,AxiRopiDexa,False,False,False
🟥,NCT02855775,,2020,Study of the Relative Impact of the Neonatal Fc Receptor (FcRn) and the Therapeutic History on Monoclonal Antibodies Elimination. Proof of the Concept on Patients Treated by Bevacizumab or Trastuzumab in Breast Cancer,PK-MAB,False,False,False
🟩,NCT02817178,,2020,Prospective Study for Validation of Immunological Biomarkers in Patients With Metastatic Colorectal Cancer,Epitopes-CRC02,True,True,True
🟧,NCT03351816,,2020,Impact of New Biomarkers on the Maintenance of Sinus Rhythm After Cardioversion or Ablation of Atrial Fibrillation,Biorhythm,False,True,True
🟥,NCT04402918,,2021,Study of Viral Load and Maternal-fetal Serology in the Interpretation of the Vertical Transmission of SARS Cov-2 During Pregnancy,TRANSCOVID,False,False,False
🟥,NCT02838342,,2021,Pharmaco-immunological Study of Interferon-alpha and Metronomic Cyclophosphamide Association in Neuroendocrine Tumors,EPICentro,False,False,False
🟥,NCT02872090,,2021,Effects of Long Acting Bronchodilators on CARDiac Autonomic Nervous System Control in Patients With COPD,LAB-Card,False,False,False
🟥,NCT02854644,,2021,Study of the Anti-tumoral Immune Response T Cells Cluster of Differentiation 4 (TCD4): Proof of the Concept in Breast Cancer and Glioma,ERISA,False,False,False
🟧,NCT03834805,,2021,Monitoring of Fetal Lung Elasticity by Elastography Between 24 and 39 Weeks,ELASTOPULM,False,True,True
🟥,NCT01644747,,2022,"tDCS as an add-on Treatment for Resistant Major Depression in Uni- or Bipolar Patients: a Randomized, Double-blind, Placebo Controlled Study",STICODEP,False,False,False
🟥,NCT03753620,,2022,"Development of a Software Correlating Simultaneously fMRI, EEG and Peripheral Physiological Activity",NEUREXPLO,False,False,False
🟥,NCT04995549,,2022,Construction of a Mechanical Data Base for Mathematically Modeling Uncertainties in Human Skin Tissues,SKUM,False,False,False
🟥,NCT04169022,,2023,Targeting Interleukin 1 Receptor Accessory Protein (IL1RAP) Expressing Acute Myeloid Leukemic (AML) Cells by Chimeric Antigen Receptor (CAR) Engineered T-cells,CAR-LAM,False,False,False
🟥,NCT04534218,,2023,"Regorafenib in Combination With Metronomic Cyclophosphamide, Capecitabine, and Low-dose Aspirin in Metastatic Colorectal Cancer Carcinoma An Open-label Phase II",REPROGRAM-01,False,False,False
🟥,NCT02846103,,2023,Study of Anti-telomerase T CD4 Immunity in Metastatic Lung Cancer,Telocap02,False,False,False
🟥,NCT03069131,,2023,"A Multicenter, Double-blind, Placebo-controlled Randomized Clinical Trial Comparing Two Strategies of Primary Prophylaxis of Spontaneous Bacterial Peritonitis in Severe Cirrhotic Patients With Ascites : Using or Not Using Rifaximin",ProPILARifax,False,False,False
🟩,NCT04488874,,2023,Clinical Effectiveness of Hypertonic Sodium Lactate Infusion for Intraoperative Brain Relaxation in Patients Undergoing Scheduled Craniotomy for Supratentorial Brain Tumor Resection: Study Protocol of a Single Center Double-blind Randomized Controlled Phase II Pilot Trial,LSD,True,True,False
🟥,,2019-001720-35,2024,"Evaluation de l’intérêt d’une polychimiothérapie par XELOXIRI-3 chez les patients âgés ou fragiles atteints d’un adénocarcinome pancréatique métastatique 
 
 
 Evaluation de l’intérêt d’une polychimiothérapie par XELOXIRI-3 chez les patients âgés ou fragiles atteints d’un adénocarcinome pancréatique métastatique","ALIX 
 
 
 ALIX",False,False,False
🟥,NCT02845999,,,Allogenic Immunotherapy Based on Natural Killer Cell Adoptive Transfer in Metastatic Gastrointestinal Carcinoma Treated With Cetuximab : a Phase I Trial,NK-EGFR01,False,False,False
🟥,NCT02821559,,,,EROS,False,False,False
🟥,,2009-016513-26,,Etude pilote multicentrique randomisée en double aveugle des effets de la toxine botulique dans le traitement des vestibulodynies,VESTIBULE,False,False,False
🟥,,2015-002575-16,,"Etude de phase II, multicentrique, en ouvert, randomisée évaluant l'efficacité et la sécurité SUnitinib administre selon un schéma alteRnatiF chez des patients atteints d’adénocarcinome rénal avancé ou métastatique",SURF,False,False,False
🟥,,2020-002344-23,,"Regorafenib in combination with metronomic cyclophosphamide, capecitabine, and low-dose aspirin in metastatic colorectal cancer carcinoma An open-label phase II 
 
 
 
 Régorafenib en association avec une polychimiothérapie métronomique à base de cyclophosphamide, capecitabine et aspirine à faible dose  dans le traitement des cancers colorectaux métastatiques. Etude de phase II","REPROGRAM-01 
 
 
 REPROGRAM-01",False,False,False
🟥,,2019-000881-39,,"A phase II study evaluating the interest to combine UCPVax a CD4 TH1-inducer cancer vaccine and atezolizumab for the treatment of HPV positive cancers 
 
 
 Etude de phase II évaluant l’intérêt d’associer le vaccin UCPVax et l’Atezolizumab dans le traitement des cancers HPV positifs","VolATIL study 
 
 
 VolATIL",False,False,False
