statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y
🟥,NCT00190268,,2008,"Multicentric Study, Comparative, Randomized, in Double Knowledge of the Effectiveness (Versus Placebo) of a Salt Of 3,4 - Diaminopyridine in the Treatment of Tiredness During the Multiple Sclerosis",,False,False
🟥,NCT00709709,,2008,Medical and Economic Medical Evaluation of Scan Multislice of Coronary Artery in Exploration of Stable Coronary Syndrome. Comparison With Quantitative Coronarography,EVASCAN,False,False
🟥,NCT00190372,,2008,Contribution of a Psycho-Educational Program of Help to Help in the Pharmacological Assumption of Responsibility of the Disease of Alzheimer,,False,False
🟥,NCT00948727,,2008,Reduction of Acute and Chronic Graft-versus-host Disease After Allogeneic Hematopoietic Stem-cell Transplantation by Adapting Cyclosporine Doses According to Calcineurin Activity : a Proof-of-concept Trial,CALCICLO,False,False
🟥,NCT00908245,,2008,Evaluation of Ischemic Preconditioning in Patients Undergoing Major Liver Resection With Intermittent Pedicular Clamping: A Multicentric Randomized Trial,HECLA,False,False
🟥,NCT00554580,,2008,Effect of Continuous Positive Airway Pressure on Short Term Inhospital Prognosis for Acute Pulmonary Edema,CPAP,False,False
🟥,NCT00224601,,2008,Early Detection of Pre-cancer Lesions in Adults With Hereditary Nonpolyposis Colorectal Cancer (HNPCC) Syndrome: Assessment of Coloscopy With Chromoscopy Benefit,,False,False
🟥,NCT00260819,,2008,Effects of Bosentan (Tracleer) in the Course of Pulmonary Artery Hypertension Induced by Hypoxia,,False,False
🟥,NCT00190164,,2008,"Evaluation of the Success Rate of a Procedure Without Strict Positioning Post Surgical Versus With Positioning Face Towards the Strict Ground, at Patients Presenting a Macular Hole. Study of Non-Inferiority.",,False,False
🟥,NCT00472667,,2008,Impact of Procalcitonin to Reduce Antibiotics Use in ICU Adults Patients,PRORATA,False,False
🟥,NCT00190229,,2008,CESAR (Randomized Therapeutic Study of Steroid vs. Steroid Plus Cyclosphosphamide for Severe Viscera Henoch-Schoenlein Purpura),,False,False
🟥,NCT00190398,,2009,Endarterectomy Versus Angioplasty in Patients With Severe Symptomatic Carotid Stenosis,,False,False
🟥,NCT00190242,,2009,"Study of Immunogenicity of Anti-HAV Immunisation in HIV-1 Infected Patients, Co-infected or Not With HBV and/or HCV. HEP.A.VAC Study.",HEPAVAC,False,False
🟥,NCT01114087,,2009,Impact of the Inhibitors of Tyrosine Kinase on the Male Fertility,GLIFERTI,False,False
🟥,NCT00804895,,2009,A Double Blind Randomized Controlled Trial of Greater Occipital Nerve Infiltration in Cluster Headache,CHCI,False,False
🟥,NCT00224549,,2009,Management of Resistant Hypertension -Pharmacokinetic Assessment of Different Antihypertensive Regimen -Comparison of Two Treatment Strategies: Increase Sodium Depletion or Combined Blockage of Renin-angiotensin System (RAS),,False,False
🟥,NCT00450034,,2009,Impact of Optimization of Drug Treatment of Elderly Admitted in 4 Acute Geriatric Wards : Randomized Trial,OMAGE,False,False
🟥,NCT00413608,,2009,Influence of CYP2C19 Genetic Variants on Clopidogrel in Healthy Subjects,,False,False
🟥,NCT00372749,,2009,Does the Threat of an Aversive Reaction Affect Craving of Alcohol During Cue Exposure in Alcohol Dependent Patients?,,False,False
🟥,NCT00531908,,2009,Physiopathology of Sodium Retention in Acromegaly,AcromEnaC,False,False
🟥,NCT00822666,,2009,Effect of the Genetic Variant 2C19*2 on Clopidogrel Biological Response in Patients With Premature Coronary Artery Disease,CLOVIS2,False,False
🟥,NCT00347321,,2009,Evaluation of Early Percutaneous Tracheostomy in Patients Undergoing Cardiovascular Surgery and Requiring Prolonged Mechanical Ventilation,ETOC,False,False
🟥,NCT00224705,,2009,Efficacy and Safety of the Albumin Dialysis MARS® Therapy in Patients With Fulminant and Subfulminant Hepatic Failure,,False,False
🟥,NCT00472069,,2009,EVALUATION Of A NEW THERAPEUTIC STRATEGY FOR URETHRAL SPHINCTER INSUFFICIENCY BASED ON THE INTRA-URETHRAL IMPLANTATION OF AUTOLOGOUS MYOFIBERS WITH THEIR SATELLITE CELLS,,False,False
🟥,NCT00484484,,2009,Efficacy of Low Analgesic Doses of Ketamine Associated With Opioids in Refractory Cancer Pain Treatment,KETADOL,False,False
🟥,NCT00890851,,2009,Evaluation of Procedure Tuna Within the Framework of a Hospitalization of Short Duration,EPURE,False,False
🟥,NCT00505128,,2009,Impact on Outcome of Early Endoscopic Extraction of Bile Duct Stones in Biliary Pancreatitis: a Prospective Multicenter Randomized Controlled Study,EEPAB,False,False
🟥,NCT00162565,,2009,Beta-Blocker Continuation Versus Interruption in Patients With Congestive Heart Failure Hospitalized for Heart Failure Worsening (B-CONVINCED),BConvinced,False,False
🟥,NCT00306683,,2009,Clinical Assessment of the Treatment With Diazoxide in Children Suffering From Obesity and Hyperinsulinemia Secondary to Surgery of Hypothalamic-pituitary Lesions,,False,False
🟥,NCT01146145,,2009,"Efficacity, Safety and Cost of Intravenous Morphine Titration Alone or Combined to Ketamine",KEMO,False,False
🟥,NCT00190320,,2009,Induction of Labor or Waiting for Suspicion Fetal Macrosomia (DAME),,False,False
🟥,NCT00541060,,2009,Study of Factors of Genetic Susceptibility Associated to Severe Caries Phenotype in Young Patients. First Approach by Systematic Screening of Candidate Genes,Cariogene,False,False
🟥,NCT00554892,,2009,ClinicalTrial in Rectal Cancer Surgery Without Mechanical Bowel Preparation,PREPACOL,False,False
🟥,NCT00190385,,2009,Screening of Hepatocellular Carcinoma in Patients With Compensated Cirrhosis. A Randomized Trial Comparing Two Periodicities of Ultrasonographic Surveillance: 3-month vs 6-month,,False,False
🟥,NCT00764244,,2009,"VITRILASE Study: Prospective Randomized Trial Comparing the Effect of Laser, Vitrectomy and Intravitreal Triamcinolone Injection for Diabetic Macular Edema",VITRILASE,False,False
🟥,NCT00259207,,2009,Pulmonary Valve Replacement : Study of Comparison Between a Standard Surgical Approach With Extracorporeal Circulation and an Off-pump Hybrid Strategy.,,False,False
🟥,NCT00224718,,2009,"ACE Trial :Not Worn-Out Aneurism of the Abdominal Aorta Under Renal "" Surgery Versus Endoprosthesis """,ACE,False,False
🟥,NCT00970697,,2009,Double Blind Randomized Controlled Trial of Recombinant Human Platelet Derived Growth Factor-BB Gel (Regranex Gel®) Versus Hydrogel (Duoderm Hydrogel®) for Healing of MARTORELL's Hypertensive Leg Ulcers. ERAN Trial.,ERAN,False,False
🟥,NCT00774774,,2009,a Randomized Controlled Trial Evaluating the Effectiveness and the Safety of Surgical Masks Wared by the Index Patient for Preventing Secondary Transmission of Influenza A in Households,GRIPMASK,False,False
🟥,NCT01077765,,2009,"Open Label, Multicenter, Single Arm Trial of the Safety and Efficacy of Polyacrylamide Hydrogel Injection in the Management of Human Immunodeficiency Virus-Related Facial Lipoatrophy : THE LIPOPHILL TRIAL",LIPOPHILL,False,False
🟥,NCT00925366,,2009,"Comparative Performances of CT-arthrography, MRI and MR-arthrography in the Preoperative Assessment of the Rotator Cuff Tendon Tears, Surgical Observations Being Used as a Standard.",COIFFE,False,False
🟥,NCT00190307,,2009,Strategy for Managing Antiplatelet Therapy in the Perioperative Period of Non Coronary Surgery,STRATAGEM,False,False
🟥,NCT00136656,,2009,"Treatment of Acute Pyelonephritis With Gram Negative Strains in Infants and Children Less Than 3 Years Old. Cefixime PO 10d vs Ceftriaxone IV 4d Followed by Cefixime PO 6d. Multicenter, Randomised Trial of Equivalence.",,False,False
🟥,NCT00373087,,2009,Influence of Catechol-O-methyltransferase Polymorphism on Entacapone Efficacy in Parkinson's Disease,COMT,False,False
🟥,NCT00442949,,2009,Angioplasty to Blunt the Rise of Troponin in Acute Coronary Syndromes Randomized for an Immediate or Delayed Intervention (The ABOARD Study),ABOARD,False,False
🟥,NCT00392639,,2009,Clinical Interest of Endovascular Cooling in the Management of Cardiac Arrest: Impact on Mortality in a Randomized Medico-economical Trial (the ICEREA Study),,False,False
🟥,NCT00473109,,2009,Chronic Hemodialysis Without Systemic Heparinization : a Randomized Study,HDSH,False,False
🟥,NCT00987987,,2009,Amplifying Graft-versus-tumor Effect by Donor Regulatory T-cell Depletion Before Donor Lymphocytes Infusion: a Phase I/II Clinical Study,ILD-Treg,False,False
🟥,NCT00416039,,2009,Clinical Randomized Study of Sublingual Midazolam in Association With Morphine by Oral Route in Arm Fracture in Children at the Emergency Children Care,MIDAZODOL,False,False
🟥,,2007-007676-42,2010,"Etude ATOLL . Etude internationale, multicentrique, visant à comparer l'utilisation de l'enoxaparine IV versus héparine standard IV chez les sujets présentant un infarctus du myocarde aigu et nécessitant l'intervention coronarienne  percutanée primaire",ATOLL,False,False
🟥,NCT01242566,,2010,Phase II Trial of Temozolomide in Elderly Patients With Glioblastoma and Poor Performance Status (KPS<70).,TAG,False,False
🟥,NCT00322322,,2010,Early Administration of L-carnitine in Hemodialysis Patients: Double Blind Randomized Trial Versus Placebo,,False,False
🟥,NCT00561535,,2010,"Effect of a Probiotic, Lactobacillus FARCIMINIS, in Diarrhea Predominant IBS",,False,False
🟥,NCT00472160,,2010,Preoxygenation Using Noninvasive Ventilation Prior Intubation in Hypoxemic Patients,PREOXY,False,False
🟥,NCT01250314,,2010,"Radiological, Biological, Genetic and Micro-architectural Bone Determinants of Fractures in Men With Low Bone Mineral Density",OSTEHOM,False,False
🟥,NCT01072734,,2010,Role of CXCR4/CXCL12 Axis on the Control of Humoral Immunity and Auto-immunity in Lupus Patients After Influenza Vaccine Challenge,GRIPLUP,False,False
🟥,NCT01150318,,2010,Study of the Testicular Function After Iodine 131 Therapy in Patients With Papillary Carcinoma,SAPIRA,False,False
🟥,NCT00190424,,2010,Multicentric Randomized Phase 2. Immunotherapy With CpG-ODN in Malignant Glioblastoma,,False,False
🟥,NCT01314560,,2010,Study of the Pathophysiological Mechanisms Involved in Bleeding Events Observed in Patients With Lowe Syndrome,LOWE,False,False
🟥,NCT00259974,,2010,Double-blind Randomized Trial of Rituximab Versus Placebo in Polyneuropathy Associated With Anti-MAG IgM Monoclonal Gammopathy,,False,False
🟥,NCT00797836,,2010,Cost-effectiveness of Quantiferon Gold in VITRO Test of T-lymphocytic Response for Detection of Latent Tuberculosis in At-risk Healthcare Workers,QUANTIPS,False,False
🟥,NCT00748345,,2010,Pharmacokinetics of Caspofungin in Burn Patients,Caspo-brûlés,False,False
🟥,NCT00331695,,2010,Evaluation of the Efficacy of 17 Alpha-hydroxyprogesterones Caproate for the Prevention of Preterm Delivery,,False,False
🟥,NCT01303146,,2010,and Safety of METAZYM (Recombinant Human Arylsulfatase A or rhASA) for the Treatment of Patients With Late Infantile MLD Who Had Previously Hematopoietic Stem Cell Transplantation,Azylis,False,False
🟥,NCT00328159,,2010,Dietary Therapy of Mitochondrial Fatty Acids Oxidation. A Clinical Study of Treatment With Odd Carbons Medium-chain Fatty Acids,,False,False
🟥,NCT00231491,,2010,"Efficacy and Safety of Botulinum Toxin A for the Treatment of Refractory Overactive Bladder (OAB). A Multicenter Phase II, Randomized, Double-blind, Placebo Controlled 6 Month Study . VESITOX",,False,False
🟥,NCT00987597,,2010,Effectiveness of a Managed Care Smoking Cessation Program in Patients With Acute Coronary Syndrome Based on Nicotine Replacement as a Treatment and a Cognitive-behavioral Approach,PATPAC,False,False
🟥,NCT00797979,,2010,Implant System for Fixation of Cranial Bone Flaps After Craniotomy for Brain Surgery,CRANIOSG,False,False
🟥,NCT00709358,,2010,"Health Economic Evaluation of Rapid Detection of Bacteraemia and Fungemia by Real Time PCR for Cases of Febrile Neutropenia, Suspicion of Endocarditis and Severe Sepsis in Intensive Care Units",EVAMICA,False,False
🟥,NCT00597623,,2010,"Randomized Double Blind Placebo-controlled Trial of the Efficacy of an Anti-TNF Alpha Agent (Adalimumab, Humira®) in Patients With Incapacitating Hand Osteoarthritis Refractory to Usual Treatment",DORA,False,False
🟥,NCT00279149,,2010,Therapeutic Trial Evaluating Efficacy of Telemedicine (TELESTROKE) in the Management of Patient With Acute Stroke Within 3-hour After Their Symptom Onset Who Are Admitted to a Remote Hospital With no Stroke Unit Facility,,False,False
🟥,NCT00603317,,2010,Pharmacodynamic Drug Interaction Between Warfarin and Amoxicillin-clavulanic Acid,INWARA,False,False
🟥,NCT00763763,,2010,Study to Evaluate Efficacy and Safety of Glivec® in Combination With Vincristine and Dexamethasone in Patients With Lymphoid Blast Crisis CML or Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia in Relapse or Refractory,AFR07,False,False
🟥,NCT00797264,,2010,Impact of the Route of Administration of Ketamine Associated With Morphine PCA on Analgesia After Total Hip Arthroplasty,KETAMINE,False,False
🟥,NCT00473148,,2010,Weaning of Mechanical Ventilation Guided by the Natriuretic Peptide of Type B,BMW,False,False
🟥,NCT00231582,,2010,Sequential High-Dose Chemotherapy Combining Two Mobilization and Cyto-Reductive Treatments Followed by Three High-Dose Chemotherapy Regimens Supported by Autologous Stem Cell Transplantation,,False,False
🟥,NCT00718471,,2010,Acute STEMI Treated With Primary Angioplasty and Intravenous 0.5 mg/kg Lovenox or UFH to Lower Ischemic and Bleeding Events,ATOLL,False,False
🟥,NCT00527007,,2010,Impact of External Cooling in Septic Shock Patients,sepsis-cool,False,False
🟥,NCT01022957,,2010,Characterization and Analysis of Long-term Evolution of Renal and Extra-renal Damages in the Course of Nephronophthisis,NEPHAER,False,False
🟥,NCT00428857,,2010,Noninvasive Ventilatory Support After Lung Surgery to Prevent Pulmonary Complications in COPD Patients,POPVNI,False,False
🟥,NCT00748358,,2011,An Open Label Phase II Study of Oral Treatment With Sunitinib (SUTENT) in Patients Suffering From Hormone Refractory Prostate Cancer After Progression With Docetaxel Based Regimen,PROSUT,False,False
🟥,NCT00578201,,2011,Phase II Trial of FOLFOX in Combination With Cetuximab and Concomitant Radiotherapy in the Treatment of Esophageal Cancer Stage III,FOLFOX,False,False
🟥,NCT00774462,,2011,FORCE: Rituximab (CD 20+-B Cell-depleting Monoclonal Antibody) for the Treatment of Refractory Inflammatory Myopathies With Specific Antibodies and Refractory Myasthenia Gravis,FORCE,False,False
🟥,NCT01239199,,2011,Is the Exhaled Nitric Oxide in Infants a Predictive Marker of Asthma?,NOnourisson,False,False
🟥,NCT00700869,,2011,Phase 2 Study of a New Mechanical Ventilation Weaning Strategy Governs by a Respiratory Behaviour Status Assessment for Patients With Altered Level of Consciousness,ORGAR,False,False
🟥,NCT00388323,,2011,Adipose Tissue Involvement in Alcohol-induced Liver Inflammation in Human : Study of Pro- and Anti-inflammatory Cytokines and ADIPOKINES..,RIHTA,False,False
🟥,NCT00657722,,2011,Identification Of The Predictive Angiographic And Computed Tomographic (CT) Criteria Of The Success Of The Thromboendarterectomy In Chronic Pulmonary Hypertension,ETHAPE,False,False
🟥,NCT01022658,,2011,"Effects of Different Insulin Regimens on Artery Compliance, Endothelium Function and Autonomic Cardiac Function in Patients With Poorly Controlled Type 2 Diabetes: a Pilot Study",INSUVASC,False,False
🟧,NCT01038622,,2011,Randomized Directed Immuno Nutrition by L-arginine for Critically Ill Patients,Immunolarg,False,True
🟥,NCT00987168,,2011,Replace Sandostatine® in Three Daily Subcutaneous Injections by a Single Intramuscular Injection of Sandostatine® LP Per Month in Patients With a Diffuse Form of Hyperinsulinism,,False,False
🟥,NCT00797758,,2011,Assessment of Reduction of Cord Blood Transplantation Toxicity by Using Reduced Intensity Conditioning in Patients With Acute Myeloid Leukemia.,MINICORD,False,False
🟥,NCT01095705,,2011,Utility of Hypnosis for Transesophageal Echocardiography,I-SLEPT,False,False
🟥,NCT00718705,,2011,Reduction of Spontaneous Prematurity: Impact of Antibiotic Treatment (Josamycin) in Case of Positive PCR for Ureaplasma Spp and/or Mycoplasma Hominis in Amniotic Fluid,PREMYC,False,False
🟧,NCT00727922,,2011,Evaluation of Mangafodipir Protective Activity Against Oxaliplatin Neurotoxicity,MnDPDP-K04,False,True
🟧,NCT01009606,,2011,Interest for a Relative of Seeing Himself Proposing to Witness Resuscitation of a Family Member Victim of a Cardiac Arrest,PRESENCE,False,True
🟧,NCT00305539,,2011,HECTHOR: A Pilot Multicenter Double-blind Randomised Study of 3 Months Treatment With Humira Added to Steroids in Giant Cell Arteritis,,False,True
🟥,NCT00773149,,2011,Phase I/II Study of Alemtuzumab (CAMPATH 1H) Associated to G-CSF in Adult Patients With Refractory Acute Lymphocytic Leukemia (ALL) or ALL in Relapse.,Campath,False,False
🟧,NCT00413361,,2011,Study of the Reduction of Systemic Lupus Erythematosus Flares Through Adaptation of the Dosage of Hydroxychloroquine to Its Whole-blood Concentration. National Multicenter Randomized Prospective Study,,False,True
🟥,NCT00873626,,2011,"Randomized Controled Multicentric Trial, of Non Inferiority, Comparing Two Durations of Antibiotherapy (5 Days Versus 10 Days) in COMMUNAUTARY Acute Uncomplicated Pyelonephritis.",DTP,False,False
🟥,NCT00925847,,2011,Open Multicenter Study of Lithium in Patients With Amyotrophic Lateral Sclerosis LISLA,LISLA,False,False
🟥,NCT00774423,,2011,"Multicentric, Randomized, Double-blind Study Versus Placebo, With Two Parallel Groups Treated to Evaluate the Efficacy and the Tolerance of Riluzole in Children and Young Adults (6 to 20 Years of Age) With SMA. (Type II and Type III)",ASIRI,False,False
🟧,NCT00428558,,2011,A Phase 3 Trial of Systematic Versus Response-adapted Timed-Sequential Induction in Patients With Core Binding Factor (CBF) Acute Myeloid Leukemia (AML),,False,True
🟥,NCT00728442,,2011,Impact of the OncoDoc2 Decision Support System on Compliance of Multidisciplinary Staff Meeting Decisions With Clinical Practice Guidelines in the Management of Non-metastatic Breast Cancer.,OncoDoc2,False,False
🟥,NCT00948103,,2011,Nitrous Oxide (KALINOX®) Inhalation and Tolerance of Intravesical Botulinum Neurotoxin A Injection: a Double-blind Randomized Controlled Study,PROTOTOX,False,False
🟥,NCT00853177,,2011,"MEOPA Breathing Analgesia vs Local Anesthesia for Oocyte Retrieval in ART: a Prospective, Randomized Controlled Study",KALOVAL,False,False
🟥,NCT00504036,,2011,Medico Economic Evaluation of a Temporary (6 Months) Intra-gastric Balloon in Morbidly Obese Patients Before a Gastric By-pass. A Randomised Multicenter Study Comparing the Usual Strategy to Two Types of Gastric Balloon,BIGPOM,False,False
🟥,NCT01436409,,2011,Comparison of the Rates of Fetal Extractions Between a Systematic Practice of an Echography of Presentation and the Only Vaginal Touch Usually Realized During the Labor,PINKFINGER,False,False
🟥,NCT00438087,,2011,Assessment of Corticosteroid Effect in the Prevention of Facial Palsy After Cerebella-pontine Angle Surgery,,False,False
🟥,NCT00610038,,2011,Sulfonylureas in Neonatal Diabetes Mellitus With Mutations of 2 Type of Subunits Kir6.2 and SUR1 of the Pancreatic Beta-cell ATP-sensitive K+ Channel.,GLIDKIR6-2,False,False
🟥,NCT00632528,,2011,"Evaluation of the Efficacy of ""MEOPA"" Used to Obtain Better ROM Immediately After Multilevel Surgery in Children With Spastic Diplegia, Quadriplegia or Hemiplegia.",KINOPA,False,False
🟥,NCT03025620,,2011,"Investigation of the Relationship Between Alpha-linolenic Acid and Arterial, Biochemical, Biological Parameters in Older Persons With History of Cardiovascular Events and/or Moderate Cognitive Impairment",,False,False
🟥,NCT01153776,,2011,CT Coronary Angiography for the Detection of Reimplanted Coronary Lesions in Patients Who Had Undergone Arterial Switch Operation for Transposition of the Great Arteries,SCANTGV,False,False
🟥,NCT00307671,,2011,Treatment of Necrotizing Vasculitides for Patients Older Than 65 Years Comparison of Two Strategies Combining Steroids With or Without Immunosuppressants,CORTAGE,False,False
🟥,NCT00780793,,2011,Effect of TNF-blocker Injections Spacing on Rheumatoid Arthritis Inflammatory Activity in Patients in Clinical Remission or Low Disease Activity,STRASS,False,False
🟥,NCT00748319,,2011,Analysis of Killer Immunoglobulin-like Receptor Transcripts Expression for the Diagnosis of Epidermotropic Cutaneous T-cell Lymphomas (Mycosis Fungoid and Sézary Syndrome) in Patients With Erythroderma or Erythematous Patches/Plaques.,KIR,False,False
🟥,NCT01113255,,2011,Validation of a Simulated Clinical Evaluation of Ventilators,SIMULVENTI,False,False
🟥,NCT01095679,,2011,"Assessment of the Effect of the GABA-B Receptor Agonist, Baclofen, on Hypoxia-induced Periodic Ventilation, in Healthy Subjects",PERIODIBAC,False,False
🟥,NCT00502190,,2011,Evaluation Of Pessaries In Twin Pregnancies With A Short Cervix (25 mm) Between 20-28 WG,EPEGE,False,False
🟥,NCT00715000,,2011,"Prevention of Dehydration in Premature Babies Between 32 and 34+6 Gestational Age, Weighing Between 1700 and 2200 g, During the First Days of Life, Using Oral Rehydration Solution in Alternative to Intravenous Infusion",SROPREMA,False,False
🟧,NCT00389883,,2011,Anaesthesia for Supratentorial Tumor Resection : a Double-blind Comparison of Target Plasma Concentration of Propofol-remifentanil and Sevoflurane-sufentanil,,False,True
🟥,NCT00763672,,2011,Impact of a Single Second-trimester Plasma sFlt-1 and/or Urinary PlGF Assay on Maternofetal Morbidity/Mortality,MOMA,False,False
🟧,NCT00763620,,2011,Assessment of the Diagnostic Capacity of a New Sampling Technique for Lower Respiratory Tract Culture for Patients With Acute Infectious Pneumonia Admitted in Intensive Care Unit and Non Intubated.,Mini-LBA,False,True
🟥,NCT01500837,,2011,Treatment of Methicillin-sensitive Staphylococcus Aureus Orthopaedic Infections With Clindamycin in Combination With Rifampin or Levofloxacin: a Randomized Pharmacological and Clinical Study (the CLINDOS Trial),CLINDOS,False,False
🟥,NCT00472173,,2011,Assessment of a New Apexification Method for Patients Presenting a Non Vital Immature Tooth,APEXMTA,False,False
🟥,NCT00747981,,2011,Management and Assessment of Thoracic CT Scan for Diagnosis of Aspirated Foreign Bodies in Children,SICE,False,False
🟥,NCT00987051,,2011,Validation of the Sentinel Node in Endometrial Cancer,Senti-Endo,False,False
🟧,NCT01293019,,2011,Impact of an Osteopathic Manipulative Treatment on Pain of Adult Patients With Cystic Fibrosis - a Pilot Study,MUCOSTEO,False,True
