statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
⬛,noir,pas de résultat ni de publication,NCT03404427,,,2020,Effects of Sleep Privation on Sensorimotor Integration of the Upper Limb During a Manual Endurance Test in Healthy Volunteers-Physiological Study,,False,False,False,BEHAVIORAL
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT04371965,,,2020,"Povidone Iodine Mouthwash, Gargle, and Nasal Spray to Reduce Naso- Pharyngeal Viral Load in Patients With SARS-CoV-2",KILLER,True,True,True,DRUG
⬛,noir,pas de résultat ni de publication,NCT02151695,,,2020,Phase 2 Study of Safety and Efficacy of Aflibercept in Proliferative Diabetic Retinopathy.,,False,False,False,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT03389984,,,2020,Characterization of the Initial Psoriatic Skin Transcriptionnl Profile Associated to a Response to Adalimumab Therapy,IMPRA,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT03566004,,,2020,Performance of a Non-invasive Test for the Detection of Helicobacter Pylori and Its Resistance to Clarithromycin in Stool by Real-Time PCR Amplidiag H. Pylori + ClariR (Mobidiag),HEPYSTOOL,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT02334488,,,2020,"Prospective Multicenter Randomized Openlabel Study to Evaluate the Benefit on Renal Function at 12months Post-transplantation of Immunosuppressive Treatment With Withdrawal of Calcineurin Inhibitor at 3months and Combining Mycophenolate Sodium-Everolimus Versus Tacrolimus-Everolimus, in Patients With de Novo Kidney Transplant",,False,False,False,DRUG
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT03233984,,,2020,Effect of an Environmental Health Education Program on Pregnant Women in Order to Reduce Endocrine Disruptor Exposition : Controled Randomized Trial on Primary Prevention,,False,True,True,BEHAVIORAL
⬛,noir,pas de résultat ni de publication,NCT03461094,,,2020,Fluid Responsiveness Evaluation in Patients With Acute Circulatory Failure and Arrhythmia With Atrial Fibrillation: Indice Delta ITV / Delta RR,,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT02265406,,,2020,PROPHY-VAP: Prevention of Early Ventilation Acquired Pneumonia (VAP) in Brain Injured Patients by a Single Dose of Ceftriaxone,PROPHY-VAP,True,True,True,DRUG
⬛,noir,pas de résultat ni de publication,NCT03856983,,,2021,Benefits of Observing Point-light Displays in Postoperative Rehabilitation of the Total Knee Prosthesis.,LOARAL,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT03374930,,,2021,Influence of Oesophageal Contractile Reserve in High Resolution Manometry on Post Operative Dysphagia After Anti-reflux Surgery,,False,False,False,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT04118725,,,2021,Assessment of Muscular Respiratory Involvement in Systemic Sclerosis,SIROCO,False,False,False,DIAGNOSTIC_TEST
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT04034797,,,2021,AmbulaNCE Teletransmited PHOtography for Trauma REgulation,NiCEPHORE,False,True,True,OTHER
⬛,noir,pas de résultat ni de publication,NCT03209843,,,2021,Post-stenting Assessment of Reendothelialization With OFDI After CTO Procedure,PERFECTO,False,False,False,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT04978740,,,2021,Ocular and Palpebral Manifestations of Mastocytosis (MOOMA),,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT04391660,,,2021,"Estimation of the Incidence of Colonization of Peripheral Venous Catheters After Skin Disinfection With 0.5% Sodium Hypochlorite, Preceded or Not by an Application of 70% Ethanol: Pilot, Monocentric, Randomized, Open-label Study",DACLEAN,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT03496285,,,2021,Multimodal MRI Study of Accumbofrontal Tract in Anorexia Nervosa and Obessional Compulsive Disorder : Search for Structural and Functional Changes Between Orbito-frontal Cortex and Accumbens Nucleus Subdivisions,ACCUMBENS,False,False,False,RADIATION
⬛,noir,pas de résultat ni de publication,NCT03344263,,,2021,Study of the Reversibility of Vigilance Dysfunction at 6 Months of Continuous Positive Airways Pressure (CPAP) in Patients With Obstructive Sleep,VISA,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT05003024,,,2021,"Comparison of Train of Four, Tetanus 50 Hz and Tetanus 100 Hz Recovery Following Rocuronium Induced Neuromuscular Block Reversed by Sugamamdex",,False,False,False,DEVICE
⬛,noir,pas de résultat ni de publication,NCT02463617,,,2021,Impulsivity and Parkinson's Disease : a Neuropsychology With Magnetic Resonance Imaging Study,,False,False,False,OTHER
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT04227639,,,2021,T-piece Versus Pressure-support for the Spontaneous Breathing Trial Before Extubation in Patients at High-risk of Reintubation: a Multicenter Randomized Controlled Trial,TiP-Ex,True,True,True,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT03105921,,,2021,Intérêt de l'électroporation irréversible Dans le Traitement de l'adénocarcinome du pancréas,,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03014583,,,2021,"Prospective, Randomized Study Comparing Conventional, Burst And High Frequency (HF) Spinal Cord Stimulation (SCS) in Refractory Failed Back Surgery Syndrome (FBSS) Patients After a 32-contact Surgical Lead Implantation",MULTIWAVE,True,True,True,DEVICE
⬛,noir,pas de résultat ni de publication,NCT04387955,,,2021,Analysis of Chilblains Profile During COVID-19 Epidemic,ACROVID,False,False,False,DIAGNOSTIC_TEST
🟧,orange,résultat et / ou publication posté dans les 36 mois,NCT02703922,,,2022,Evaluation of a Diagnostic Strategy for Giant Cell Arteritis Based on Color Doppler Ultrasound of Temporal Arteries,ECHORTON,False,True,True,OTHER
⬛,noir,pas de résultat ni de publication,NCT04387253,,,2022,Study of Late Fetal Loss in Poitou-Charentes. GYNE-COVID,,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT05231525,,,2022,"Recovery Evaluation of Two Neuromuscular Blockade Monitoring Devices on Abductor Pollicis Muscle, the TOFScan and the Wireless WiTOF",,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03560193,,,2022,"An Open Label, Multicenter, Randomized Trial of 2% Chlorhexidine-70% Isopropanol vs 5% Povidone Iodine-69% Ethanol for Skin Antisepsis in Reducing Surgical-site Infection After Cardiac Surgery",CLEAN2,True,True,True,DRUG
⬛,noir,pas de résultat ni de publication,NCT04456972,,,2022,"Pilot Study on the Contribution of Molecular Analysis of Endometrial Cancers: Reliability, and Interest of Circulating Tumor DNA",,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT04792879,,,2022,Assessment of Peripheral Veins Doppler Ultrasound for Diagnosis of Acute Right Heart Failure in Suspicion or Follow-up of Pulmonary Hypertension,CODOVEIN,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT05224648,,,2022,"Comparison of Train of Four, Tetanus 50 Hz and Tetanus 100 Hz Recovery Following Rocuronium Induced Neuromuscular Block Reversed by Neostigmine",DECURATOF 2,False,False,False,DEVICE
⬛,noir,pas de résultat ni de publication,NCT03497832,,,2022,Diurnal Variations of Cerebral Metabolite Concentrations in Proton Magnetic Resonance Spectroscopy,Dyn24,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT04971213,,,2022,HIgh Flow Nasal Cannula Versus Noninvasive Ventilation for Acute Cardiogenic PuLmonary Oedema With Acute Respiratory Failure in an ED,,False,False,False,DEVICE
⬛,noir,pas de résultat ni de publication,NCT05158010,,,2022,Advancing Tools for Human Early Lifecourse Exposome Research and Translation- Adolescence Follow-up of the HELIX Subcohort,ATHLETE,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,,2021-000304-38,,2022,Tumescent anesthesia efficiency in pain management during a dynamic phototherapy session in vertex actinic keratosis treatment: a single-center prospective randomized study.,,False,False,False,
⬛,noir,pas de résultat ni de publication,NCT04936880,,,2023,Pilot Study on the Evaluation of the Effectiveness of a Virtual Reality Device on Anxiety During Procedural Sedation in Traumatology in Emergency Department,VIRTUAL DREAM,False,False,False,DEVICE
⬛,noir,pas de résultat ni de publication,NCT05064839,,,2023,Imaging for the Evaluation of Transthyretin Cardiac Amyloidosis Prevalence of Patients Over 65 Hospitalized in Cardiology Wards (the IMPACT Study),IMPACT,False,False,False,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT03863041,,,2023,Study of Phosphorylated Metabolism Profile as Predictive Biomarker of Cognitive Decline in Memory Complaint.,,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT03481569,,,2023,Population Pharmacokinetic-pharmacodynamic (PK-PD) Study of 9 Broad-Spectrum Anti-infective Agents in the Cerebro Spinal Fluid (CSF) of Brain Injured Patients With an External Ventricular Drainage (EVD).,,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT05404425,,,2023,Non-severe Traumatic Injuries Evaluation Using smartPhone Camera for Extra-hospital Regulation,NIEPCE,False,False,False,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT06533982,,,2023,Effect of Different Exercise Modalities on Cardiovascular and Cognitive Response in Postmenopausal Women With and Without Vasomotor Symptoms,WOMEN-EX-MOD,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT05963672,,,2024,Assessment of Sleep Quality of Hospitalized Patients Treated With EEG-guided Protection Procedures: Application in Intensive Care Unit. (SleepScan),SleepScan,False,False,False,DEVICE
⬛,noir,pas de résultat ni de publication,NCT05036772,,,2024,Assessment of Patients' Pain and Anxiety During a Hysterosalpingography Narratified by a Virtual Reality Helmet.,Daphné,False,False,False,DEVICE
🟩,vert,résultat et / ou publication posté dans les 12 mois,NCT03444779,,,2024,"Comparative Evaluation of Minimally Invasive ""tibial Tuberoplasty"" Surgical Technique Versus Conventional Open Surgery for Tibial Plateau Fractures (TUBERIMPACT Study)",TUBERIMPACT,True,True,True,DEVICE
⬛,noir,pas de résultat ni de publication,NCT03389997,,,2024,Assessement of Viral Shedding Duration After a Respiratory Tract Infection in Oncology and Hematology Patients,ONCOVIR,False,False,False,DIAGNOSTIC_TEST
⬛,noir,pas de résultat ni de publication,NCT05610683,,,2024,Comparison of the Removal of Uremic Toxins With Medium Cut-off and Super High-flux Vitamin E-coated Dialyzers The E-FLUX Randomized Study,E-FLUX,False,False,False,DEVICE
⬛,noir,pas de résultat ni de publication,NCT01061047,,,,,,False,False,False,DRUG
🟥,rouge,résultat et / ou publication posté,NCT00992615,,,,Comparison of 20-core vs 12-core Prostate Biopsy Diagnostic Performance in the Detection of Prostate Cancer,,False,False,True,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT01059890,,,,,,False,False,False,DRUG
🟥,rouge,résultat et / ou publication posté,NCT00845221,,,,,,False,False,True,DRUG
⬛,noir,pas de résultat ni de publication,NCT01675986,,,,,,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01673542,,,,,,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01351142,,,,,,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT02545595,,,,,,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01537614,,,,,COLI-VLM,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01291537,,,,,,False,False,False,DRUG
🟥,rouge,résultat et / ou publication posté,NCT01629550,,,,,CLEAN,False,False,True,PROCEDURE
⬛,noir,pas de résultat ni de publication,NCT02142075,,,,,DAPTOREA,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01872546,,,,,,False,False,False,DRUG
🟥,rouge,résultat et / ou publication posté,NCT02424890,,,,,,False,False,True,OTHER
⬛,noir,pas de résultat ni de publication,NCT01532401,,,,Simplification of the Test of Sensibility in the Salt: Preliminary Study at the Child and the Adult,PLADSEL,False,False,False,OTHER
⬛,noir,pas de résultat ni de publication,NCT00779922,,,,,,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01711060,,,,,,False,False,False,PROCEDURE
🟥,rouge,résultat et / ou publication posté,NCT01060891,,,,,,False,False,True,DRUG
⬛,noir,pas de résultat ni de publication,NCT01061073,,,,Evaluation of the Efficacy of Tamsulosin (Alpha Blockers) Compared to Phloroglucinol in Improving JJ Ureteral Stent Tolerance. A Randomized Controlled Trial,,False,False,False,DRUG
⬛,noir,pas de résultat ni de publication,NCT01649726,,,,,,False,False,False,PROCEDURE
