S,NCTId,eudraCT,study_completion_year,title,acronym,has_results_or_publications_within_1y,has_results_or_publications_within_3y
🟥,NCT00983125,,2010,Effects of a Systematic Addition of Clonidine in the Local Anaesthetic and Opiate Solution for Epidural Patient Controlled Analgesia in Labour (Levobupivacaine 0.568 mg.mLl-1 + Sufentanil 0.45 µg.mL-1),,False,False
🟥,NCT01196767,,2010,Postoperative Analgesia After Cardiac Surgery: Effects of a Continuous Infusion of Ropivacaine Through Laterosternal Catheters,,False,False
🟥,NCT01053650,,2010,Placebo Effect of Paracetamol in Healthy Volunteers,HOP,False,False
🟥,NCT01139671,,2011,Comparison of Sufentanil and Remifentanil Infusion During General Anaesthesia for Removal of Wisdom Teeth in Ambulatory Surgery,SUF-REM-DDS,False,False
🟥,NCT01429909,,2011,Optimization of fMRI for the Study of Basal Ganglia Activation in Parkinson's Disease: T2* Measurement in the Cortex and the Basal Ganglia,2010-A01115-34,False,False
🟥,NCT01206985,,2011,Pharmacodynamic Study of 125 mg of Paracetamol Permucosal Administered by Sublingual and Buccal Route,,False,False
🟥,NCT01226381,,2011,"Comparative Study of the Influence of Two Antagonist Receptors 5-HT3, tropisétron and granisétron, on the Analgesic Effect of Paracétamol",,False,False
🟧,NCT00917917,,2011,Role of Combined Intervention of Physical Activity and Nutrition in Metabolic Syndrome Treatment on Cardio-vascular Risk and Muscular- Skeletal Functions in Human Subject. Analysis of Patient's Compliance in Patient's Follow-up.,,False,True
🟧,NCT00333099,,2011,Effect of Enteral Immunonutrition During Chemoradiotherapy in Patients With Head and Neck Cancer or Esophageal Cancer,,False,True
🟥,NCT01272167,,2011,Effects of a Long-term and Regular Grapefruit Juice Consumption on Vascular Protection and Bone Metabolism : a Cross-over Designed Study to Determine the Specific Role of Naringin,,False,False
🟥,NCT01053845,,2011,Study of Integrity of Down Inhibitor Bundle at Patients Suffering of Neuropathic Pain,PhyDoNe,False,False
🟥,NCT01874704,,2011,Comparison of Biomarkers of Stress in Emergency Physicians Working a 24-hour Shift or a 14-hour Night Shift - the JOBSTRESS Randomized Trial,JOBSTRESS,False,False
🟥,NCT01225419,,2011,Mobilization by Plerixafor of Haematopoietic Stem Cells in Children,MEP1,False,False
🟥,NCT01349179,,2011,Scan Evaluation at 9 Years of the Bone Acetabular Supporting Cups Without Cement (Couple Metal/Metal in Diameter 28 mm),ETOSA,False,False
🟥,NCT01747759,,2012,,EPOP,False,False
🟥,NCT00980616,,2012,Effect of the Injection of Local Analgesia With Epinephrine During Total Hip Arthroplasty on the Blood Losses Per and Operatively.,,False,False
🟩,NCT01282996,,2012,Intraoperative Lung Protective Ventilation in Abdominal Surgery: A Randomized Controlled Study,,True,True
🟥,NCT01766531,,2012,Evaluation of Nutritional Status in ICU : Interest for the Measurement of Body Composition by Body Bioelectrical Impedance and Comparison With Several Methods,IMPREA,False,False
🟧,NCT01334645,,2012,Diagnostic Value of Copeptin Assay for Acute Coronary Syndrome Without ST-segment Elevation,,False,True
🟥,NCT01543386,,2012,Effects of Curcumin Loading Dose on Vascular Reactivity of Healthy Middle-aged Smokers,CURCUMIN,False,False
🟩,NCT01426178,,2012,Neurally Adjusted Ventilatory Assist (NAVA) in NonInvasive Ventilation (NIV),,True,True
🟥,NCT01560390,,2012,Use of Ketamine Associate With an Opioid for Sedation in ICU : a Randomized Controlled Double Blind Study,KetaRea,False,False
🟥,NCT01800851,,2012,"Calorimetry, Insulin Resistance and Energy Metabolism Study to Understand the Risk of Obesity in Kidney Transplanted Patients",CALIMERO,False,False
🟥,NCT01685476,,2012,Validation of a New Non Invasive Method for Intracranial Pressure Monitoring,MINIPIC REA,False,False
🟥,NCT01562704,,2012,Visualisation of the Central Analgesic Effect of Paracetamol in Functional MRI,IRMf,False,False
🟩,NCT01955018,,2013,Comparison of the Ultra-low-dose Veo Algorithm With the Gold Standard Filtered Back Projection for Detecting Pulmonary Asbestos-related Conditions,,True,True
🟥,NCT00750529,,2013,Effects of Galantamine and Donépézil on the Amount and the Quality oh the Sleep in Patients Suffering From Alzheimer Disease.,,False,False
🟧,NCT01390623,,2013,Efficacy and Safety Study of Short Term Antibiotic During Seven Days With Ceftriaxone Intravenous the First Day Then Cefixime the Second Day Till the Seventh Day of Acute Uncomplicated Pyelonephritis in Women Between 18 and 65 Years Old,,False,True
🟥,NCT00690209,,2013,"Efficacy of Surgical Coronary Revascularization Associated With Stem Cells Injection in Patients With Severe Chronic Ischemic Heart Disease With Residual Viability. A Prospective, Controlled Pilot Trial.",,False,False
🟥,,2010-024547-32,2013,Effets potentiels d’une supplémentation en oméga 3 sur la membrane des cardiomyocytes de patients atteints d’athérosclérose coronaire ?,CORONOMEGA3,False,False
🟥,NCT01702779,,2013,,HiFloLUS,False,False
🟥,NCT01794273,,2013,Compared Efficacy and Tolerance of Two Vasopressors Used to Treat Preoperative Hypotension During Carotid Surgery. Prospective Randomised Controlled and Single Centre Trial,VP-hTA-XCar,False,False
🟧,NCT01600651,,2013,"Effects Of A Recruitment Maneuver On Plasma Levels of sRAGE, The Soluble Form of The Receptor For Advanced Glycation End Products, In Patients With Diffuse Acute Respiratory Distress Syndrome (ARDS)",DAMAGE,False,True
🟥,NCT01156766,,2013,Locking Plate Versus Pins for Surgical Treatment of Posteriorly Tilted Distal Radius Fracture,,False,False
🟥,NCT01699269,,2013,Histopathologic Evaluation of High Grade Brain Tumors by High Order Diffusion Tensor Imaging: Peritumoral Glial Cell Infiltration Quantitative Method,TeDi-C2,False,False
🟧,NCT00875069,,2013,"Efficacy and Safety of Ethanol Lock Solution in Prevention of Catheter Related Bloodstream Infection for Patients Suffering Acute Renal Failure, and Hospitalized in Intensive Care Unit. A Multi-Center, Randomized, Versus Placebo, Double Blinded Clinical Trial.",ELVIS,False,True
🟥,NCT01017744,,2013,Respiratory Mechanical Effects of Sevoflurane Administered With the Anesthetic Conserving Device in Pressure Support Ventilation,,False,False
🟥,NCT01794195,,2013,Role of Mesocorticolimbic Pathway in Apathy of Patients With Parkinson's Disease. - Study Using Diffusion Tensor Imaging and Fibres Tracking,,False,False
🟥,NCT01643395,,2013,VertebrOpLasty Versus Conservative Treatment in Acute Non Osteoporotic Vertebral Fractures,VOLCANO,False,False
🟥,NCT01586143,,2013,Clinical Study Comparing the Efficacy of Transbuccal Paracetamol 125 mg Versus Paracetamol Injection 1g in Slow Infusion IV in Patients With Acute Pain,PARAJUG,False,False
🟩,NCT01536314,,2013,Preventing the Development of Neuropathic Pain Post-mastectomy/Tumorectomy by Pre-emptive or Post-operative Memantine Administration,MEMANTINE,True,True
🟥,NCT01906203,,2013,Evaluation of Indices of Body Composition During Ultramarathon : Measure by Body Bioelectrical Impedance,IMPETRAIL,False,False
🟥,NCT01935570,,2013,Comparative Study of the Bioavailability of Magnesium Administrated by Two ChronoMag Smart Tablet® 50 mg Versus Three Mag2® Tablets 100mg.,BioChronoMag,False,False
🟥,NCT01782638,,2013,Effect of Deep Brain Stimulation on Gait of Patients With Parkinson's Disease Depending on Electrode Location in Subthalamic Area.,,False,False
🟥,NCT01520792,,2013,Paracétamol and Pharmacogenetic in Healthy Volunteers,,False,False
🟥,NCT02076737,,2014,Model-based Iterative Reconstruction (MB-IR VEOTM) in Ultra Low-dose Abdominal CT Versus Adaptative Statistical Iterative Reconstruction (ASIR): A Prospective Study for Acute Renal Colic,VEOLITH,False,False
🟥,NCT01437371,,2014,Is There a Benefit to Optimize HF (Heart Failure) Treatment in Aged Over 80 Year's Old Patients?,HF 80,False,False
🟥,NCT02082834,,2014,Post EVAR Endoleak Detection : Model-based Iterative Reconstruction (MBIR) vs Adaptive Statistical Iterative Reconstruction (ASIR) CTA; a Prospective Study,,False,False
🟩,NCT02094313,,2014,Effects of Decrease in Cholesterol Levels Induced by a Statin on Sperm Quality,,True,True
🟥,NCT02202720,,2014,Evaluation of Richmond Agitation Sedation Scale According to Alveolar Concentration of Sevoflurane During a Sedation With Sevoflurane in ICU Patients,SEVORASS,False,False
🟥,NCT01793363,,2014,Tracheostomy and Weaning From Mechanical Ventilation : Evaluation of the Lung Ultrasound Score,TRAWELUS,False,False
🟥,NCT02206178,,2014,ACETAMINOPHEN ANTINOCICEPTIVE EFFECT WHEN ASSOCIATED WITH N-ACETYLCYSTENEINE,PANACE,False,False
🟥,NCT02174068,,2014,A Pharmacokinetic Drug Interaction and Tolerance Study of Paracetamol and Nefopam,PARA-NEF,False,False
🟩,NCT01888094,,2015,SUBclavian Central Venous Catheters Guidance and Examination by UltraSound : a Randomized Controlled Study Versus Landmark Method,SUBGEUS,True,True
🟧,NCT01828788,,2015,Postoperative Rehabilitation After Cardiac Surgery in Patients at Risk of Respiratory Complications. Effects of a Continuous Bi-laterosternal Infusion of Ropivacaine Through Multihole Catheters.,BLS-Sterno,False,True
🟥,NCT02664844,,2015,Physical Activity and Food Intake Interaction: Effect of Weight Loss in Obese Adolescent,,False,False
🟥,NCT02042612,,2015,Pharmacokinetic Study of 48-hour Sevoflurane Inhalation Using a Disposable Delivery System (AnaConDa©) in Obese ICU Patients,CISEVOB,False,False
🟩,NCT01775449,,2015,Prevention of Oxaliplatin-induced Neuropathic Pain by a Specific Diet,NEUROXAPOL,True,True
🟧,NCT02350244,,2015,"Active Prevention of MSDs (Musculoskeletal Disorders, Upper and Spine Members) in the Context of Computer Screen Work",I-Preventive,False,True
🟩,NCT01887015,,2015,Early Nasal High Flow Oxygen Therapy for Prevention of Postoperative Hypoxemia After Abdominal Surgery: A Multicenter Randomized Controlled Trial,OPERA,True,True
🟥,NCT02048683,,2015,A Pharmacokinetic Study of Sevoflurane Inhalation in Burn ICU Patients,SEVOBURN,False,False
🟥,NCT01249326,,2015,"Protein Need and Interest of "" Quick Proteins "" to the Obese Subject Operated by Bariatric Surgery (BIBOP)",BIBOP,False,False
🟥,NCT02569424,,2016,Effect of PEEP and Trendelenburg on Ultrasound Size of Internal Jugular and Subclavian Veins: A Cross-over Randomized Controlled Study,PEEPUS,False,False
🟩,NCT02847611,,2016,Validation of the Dynamometer LABIN,DYNAVAL,True,True
🟩,NCT01602185,,2016,Antagonists NMDA in Relay to Ketamine in Neuropathic Pain,NMDA,True,True
🟥,NCT01785693,,2016,"Interest of a Bi-truncal Nerve Block (Femoral + Sciatic) Extended, Systematically Associated With General Anesthesia, in the Femoropopliteal Bypass: Study of Post-operative Analgesia and Peripheral Circulation Downstream.",BLOC-FEMPOP,False,False
🟥,NCT02678559,,2016,Preload Dependency Evaluation With Stroke Volume Variation During Alveolar Recruitment Manoeuvres,PreDeARM,False,False
🟥,NCT03338179,,2016,Evaluation of Metamemory in Patients With Schizophrenia,,False,False
🟧,NCT01392872,,2016,Evaluation of Cognitive Disability and Quality of Life of Patients Suffering From Multiple Scleroses and Treat With Immunosuppressant,CoQualSEP,False,True
🟧,NCT01536470,,2016,Effectiveness of Noradrenaline to Control Intraoperative Arterial Pressure in High-risk Surgical Patients: A Multicentre Prospective Randomized Controlled Trial,INPRESS,False,True
🟥,NCT01887028,,2016,"A Single-blind, Randomized Study to Compare Impacts of Intraperitoneal Pressure (8mmHg Versus 12 mmHg) and CO2 Gas (Cool, Dry CO2 Gas Versus Warmed; Humidified Co2 Gas) on Surgical Peritoneal Environment During Laparoscopic Surgery",,False,False
🟥,NCT02662816,,2016,Feasibility Study of the Quantification of Glutathione Concentrations in Muscle and Liver Using in Vivo Proton Magnetic Resonance Spectroscopy (1H MRS)in Human,,False,False
🟧,NCT02166853,,2016,"Effect of Early 48-hour Sevoflurane Inhalation on Gas Exchange and Inflammation in Patients Presenting With Acute Respiratory Distress Syndrome (ARDS) : a Monocentric, Prospective, Randomized Study.",SEGA,False,True
🟥,NCT02596360,,2016,Dextromethorphan Effect on Central Sensitization to Pain in Healthy Volunteers,Hydex,False,False
🟥,NCT02844088,,2016,Evaluation of the Persistence in 2016 of Vaccinal Immunity Against Meningococcus C Among Children and Teenagers Who Received Meningococcus C Conjugate Vaccine in January 2002 During the Puy-de-Dôme Campaign and of Natural Immunity Among Unvaccinated People,,False,False
🟥,NCT01718249,,2016,Study of Conscious Behavior Under Low-frequency Deep Brain Stimulation in Chronic and Severe Post-coma Disorders of Consciousness,Post-coma DBS,False,False
🟩,NCT02474745,,2017,Effect of the Type of Maternal Pushing During the Second Stage of Labor on Obstetric and Neonatal Outcome: a Multicenter Randomized Trial,EOLE,True,True
🟥,NCT03277963,,2017,Perception of Pain During Obstructive Sleep Apnea Syndrome in Obese Patient,,False,False
🟧,NCT02598804,,2017,Evaluation of the Effectiveness of Self Management Program on Changes in Physical Activity Level of Knee Osteoarthritis Patients in Spa Therapy,GEET One,False,True
🟩,NCT02904538,,2017,Perineural Versus Systemic Dexamethasone to Prolong Regional Anesthesia in Front Foot Surgery,ADRIATIC,True,True
🟥,NCT02824341,,2017,Exploration of the Reward System by Functional MRI in Parkinson's Disease Patients With and Without REM Sleep Behavior Disorder,MP-TCSP-IRMf,False,False
🟧,NCT02763592,,2017,Impact of 5% Lidocaine Medicated Plaster on Allodynic Symptoms of Localized Neuropathic Pain After Knee Surgery,LiNe,False,True
🟥,NCT02006810,,2017,Development of Endothelial Biomarkers for Use in Cohort Studies. Comparison With Reference Biomarkers.,NUTREND,False,False
🟧,NCT03045822,,2017,Evaluation of the Impact of Bioimpedance Analysis in Patients With Cardiac Implantable Electronic Devices,,False,True
🟩,NCT02100046,,2017,Assessment of the Effectiveness of Ethosuximide in the Treatment of Peripheral Neuropathic Pain.,EDONOT,True,True
🟥,NCT02970513,,2017,Psychological Evaluation According Colonic Colonization by Escherichia Coli of Patients After Colorectal Surgery,MicrobioPSY,False,False
🟥,NCT01811251,,2017,Co-analgesic Effects of Dexamethasone and Pregabalin After Lumbar Slipped Disc Surgery,DEXA-PG-HD,False,False
🟥,NCT03745742,,2017,Post Myocardial Infarction's Rehabilitation Guided by Heart Rate Variability,HRV REEDUC,False,False
🟥,NCT02359461,,2018,Evaluation of the Effect of Pulsatile Cuts Stendo3 on Vascular Function Patients With Diabetes Type 2,STENDO3,False,False
🟥,NCT02123940,,2018,Treatment Strategy in Patients With High-risk of Postextubation Distress in ICU Based on a Lung Ultrasound Score Versus Standard Strategy,WIN IN WEAN,False,False
🟥,NCT00529724,,2018,Mechanisms of Body Weight Gain in Patients With Parkinson's Disease After Subthalamic Stimulation,,False,False
🟥,NCT03453918,,2018,Effects of Polyphenols on Iron Absorption in Iron Overload Disorders.,POLYFER,False,False
🟥,NCT02255370,,2018,"Controlled, Randomized, Double Blind Study, Comparing Curcumin to Thiopurines in the Prevention of Post-op Recurrence in Crohn Disease",POPCUR,False,False
🟥,NCT03125083,,2018,Role of Inflammation in Psychiatric Disorders in Patients With Cutaneous Lupus,RIP-LC,False,False
🟥,NCT03420261,,2018,"Hemostasis Evolution During Fluid Loading in Abdominal Surgery. Effects of Fluid Choice: Saline Versus Hydroxyethyl Starch (HAEMO Study, an Ancillary Study of FLASH Trial)",HAEMO,False,False
🟩,NCT02502773,,2018,Fluid Loading in Abdominal Surgery: Saline Versus Hydroxyethyl Starch: A Double-blinded Multicenter Prospective Randomized Trial (FLASH Study),FLASH,True,True
🟥,NCT03378895,,2018,CEPPPIA Pilot. Experimental Center of Participative and Individualized Predictive Prevention in Auvergne,CEPPPIA,False,False
🟥,NCT03101410,,2018,Gluten Sensibility in Elite Athletes,GLUTHEALTH,False,False
🟩,NCT02149589,,2018,Lung Imaging for Ventilatory Setting in ARDS,,True,True
🟩,NCT01586130,,2018,Assessing the Impact of Isokinetic Muscular Strengthening in Eccentric Mode in the Medical Treatment of Knee Osteoarthritis.,ISOGO,True,True
🟥,NCT03113903,,2018,Validation of the French Version of the Pain Sensitivity Questionnaire,PSQ-F,False,False
🟥,NCT04189380,,2019,Therapeutic Literacy Evaluation in Liver Transplanted Patients,THELEHEPAT,False,False
🟩,NCT03807609,,2019,Does Exercise Timing Modify Post-exercise Energy Intake in Adolescents With Obesity,,True,True
🟥,NCT03963440,,2019,Cross-cultural Validation in French Language of the Questionnaire EARS Adapted to the Chronic Low Back Pain,EARS,False,False
🟥,NCT03166644,,2019,Individualized Goal-directed Sufentanil Administration Versus Standard Therapy in Patients Undergoing Major Abdominal Surgery: A Randomized Controlled Feasibility Trial.,PHOENIX,False,False
🟥,NCT03742622,,2019,Does Energy Replacement Modify Post-exercise Energy Intake in Adolescents With Obesity?,,False,False
🟩,NCT01935544,,2019,Effectiveness of Two Techniques in Injection Site Spotting for Botulinum Toxin Injections: Echography or Electro Stimulation.,,True,True
🟩,NCT02126332,,2019,"A MULTICENTER, RANDOMIZED, CONTROLLED STUDY OF EPIDURAL ANALGESIA FOR SEVERE ACUTE PANCREATITIS",EPIPAN,True,True
🟧,NCT02973503,,2019,"A Phase 3, Global, Multicenter, Open-Label Study to Investigate the Efficacy of Elbasvir/Grazoprevir Fixed-Dose Combination for 8 Weeks in Treatment-Naïve, HCV GT1b-Infected Patients, With Non-severe Fibrosis",STREAGER,False,True
🟥,NCT02799186,,2019,PREVALENCE STUDY OF FIBROMUSCULAR DYSPLASIA IN PATIENTS WITH HAEMATOMA OR SPONTANEOUS CORONARY ARTERY DISSECTION,DISCO,False,False
🟩,NCT03967782,,2019,Effect of the Exercise-meal Timing on Energy Intake and Appetite in Adolescents With Obesity: the TIMEX 2 Study,TIMEX2,True,True
🟥,NCT03840785,,2020,Effect of Argentine Tango Protocol on Total Physical Activity in Patients With Chronic Inflammatory Arthritis,IATANGO,False,False
🟥,NCT03887000,,2020,Effect of Magnesium on Stress in Fibromyalgia: Randomized Double-blind Placebo Controlled Trial,SeMAFor,False,False
🟥,NCT03923244,,2020,"Dry Eye Syndrome Description During Cataract Surgery, With Multimodal Analysis of the Ocular Surface",C-SS0,False,False
🟩,NCT02618720,,2020,Intravenous Versus Combined Oral and Intravenous Antimicrobial Prophylaxis for the Prevention of Surgical Site Infection in Elective Colorectal Surgery: A Double-blinded Multicenter Prospective Randomized Controlled Trial,COMBINE,True,True
🟥,,2016-002805-21,2020,Evaluation du nalméfène dans les troubles du contrôle des impulsions chez des patients ayant une maladie de Parkinson : une étude thérapeutique prospective ouverte,NALMEFENE et TCI,False,False
🟩,NCT03229148,,2020,Anesthesia Management in Endovascular Therapy for Ischemic Stroke: A Multicenter Randomised Study,AMETIS,True,True
🟧,NCT04174209,,2020,CHOICE OF SUBJECTIVE OCULAR REFRACTION TECHNIQUE AND CORNEAL TOPOGRAPHY OF KERATOCONUS,RE-CON,False,True
🟥,NCT04700150,,2021,Effect of Tai Chi Protocol on Global Physical Activity in Patients With Spondyloarthitis in Comparison With a Control Group,TaiChiSpA,False,False
🟥,NCT04495504,,2021,The Effect of Continuous Administration of Ropivacaine by Bi-laterosternal Multiperforated Catheters Placed Before a Sternotomy for Cardiac Surgery,Pre-BLS-Sterno,False,False
🟥,NCT04482530,,2021,Food Matrices Based on Fruit Pastes as Vectors of Carbohydrates for the Prevention and Management of Protein-energy Undernutrition in the Elderly: Proof of Clinical Concept,Fruisenior,False,False
🟥,NCT03838939,,2021,"Impact of Association of Individual and Group Therapeutic Education Sessions on the Acquisition of Safety Skills by Patients With Chronic Inflammatory Rheumatism (CIR) Treated With Subcutaneous Biotherapy, Compared to Individual Therapeutic Education Sessions Alone",ERIBIO,False,False
🟩,NCT03339141,,2021,Comparison of Intubating Conditions in 25° Head-up Position and Strict Supine,InSizeS25,True,True
🟥,NCT04391452,,2021,"Effect of a Dietary Supplement Based on Magnesium, Vitamins, Rhodiola and L-theanine (Stress Resist®), on Stress in Stressed Subjects: Randomized Study Versus Placebo.",MAGRITTE,False,False
🟥,NCT04739189,,2021,Appetite Response to Exercise- Versus Energy Restriction-induced Energy Deficit in Adolescents With Obesity.,IDEX1,False,False
🟥,NCT04880759,,2021,"Pilot Study of Active Desk in Primary School : Effects on the Attention, Cognitive Capacities, Physical Capacities, Concentration and Well-being of Student and on the Classroom Climate",BICLASS,False,False
🟥,,2015-000162-59,2021,"Evaluation of botulinum toxin injection efficacy in the treatment of head essential tremor by a multi-center, randomized, double–blind, parallel-group, placebo-controlled study 
 
 
 Evaluation de l’efficacité d’injections de toxine botulinique dans le traitement du tremblement du chef par une étude multicentrique, randomisée, en double aveugle, en groupe parallèle, contrôlée versus placebo","Btx-HT 
 
 
 Btx-HT",False,False
🟥,NCT02340403,,2021,Exploration by NMR Spectroscopy of the Choline Concentrations in the Insular Cortex of Patients Suffering of Neuropathic Pain Induced by Oxaliplatin,INSULOX,False,False
🟥,NCT04734639,,2021,Appetite Response to Exercise- Versus Mixed (Exercise + Dietary Restriction)-Induced Energy Deficit in Adolescents With Obesity,IDEX2,False,False
🟥,NCT04246788,,2021,Intensive Robotic Rehabilitation in Children With Hemiparesia Using GEOSYSTEM,RIPHIGEO,False,False
🟥,NCT04492813,,2021,Comparison of Plasmatic Concentrations of Propofol and Remifentanil During Monitored Anesthesia in Obese and Non Obese Patients.,COCOPOPONO,False,False
🟥,NCT04399278,,2021,End-eXpiratory Occlusion Test to Predict fluId REsponsiveness in the Operating Room: Prospective Randomized Clinical Trial Comparing Two Occlusion Tests (EXPIRE),EXPIRE,False,False
🟥,NCT04371016,,2021,Pulmonary and Ventilatory Effects of Bed Verticalization in Patients With Acute Respiratory Distress Syndrome: An Exploratory and Pathophysiology Study,ERECTION,False,False
🟥,NCT04935814,,2022,Cardiac Output Response to Vasopressin Infusion In Abdominal Surgery Patients Under Mechanical Ventilation: A Clinical Pharmacodynamics Study,CORVaso,False,False
🟥,NCT05085119,,2022,"Validation of the Relationship Between Oxygenation Parameters and the Oxygen Reserve Index (ORI™), in Mechanically Ventilated ICU Patients: An Exploratory Pathophysiology Study",FiO2RI,False,False
🟥,NCT04903860,,2022,Comparison of the Use of Conventional Ancillary Reaming and Single-use Ancillary Reaming Material in Total Hip Replacement,LUUC,False,False
🟩,NCT02819778,,2022,Interventional Study Assessing Evaluation of the Interest of Serum S100B Protein Determination in the Management of Pediatric Mild Traumatic Brain Injury,PROS100B,True,True
🟩,NCT03987789,,2022,Intraoperative Protective Mechanical Ventilation in Patients Requiring Emergency Abdominal Surgery: IMPROVE-2 Multicenter Prospective Randomized Trial,IMPROVE-2,True,True
🟥,NCT04902001,,2022,Role of Mechanical Load on Metabolic Exercise Adaptations in Response to Weight Loss in Obese Adolescents: The POWELL Study,POWELL,False,False
🟥,NCT04923555,,2022,"Analysis of the Postprandial Effects of a Vegetable Protein Mixture Rich in Arginine, Cysteine and Leucine on Endothelial Dysfunction and Inflammation at Low Noise in Elderly People With Cardiometabolic Risk",P-PROBS CM,False,False
🟥,NCT04355312,,2022,Using INDOcyanine Green to Analyse Ovarian Vascularization After Ovarian Laparoscopic CYStectomy,KYSINDO,False,False
🟥,NCT05160298,,2022,Analgesic Effect of Bilateral Erector Spinae Plane Block With Ropivacaine After Sternotomy in Cardiac Surgery,ESB-Sterno,False,False
🟥,NCT04551326,,2022,Immediate Effect of Hamstring Stretching in Patients With Chronic Low Back Pain,EFIM1,False,False
🟥,NCT04368858,,2022,Towards the Use of Instrumented Tests for Screening the Risk of Falling in Patients With Chronic Illness.,DETECACTI,False,False
🟥,NCT04236518,,2022,Nutritional Transitions to More Plant Proteins and Less Animal Proteins: Understanding the Induced Metabolic Reorientations and Searching for Their Biomarkers,ProVegOmics,False,False
🟥,NCT02555982,,2022,"Evaluation of Botulinum Toxin Injection Efficacy in the Treatment of Head Essential Tremor by a Multi-center, Randomized, Double-Blind, Parallel-group, Placebo-controlled Study",Btx-HT,False,False
🟥,NCT05188755,,2022,Fitness Assessment in Young Adults Recovered From Lymphoma or Hodgkin's Disease,CUPCAKE,False,False
🟥,NCT04268875,,2022,Morphological Parameters of In-stent RESTenosis Assessed and Identified by OCT,RESTO,False,False
🟥,NCT04753580,,2022,"Sampling of Human Microbiota in Order to Test, on a Mouse Model, Individualized Intervention Strategies During Aging",FRAGIBIOTE,False,False
🟥,NCT05365113,,2022,Comparison of Hemodynamic Effects of Two Modalities of Alveolar Recruitment Maneuvers in Major Abdominal Surgery Patients: A Physiological Study,CHARM-Bloc,False,False
🟥,NCT04624581,,2022,Genetic Characteristics and Determinants of Central Sensitization of Nociception in Fibromylagic Syndrome,FIDGIS,False,False
🟥,NCT05147610,,2022,Estimation of the Precision of the Icare200 in the Measurement of Intraocular Pressure in Comparison to the Gold Standard : Goldmann Applanation Tonometer,,False,False
🟩,NCT03317067,,2023,Effects of Dexmedetomidine on Delirium Duration of Non-intubated ICU Patients (4D Trial),4D,True,True
